"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57551","CO_E47",0.36,0.515,0.125,0.382,59212,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"E47","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57552","CO_E47",0.331,0.571,0.097,0.383,63303,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"E47","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57614","CO_E51",0.33,0.532,0.139,0.405,62837,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"E51","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57633","CO_E60",0.339,0.491,0.17,0.415,56494,"2850-57633","Cooks","dad","Cooks-31",NA,NA,NA,"E60","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57633","CO_E61",0.303,0.541,0.155,0.426,54312,"2850-57633","Cooks","dad","Cooks-31",NA,NA,NA,"E61","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57633","CO_E64",0.241,0.668,0.091,0.425,59549,"2850-57633","Cooks","dad","Cooks-31",NA,NA,NA,"E64","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57607","CO_E70",0.293,0.604,0.103,0.405,62533,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"E70","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57607","CO_E71",0.281,0.602,0.117,0.418,65498,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"E71","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57607","CO_E72",0.28,0.614,0.106,0.413,60245,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"E72","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57609","CO_E75",0.353,0.524,0.123,0.385,53473,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"E75","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57607","CO_E73",0.3,0.589,0.112,0.406,60276,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"E73","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57607","CO_E74",0.239,0.684,0.077,0.419,70443,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"E74","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57557","CO_E75",0.312,0.564,0.124,0.406,55432,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"E75","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57557","CO_E76",0.243,0.692,0.065,0.411,61755,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"E76","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57609","CO_E76",0.246,0.672,0.082,0.418,59427,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"E76","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57609","CO_E78",0.327,0.556,0.118,0.395,52470,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"E78","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57557","CO_E78",0.346,0.516,0.137,0.396,54447,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"E78","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57609","CO_E77",0.36,0.478,0.162,0.401,54192,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"E77","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57609","CO_E79",0.373,0.452,0.174,0.4,53846,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"E79","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57557","CO_E77",0.345,0.526,0.129,0.392,56240,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"E77","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57557","CO_E79",0.329,0.536,0.135,0.403,55877,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"E79","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
