"dist","near_rank","BarnName_1","BarnName_2"
2325.806742,4,"Ericas","James Ditch est"
2729.140266,5,"Ericas","Cargill est"
2768.491443,6,"Ericas","Jims Green Barn est"
3407.504897,7,"Ericas","Hepp awning"
3587.486642,8,"Ericas","Cooks"
3609.451461,9,"Ericas","McCauley est"
4427.30226,10,"Ericas","Reinarz Garage est"
4464.840647,11,"Ericas","Reinarz shed est"
4717.320298,12,"Ericas","Sol y Sombra est"
4725.933757,13,"Ericas","Starlight est"
4732.346553,14,"Ericas","Alishas est"
4861.524344,15,"Ericas","Blue Cloud wash room"
4875.779509,16,"Ericas","Blue Cloud pony shed"
4881.656336,17,"Ericas","Blue Cloud main"
4895.888307,18,"Ericas","Blue Cloud Middle Shed"
4907.649984,19,"Ericas","Blue Cloud Gazebo"
4940.235703,20,"Ericas","Nixon est"
5509.537768,21,"Ericas","Jays est"
5697.405075,22,"Ericas","Green Mill est"
5959.217161,23,"Ericas","Struthers back shed"
5984.428043,24,"Ericas","Struthers main"
6035.930785,25,"Ericas","Struthers round"
6275.257607,26,"Ericas","Make Believe"
6303.818377,27,"Ericas","Make Believe Shed"
7022.996154,28,"Ericas","Speedwell est"
7931.336407,29,"Ericas","Red Wagon porch est"
8725.304623,30,"Ericas","Mary Anns est"
8846.103883,31,"Ericas","Brown Barn est"
8892.265055,32,"Ericas","Cathys est"
8909.822888,33,"Ericas","Cathys trailer est"
9023.210323,34,"Ericas","Boyer"
9088.972715,35,"Ericas","Grizz est"
9177.255137,36,"Ericas","Plumbumpy est"
9535.672506,37,"Ericas","Martes est"
9841.319297,38,"Ericas","Quick est"
10093.56871,39,"Ericas","Dome House est"
10193.59018,40,"Ericas","Urban Farm Girlz Sheep Shed"
10231.47892,41,"Ericas","Urban Farm Girlz Red Barn"
10274.18484,42,"Ericas","Urban Farm Girls Chicken coop"
10819.84641,43,"Ericas","Schaaps"
2469.498409,1,"Cargill est","Hepp awning"
2729.140266,2,"Cargill est","Ericas"
3008.036321,3,"Cargill est","Cooks"
3483.516565,4,"Cargill est","James Ditch est"
3989.256496,5,"Cargill est","Sol y Sombra est"
3994.085499,6,"Cargill est","CHR"
4131.537425,7,"Cargill est","Karens est"
4193.059406,8,"Cargill est","Reinarz Garage est"
4221.981552,9,"Cargill est","Reinarz shed est"
4567.298814,10,"Cargill est","Alishas est"
4642.979603,11,"Cargill est","Mayas est"
5499.982847,12,"Cargill est","Jims Green Barn est"
6173.497873,13,"Cargill est","McCauley est"
7203.921675,14,"Cargill est","Starlight est"
7509.74856,15,"Cargill est","Blue Cloud wash room"
7511.536869,16,"Cargill est","Blue Cloud main"
7512.398472,17,"Cargill est","Blue Cloud pony shed"
7534.498162,18,"Cargill est","Blue Cloud Middle Shed"
7541.928654,19,"Cargill est","Blue Cloud Gazebo"
7621.099319,20,"Cargill est","Nixon est"
8216.261825,21,"Cargill est","Jays est"
8377.740934,22,"Cargill est","Green Mill est"
8649.911476,23,"Cargill est","Struthers back shed"
8676.920696,24,"Cargill est","Struthers main"
8726.590802,25,"Cargill est","Struthers round"
8934.417156,26,"Cargill est","Make Believe"
8960.266356,27,"Cargill est","Make Believe Shed"
9727.873731,28,"Cargill est","Speedwell est"
10625.23963,29,"Cargill est","Red Wagon porch est"
10865.29492,30,"Cargill est","Grizz est"
11166.80876,31,"Cargill est","Brown Barn est"
11471.65385,32,"Cargill est","Mary Anns est"
11639.39045,33,"Cargill est","Cathys est"
11657.02298,34,"Cargill est","Cathys trailer est"
11754.28006,35,"Cargill est","Boyer"
11843.51027,36,"Cargill est","Plumbumpy est"
12255.53493,37,"Cargill est","Martes est"
12581.94369,38,"Cargill est","Quick est"
12792.2481,39,"Cargill est","Dome House est"
12884.12248,40,"Cargill est","Urban Farm Girlz Sheep Shed"
12922.78747,41,"Cargill est","Urban Farm Girlz Red Barn"
12963.12785,42,"Cargill est","Urban Farm Girls Chicken coop"
13092.84533,43,"Cargill est","Schaaps"
2981.295087,1,"Grizz est","Brown Barn est"
3523.493332,2,"Grizz est","Schaaps"
5119.532201,3,"Grizz est","Starlight est"
5800.507097,4,"Grizz est","Blue Cloud main"
5829.035347,5,"Grizz est","Blue Cloud Gazebo"
5850.30509,6,"Grizz est","Blue Cloud pony shed"
5861.833044,7,"Grizz est","Blue Cloud Middle Shed"
5921.003268,8,"Grizz est","Blue Cloud wash room"
6031.930317,9,"Grizz est","Green Mill est"
6123.930829,10,"Grizz est","Struthers round"
6124.898915,11,"Grizz est","McCauley est"
6133.008427,12,"Grizz est","Struthers back shed"
6153.837017,13,"Grizz est","Struthers main"
6204.972217,14,"Grizz est","Nixon est"
6252.384807,15,"Grizz est","Plumbumpy est"
6320.591664,16,"Grizz est","Red Wagon porch est"
6358.273376,17,"Grizz est","Speedwell est"
6396.907184,18,"Grizz est","Jays est"
7121.089275,19,"Grizz est","Urban Farm Girlz Sheep Shed"
7134.136497,20,"Grizz est","Urban Farm Girls Chicken coop"
7154.889076,21,"Grizz est","Urban Farm Girlz Red Barn"
7223.958438,22,"Grizz est","Dome House est"
7425.779049,23,"Grizz est","Martes est"
7502.035416,24,"Grizz est","Jims Green Barn est"
7507.429375,25,"Grizz est","Boyer"
8151.952872,26,"Grizz est","Mayas est"
8269.068721,27,"Grizz est","Quick est"
8552.232388,28,"Grizz est","Karens est"
8648.272258,29,"Grizz est","Cathys trailer est"
8653.598166,30,"Grizz est","Cathys est"
8680.242731,31,"Grizz est","Mary Anns est"
9043.332152,32,"Grizz est","CHR"
9088.972715,33,"Grizz est","Ericas"
9492.861087,34,"Grizz est","Make Believe"
9532.005891,35,"Grizz est","Make Believe Shed"
10865.29492,36,"Grizz est","Cargill est"
11171.98406,37,"Grizz est","James Ditch est"
12478.64552,38,"Grizz est","Hepp awning"
12698.415,39,"Grizz est","Cooks"
13486.7186,40,"Grizz est","Reinarz Garage est"
13524.21861,41,"Grizz est","Reinarz shed est"
13758.38676,42,"Grizz est","Alishas est"
13827.86742,43,"Grizz est","Sol y Sombra est"
1136.706631,1,"McCauley est","Starlight est"
1355.717281,2,"McCauley est","Jims Green Barn est"
1356.267398,3,"McCauley est","Blue Cloud main"
1367.15206,4,"McCauley est","Blue Cloud pony shed"
1383.613594,5,"McCauley est","Blue Cloud wash room"
1392.756566,6,"McCauley est","Blue Cloud Middle Shed"
1393.566216,7,"McCauley est","Blue Cloud Gazebo"
1593.4246,8,"McCauley est","Nixon est"
2098.640348,9,"McCauley est","Mayas est"
2254.426129,10,"McCauley est","Jays est"
2298.840161,11,"McCauley est","Green Mill est"
2592.037902,12,"McCauley est","Struthers back shed"
2592.894837,13,"McCauley est","Karens est"
2624.106317,14,"McCauley est","Struthers main"
2665.157382,15,"McCauley est","Struthers round"
3047.854589,16,"McCauley est","CHR"
3609.451461,17,"McCauley est","Ericas"
3681.811911,18,"McCauley est","Speedwell est"
4525.603868,19,"McCauley est","Red Wagon porch est"
4554.003987,20,"McCauley est","Make Believe"
4593.359968,21,"McCauley est","Make Believe Shed"
5227.320889,22,"McCauley est","James Ditch est"
5291.347835,23,"McCauley est","Brown Barn est"
5684.344971,24,"McCauley est","Plumbumpy est"
5785.507539,25,"McCauley est","Boyer"
5883.260673,26,"McCauley est","Mary Anns est"
6007.252054,27,"McCauley est","Cathys est"
6019.539077,28,"McCauley est","Cathys trailer est"
6124.898915,29,"McCauley est","Grizz est"
6173.497873,30,"McCauley est","Cargill est"
6218.074601,31,"McCauley est","Martes est"
6678.664738,32,"McCauley est","Quick est"
6681.052678,33,"McCauley est","Dome House est"
6755.369969,34,"McCauley est","Urban Farm Girlz Sheep Shed"
6795.257655,35,"McCauley est","Urban Farm Girlz Red Barn"
6831.016726,36,"McCauley est","Urban Farm Girls Chicken coop"
6954.70745,37,"McCauley est","Hepp awning"
7022.837808,38,"McCauley est","Cooks"
7275.84501,39,"McCauley est","Schaaps"
7606.759414,40,"McCauley est","Reinarz Garage est"
7643.20871,41,"McCauley est","Reinarz shed est"
7831.897862,42,"McCauley est","Alishas est"
8077.915163,43,"McCauley est","Sol y Sombra est"
768.9768268,1,"Sol y Sombra est","Reinarz shed est"
770.0542988,2,"Sol y Sombra est","Reinarz Garage est"
967.9706037,3,"Sol y Sombra est","Alishas est"
1132.213772,4,"Sol y Sombra est","Cooks"
1525.133721,5,"Sol y Sombra est","Hepp awning"
2902.671063,6,"Sol y Sombra est","James Ditch est"
3989.256496,7,"Sol y Sombra est","Cargill est"
4717.320298,8,"Sol y Sombra est","Ericas"
5012.824714,9,"Sol y Sombra est","CHR"
5468.059933,10,"Sol y Sombra est","Karens est"
5983.841304,11,"Sol y Sombra est","Mayas est"
6872.576969,12,"Sol y Sombra est","Jims Green Barn est"
8077.915163,13,"Sol y Sombra est","McCauley est"
8782.200062,14,"Sol y Sombra est","Make Believe"
8792.054605,15,"Sol y Sombra est","Make Believe Shed"
9042.990928,16,"Sol y Sombra est","Nixon est"
9073.411897,17,"Sol y Sombra est","Blue Cloud wash room"
9115.850369,18,"Sol y Sombra est","Blue Cloud pony shed"
9130.390141,19,"Sol y Sombra est","Blue Cloud Middle Shed"
9138.03965,20,"Sol y Sombra est","Blue Cloud main"
9151.680338,21,"Sol y Sombra est","Blue Cloud Gazebo"
9234.280888,22,"Sol y Sombra est","Starlight est"
9453.738509,23,"Sol y Sombra est","Jays est"
9747.610983,24,"Sol y Sombra est","Green Mill est"
9943.93692,25,"Sol y Sombra est","Struthers back shed"
9963.437346,26,"Sol y Sombra est","Struthers main"
10021.34186,27,"Sol y Sombra est","Struthers round"
10876.12541,28,"Sol y Sombra est","Speedwell est"
11792.63431,29,"Sol y Sombra est","Red Wagon porch est"
11846.77056,30,"Sol y Sombra est","Mary Anns est"
12041.43977,31,"Sol y Sombra est","Cathys est"
12064.78064,32,"Sol y Sombra est","Cathys trailer est"
12579.88142,33,"Sol y Sombra est","Boyer"
13105.97898,34,"Sol y Sombra est","Plumbumpy est"
13167.93431,35,"Sol y Sombra est","Martes est"
13240.01203,36,"Sol y Sombra est","Quick est"
13387.07109,37,"Sol y Sombra est","Brown Barn est"
13827.86742,38,"Sol y Sombra est","Grizz est"
13840.90913,39,"Sol y Sombra est","Dome House est"
13978.54564,40,"Sol y Sombra est","Urban Farm Girlz Sheep Shed"
14010.77174,41,"Sol y Sombra est","Urban Farm Girlz Red Barn"
14063.36546,42,"Sol y Sombra est","Urban Farm Girls Chicken coop"
15371.58816,43,"Sol y Sombra est","Schaaps"
910.7682269,1,"Jims Green Barn est","Mayas est"
1355.717281,2,"Jims Green Barn est","McCauley est"
1466.050435,3,"Jims Green Barn est","Karens est"
1832.254586,4,"Jims Green Barn est","CHR"
2194.076336,5,"Jims Green Barn est","Blue Cloud wash room"
2209.125513,6,"Jims Green Barn est","Nixon est"
2230.536015,7,"Jims Green Barn est","Blue Cloud pony shed"
2246.265623,8,"Jims Green Barn est","Blue Cloud Middle Shed"
2250.304983,9,"Jims Green Barn est","Blue Cloud main"
2265.922974,10,"Jims Green Barn est","Blue Cloud Gazebo"
2448.532105,11,"Jims Green Barn est","Starlight est"
2738.313069,12,"Jims Green Barn est","Jays est"
2768.491443,13,"Jims Green Barn est","Ericas"
2956.06427,14,"Jims Green Barn est","Green Mill est"
3201.380908,15,"Jims Green Barn est","Struthers back shed"
3225.333042,16,"Jims Green Barn est","Struthers main"
3278.975933,17,"Jims Green Barn est","Struthers round"
3967.210281,18,"Jims Green Barn est","Make Believe"
3970.29266,19,"Jims Green Barn est","James Ditch est"
4002.975228,20,"Jims Green Barn est","Make Believe Shed"
4249.399403,21,"Jims Green Barn est","Speedwell est"
5163.892382,22,"Jims Green Barn est","Red Wagon porch est"
5499.982847,23,"Jims Green Barn est","Cargill est"
5868.726624,24,"Jims Green Barn est","Cooks"
5872.820528,25,"Jims Green Barn est","Hepp awning"
6010.964925,26,"Jims Green Barn est","Mary Anns est"
6168.015566,27,"Jims Green Barn est","Cathys est"
6184.363378,28,"Jims Green Barn est","Cathys trailer est"
6240.922754,29,"Jims Green Barn est","Boyer"
6349.384905,30,"Jims Green Barn est","Reinarz Garage est"
6384.987891,31,"Jims Green Barn est","Reinarz shed est"
6429.690483,32,"Jims Green Barn est","Plumbumpy est"
6537.003567,33,"Jims Green Barn est","Brown Barn est"
6551.586109,34,"Jims Green Barn est","Alishas est"
6752.95873,35,"Jims Green Barn est","Martes est"
6872.576969,36,"Jims Green Barn est","Sol y Sombra est"
7067.071934,37,"Jims Green Barn est","Quick est"
7319.778778,38,"Jims Green Barn est","Dome House est"
7424.919949,39,"Jims Green Barn est","Urban Farm Girlz Sheep Shed"
7462.259695,40,"Jims Green Barn est","Urban Farm Girlz Red Barn"
7502.035416,41,"Jims Green Barn est","Grizz est"
7506.248187,42,"Jims Green Barn est","Urban Farm Girls Chicken coop"
8515.620903,43,"Jims Green Barn est","Schaaps"
12.45093083,1,"Cathys trailer est","Cathys est"
213.978866,2,"Cathys trailer est","Mary Anns est"
1307.384268,3,"Cathys trailer est","Boyer"
1310.192447,4,"Cathys trailer est","Quick est"
1788.460347,5,"Cathys trailer est","Martes est"
2330.394311,6,"Cathys trailer est","Red Wagon porch est"
2520.42203,7,"Cathys trailer est","Dome House est"
2618.16454,8,"Cathys trailer est","Speedwell est"
2715.210023,9,"Cathys trailer est","Urban Farm Girlz Sheep Shed"
2720.939974,10,"Cathys trailer est","Urban Farm Girlz Red Barn"
2732.032048,11,"Cathys trailer est","Plumbumpy est"
2785.040855,12,"Cathys trailer est","Urban Farm Girls Chicken coop"
3365.623023,13,"Cathys trailer est","Make Believe"
3379.875891,14,"Cathys trailer est","Make Believe Shed"
3480.985722,15,"Cathys trailer est","Struthers round"
3496.957687,16,"Cathys trailer est","Struthers main"
3528.27161,17,"Cathys trailer est","Struthers back shed"
3764.138137,18,"Cathys trailer est","Jays est"
3820.116967,19,"Cathys trailer est","Green Mill est"
4427.06145,20,"Cathys trailer est","Nixon est"
4681.781374,21,"Cathys trailer est","Blue Cloud wash room"
4715.612373,22,"Cathys trailer est","Blue Cloud Middle Shed"
4728.115403,23,"Cathys trailer est","Blue Cloud Gazebo"
4738.041051,24,"Cathys trailer est","Blue Cloud pony shed"
4764.859268,25,"Cathys trailer est","Blue Cloud main"
5599.583094,26,"Cathys trailer est","Starlight est"
5821.300602,27,"Cathys trailer est","Brown Barn est"
6019.539077,28,"Cathys trailer est","McCauley est"
6184.363378,29,"Cathys trailer est","Jims Green Barn est"
6902.15976,30,"Cathys trailer est","Schaaps"
7001.880333,31,"Cathys trailer est","Mayas est"
7513.467945,32,"Cathys trailer est","Karens est"
7688.002053,33,"Cathys trailer est","CHR"
8648.272258,34,"Cathys trailer est","Grizz est"
8909.822888,35,"Cathys trailer est","Ericas"
9295.555343,36,"Cathys trailer est","James Ditch est"
11328.65514,37,"Cathys trailer est","Cooks"
11350.21201,38,"Cathys trailer est","Reinarz Garage est"
11377.42479,39,"Cathys trailer est","Reinarz shed est"
11397.99391,40,"Cathys trailer est","Alishas est"
11522.14035,41,"Cathys trailer est","Hepp awning"
11657.02298,42,"Cathys trailer est","Cargill est"
12064.78064,43,"Cathys trailer est","Sol y Sombra est"
