"dist","near_rank","BarnName_1","BarnName_2"
5414.704137,23,"Urban Farm Girlz Red Barn","Blue Cloud wash room"
5425.344701,24,"Urban Farm Girlz Red Barn","Blue Cloud main"
5426.087032,25,"Urban Farm Girlz Red Barn","Blue Cloud pony shed"
5781.976718,26,"Urban Farm Girlz Red Barn","Make Believe"
5805.918087,27,"Urban Farm Girlz Red Barn","Make Believe Shed"
5951.875455,28,"Urban Farm Girlz Red Barn","Starlight est"
6795.257655,29,"Urban Farm Girlz Red Barn","McCauley est"
7154.889076,30,"Urban Farm Girlz Red Barn","Grizz est"
7462.259695,31,"Urban Farm Girlz Red Barn","Jims Green Barn est"
8377.162056,32,"Urban Farm Girlz Red Barn","Mayas est"
8929.496306,33,"Urban Farm Girlz Red Barn","Karens est"
9221.430103,34,"Urban Farm Girlz Red Barn","CHR"
10231.47892,35,"Urban Farm Girlz Red Barn","Ericas"
11122.77787,36,"Urban Farm Girlz Red Barn","James Ditch est"
12922.78747,37,"Urban Farm Girlz Red Barn","Cargill est"
13146.32277,38,"Urban Farm Girlz Red Barn","Cooks"
13246.9714,39,"Urban Farm Girlz Red Barn","Hepp awning"
13354.63271,40,"Urban Farm Girlz Red Barn","Reinarz Garage est"
13385.41544,41,"Urban Farm Girlz Red Barn","Reinarz shed est"
13456.40118,42,"Urban Farm Girlz Red Barn","Alishas est"
14010.77174,43,"Urban Farm Girlz Red Barn","Sol y Sombra est"
598.0563279,1,"Boyer","Martes est"
909.9309874,2,"Boyer","Quick est"
1307.384268,3,"Boyer","Cathys trailer est"
1321.64081,4,"Boyer","Cathys est"
1354.445201,5,"Boyer","Dome House est"
1405.996859,6,"Boyer","Red Wagon porch est"
1414.317561,7,"Boyer","Plumbumpy est"
1447.564134,8,"Boyer","Mary Anns est"
1535.559226,9,"Boyer","Urban Farm Girlz Sheep Shed"
1553.622187,10,"Boyer","Urban Farm Girlz Red Barn"
1616.582165,11,"Boyer","Urban Farm Girls Chicken coop"
2103.892922,12,"Boyer","Speedwell est"
3116.434557,13,"Boyer","Struthers round"
3150.777513,14,"Boyer","Struthers main"
3183.906215,15,"Boyer","Struthers back shed"
3477.104084,16,"Boyer","Green Mill est"
3559.266481,17,"Boyer","Jays est"
4199.10799,18,"Boyer","Nixon est"
4212.841149,19,"Boyer","Make Believe"
4236.162737,20,"Boyer","Make Believe Shed"
4386.85864,21,"Boyer","Blue Cloud wash room"
4398.19486,22,"Boyer","Blue Cloud Middle Shed"
4400.928463,23,"Boyer","Blue Cloud Gazebo"
4420.238605,24,"Boyer","Blue Cloud pony shed"
4432.865572,25,"Boyer","Blue Cloud main"
4601.983252,26,"Boyer","Brown Barn est"
5132.809823,27,"Boyer","Starlight est"
5585.679033,28,"Boyer","Schaaps"
5785.507539,29,"Boyer","McCauley est"
6240.922754,30,"Boyer","Jims Green Barn est"
7128.769935,31,"Boyer","Mayas est"
7507.429375,32,"Boyer","Grizz est"
7670.061205,33,"Boyer","Karens est"
7918.345849,34,"Boyer","CHR"
9023.210323,35,"Boyer","Ericas"
9722.906493,36,"Boyer","James Ditch est"
11754.28006,37,"Boyer","Cargill est"
11757.49343,38,"Boyer","Cooks"
11893.15234,39,"Boyer","Hepp awning"
11902.99117,40,"Boyer","Reinarz Garage est"
11932.70755,41,"Boyer","Reinarz shed est"
11988.04856,42,"Boyer","Alishas est"
12579.88142,43,"Boyer","Sol y Sombra est"
472.2447997,1,"CHR","Karens est"
933.8742003,2,"CHR","Mayas est"
1354.321728,3,"CHR","Ericas"
1832.254586,4,"CHR","Jims Green Barn est"
2143.236081,5,"CHR","James Ditch est"
3047.854589,6,"CHR","McCauley est"
3994.085499,7,"CHR","Cargill est"
3998.148258,8,"CHR","Cooks"
4014.436176,9,"CHR","Hepp awning"
4042.916177,10,"CHR","Blue Cloud wash room"
4043.444267,11,"CHR","Nixon est"
4079.653017,12,"CHR","Blue Cloud pony shed"
4095.447993,13,"CHR","Blue Cloud Middle Shed"
4098.901931,14,"CHR","Blue Cloud main"
4114.983601,15,"CHR","Blue Cloud Gazebo"
4201.340222,16,"CHR","Starlight est"
4522.361866,17,"CHR","Reinarz Garage est"
4525.471845,18,"CHR","Jays est"
4558.769662,19,"CHR","Reinarz shed est"
4749.896042,20,"CHR","Alishas est"
4777.40736,21,"CHR","Green Mill est"
4912.593342,22,"CHR","Make Believe"
4939.785049,23,"CHR","Make Believe Shed"
5004.588626,24,"CHR","Struthers back shed"
5012.824714,25,"CHR","Sol y Sombra est"
5026.901367,26,"CHR","Struthers main"
5082.708126,27,"CHR","Struthers round"
6015.097136,28,"CHR","Speedwell est"
6937.504321,29,"CHR","Red Wagon porch est"
7493.669043,30,"CHR","Mary Anns est"
7669.293552,31,"CHR","Cathys est"
7688.002053,32,"CHR","Cathys trailer est"
7918.345849,33,"CHR","Boyer"
8226.205846,34,"CHR","Plumbumpy est"
8343.879738,35,"CHR","Brown Barn est"
8462.904111,36,"CHR","Martes est"
8694.328548,37,"CHR","Quick est"
9043.332152,38,"CHR","Grizz est"
9069.221045,39,"CHR","Dome House est"
9185.52607,40,"CHR","Urban Farm Girlz Sheep Shed"
9221.430103,41,"CHR","Urban Farm Girlz Red Barn"
9268.325417,42,"CHR","Urban Farm Girls Chicken coop"
10327.46931,43,"CHR","Schaaps"
472.2447997,1,"Karens est","CHR"
542.253977,2,"Karens est","Mayas est"
1390.142869,3,"Karens est","Ericas"
1466.050435,4,"Karens est","Jims Green Barn est"
2592.894837,5,"Karens est","McCauley est"
2629.104175,6,"Karens est","James Ditch est"
3661.800532,7,"Karens est","Blue Cloud wash room"
3689.768224,8,"Karens est","Nixon est"
3691.650043,9,"Karens est","Blue Cloud pony shed"
3706.930068,10,"Karens est","Blue Cloud main"
3708.902809,11,"Karens est","Blue Cloud Middle Shed"
3726.155519,12,"Karens est","Blue Cloud Gazebo"
3749.211359,13,"Karens est","Starlight est"
4131.537425,14,"Karens est","Cargill est"
4210.393452,15,"Karens est","Jays est"
4403.559271,16,"Karens est","Hepp awning"
4427.496664,17,"Karens est","Cooks"
4436.810386,18,"Karens est","Green Mill est"
4679.056156,19,"Karens est","Struthers back shed"
4702.614612,20,"Karens est","Struthers main"
4756.860343,21,"Karens est","Struthers round"
4897.580448,22,"Karens est","Make Believe"
4927.528666,23,"Karens est","Make Believe Shed"
5000.971703,24,"Karens est","Reinarz Garage est"
5037.663837,25,"Karens est","Reinarz shed est"
5236.978782,26,"Karens est","Alishas est"
5468.059933,27,"Karens est","Sol y Sombra est"
5716.249019,28,"Karens est","Speedwell est"
6634.506817,29,"Karens est","Red Wagon porch est"
7326.512234,30,"Karens est","Mary Anns est"
7495.612267,31,"Karens est","Cathys est"
7513.467945,32,"Karens est","Cathys trailer est"
7670.061205,33,"Karens est","Boyer"
7901.017708,34,"Karens est","Brown Barn est"
7907.5806,35,"Karens est","Plumbumpy est"
8198.82252,36,"Karens est","Martes est"
8470.731987,37,"Karens est","Quick est"
8552.232388,38,"Karens est","Grizz est"
8783.389425,39,"Karens est","Dome House est"
8892.586888,40,"Karens est","Urban Farm Girlz Sheep Shed"
8929.496306,41,"Karens est","Urban Farm Girlz Red Barn"
8974.418072,42,"Karens est","Urban Farm Girls Chicken coop"
9885.553335,43,"Karens est","Schaaps"
542.253977,1,"Mayas est","Karens est"
910.7682269,2,"Mayas est","Jims Green Barn est"
933.8742003,3,"Mayas est","CHR"
1895.696309,4,"Mayas est","Ericas"
2098.640348,5,"Mayas est","McCauley est"
3108.789025,6,"Mayas est","James Ditch est"
3111.68969,7,"Mayas est","Blue Cloud wash room"
3134.903001,8,"Mayas est","Nixon est"
3143.670975,9,"Mayas est","Blue Cloud pony shed"
3160.370672,10,"Mayas est","Blue Cloud main"
3160.454104,11,"Mayas est","Blue Cloud Middle Shed"
3178.481318,12,"Mayas est","Blue Cloud Gazebo"
3249.370723,13,"Mayas est","Starlight est"
3656.333834,14,"Mayas est","Jays est"
3881.441823,15,"Mayas est","Green Mill est"
4123.973844,16,"Mayas est","Struthers back shed"
4147.600318,17,"Mayas est","Struthers main"
4201.748132,18,"Mayas est","Struthers round"
4502.170914,19,"Mayas est","Make Believe"
4534.198002,20,"Mayas est","Make Believe Shed"
4642.979603,21,"Mayas est","Cargill est"
4950.847558,22,"Mayas est","Hepp awning"
4960.277792,23,"Mayas est","Cooks"
5163.692786,24,"Mayas est","Speedwell est"
5490.276151,25,"Mayas est","Reinarz Garage est"
5526.520038,26,"Mayas est","Reinarz shed est"
5711.217384,27,"Mayas est","Alishas est"
5983.841304,28,"Mayas est","Sol y Sombra est"
6081.081063,29,"Mayas est","Red Wagon porch est"
6818.882867,30,"Mayas est","Mary Anns est"
6984.468797,31,"Mayas est","Cathys est"
7001.880333,32,"Mayas est","Cathys trailer est"
7128.769935,33,"Mayas est","Boyer"
7352.541132,34,"Mayas est","Plumbumpy est"
7389.355703,35,"Mayas est","Brown Barn est"
7652.947606,36,"Mayas est","Martes est"
7937.177626,37,"Mayas est","Quick est"
8151.952872,38,"Mayas est","Grizz est"
8232.085355,39,"Mayas est","Dome House est"
8340.106515,40,"Mayas est","Urban Farm Girlz Sheep Shed"
8377.162056,41,"Mayas est","Urban Farm Girlz Red Barn"
8421.781153,42,"Mayas est","Urban Farm Girls Chicken coop"
9372.899471,43,"Mayas est","Schaaps"
183.2160072,1,"Dome House est","Urban Farm Girlz Sheep Shed"
188.8267807,2,"Dome House est","Urban Farm Girlz Red Barn"
253.1859538,3,"Dome House est","Urban Farm Girls Chicken coop"
754.3921767,4,"Dome House est","Martes est"
1104.534871,5,"Dome House est","Plumbumpy est"
1354.445201,6,"Dome House est","Boyer"
1362.448912,7,"Dome House est","Quick est"
2164.182449,8,"Dome House est","Red Wagon porch est"
2520.42203,9,"Dome House est","Cathys trailer est"
2538.343822,10,"Dome House est","Cathys est"
2706.870892,11,"Dome House est","Mary Anns est"
3067.485267,12,"Dome House est","Speedwell est"
4061.220749,13,"Dome House est","Struthers round"
4105.80886,14,"Dome House est","Struthers main"
4137.288335,15,"Dome House est","Struthers back shed"
4231.506187,16,"Dome House est","Brown Barn est"
4405.245315,17,"Dome House est","Green Mill est"
4577.827249,18,"Dome House est","Jays est"
4748.689964,19,"Dome House est","Schaaps"
5164.517295,20,"Dome House est","Nixon est"
5283.160703,21,"Dome House est","Blue Cloud Gazebo"
5288.067559,22,"Dome House est","Blue Cloud Middle Shed"
5294.307626,23,"Dome House est","Blue Cloud wash room"
5308.64335,24,"Dome House est","Blue Cloud pony shed"
5309.66736,25,"Dome House est","Blue Cloud main"
5584.703476,26,"Dome House est","Make Believe"
5608.397375,27,"Dome House est","Make Believe Shed"
5861.018122,28,"Dome House est","Starlight est"
6681.052678,29,"Dome House est","McCauley est"
7223.958438,30,"Dome House est","Grizz est"
7319.778778,31,"Dome House est","Jims Green Barn est"
8232.085355,32,"Dome House est","Mayas est"
8783.389425,33,"Dome House est","Karens est"
9069.221045,34,"Dome House est","CHR"
10093.56871,35,"Dome House est","Ericas"
10957.13915,36,"Dome House est","James Ditch est"
12792.2481,37,"Dome House est","Cargill est"
12982.92152,38,"Dome House est","Cooks"
13088.93814,39,"Dome House est","Hepp awning"
13181.28524,40,"Dome House est","Reinarz Garage est"
13211.89713,41,"Dome House est","Reinarz shed est"
13280.28412,42,"Dome House est","Alishas est"
13840.90913,43,"Dome House est","Sol y Sombra est"
598.0563279,1,"Martes est","Boyer"
754.3921767,2,"Martes est","Dome House est"
843.7896312,3,"Martes est","Quick est"
942.164708,4,"Martes est","Urban Farm Girlz Sheep Shed"
956.158553,5,"Martes est","Urban Farm Girlz Red Barn"
1020.086822,6,"Martes est","Urban Farm Girls Chicken coop"
1165.857169,7,"Martes est","Plumbumpy est"
1711.081872,8,"Martes est","Red Wagon porch est"
1788.460347,9,"Martes est","Cathys trailer est"
1805.528327,10,"Martes est","Cathys est"
1963.432945,11,"Martes est","Mary Anns est"
2538.549595,12,"Martes est","Speedwell est"
3555.724472,13,"Martes est","Struthers round"
3595.080553,14,"Martes est","Struthers main"
3627.755946,15,"Martes est","Struthers back shed"
3912.050933,16,"Martes est","Green Mill est"
4035.492836,17,"Martes est","Jays est"
4462.0487,18,"Martes est","Brown Barn est"
4655.442327,19,"Martes est","Nixon est"
4818.568768,20,"Martes est","Blue Cloud wash room"
4821.527196,21,"Martes est","Blue Cloud Gazebo"
4822.171759,22,"Martes est","Blue Cloud Middle Shed"
4828.138032,23,"Martes est","Make Believe"
4843.689636,24,"Martes est","Blue Cloud pony shed"
4851.185476,25,"Martes est","Make Believe Shed"
4851.236295,26,"Martes est","Blue Cloud main"
5245.804396,27,"Martes est","Schaaps"
5489.159886,28,"Martes est","Starlight est"
6218.074601,29,"Martes est","McCauley est"
6752.95873,30,"Martes est","Jims Green Barn est"
7425.779049,31,"Martes est","Grizz est"
7652.947606,32,"Martes est","Mayas est"
8198.82252,33,"Martes est","Karens est"
8462.904111,34,"Martes est","CHR"
9535.672506,35,"Martes est","Ericas"
10300.5454,36,"Martes est","James Ditch est"
12255.53493,37,"Martes est","Cargill est"
12332.58471,38,"Martes est","Cooks"
12457.24158,39,"Martes est","Hepp awning"
12496.85,40,"Martes est","Reinarz Garage est"
12526.87419,41,"Martes est","Reinarz shed est"
12586.55457,42,"Martes est","Alishas est"
13167.93431,43,"Martes est","Sol y Sombra est"
1104.534871,1,"Plumbumpy est","Dome House est"
1109.676339,2,"Plumbumpy est","Urban Farm Girlz Sheep Shed"
1151.306602,3,"Plumbumpy est","Urban Farm Girlz Red Barn"
1165.857169,4,"Plumbumpy est","Martes est"
1172.46794,5,"Plumbumpy est","Urban Farm Girls Chicken coop"
1312.013059,6,"Plumbumpy est","Red Wagon porch est"
1414.317561,7,"Plumbumpy est","Boyer"
2015.835502,8,"Plumbumpy est","Quick est"
2225.353422,9,"Plumbumpy est","Speedwell est"
2732.032048,10,"Plumbumpy est","Cathys trailer est"
2745.38158,11,"Plumbumpy est","Cathys est"
2855.369504,12,"Plumbumpy est","Mary Anns est"
3146.352001,13,"Plumbumpy est","Struthers round"
3195.317127,14,"Plumbumpy est","Struthers main"
3223.45915,15,"Plumbumpy est","Struthers back shed"
3282.73295,16,"Plumbumpy est","Brown Barn est"
3467.682599,17,"Plumbumpy est","Green Mill est"
3693.10852,18,"Plumbumpy est","Jays est"
4158.187452,19,"Plumbumpy est","Schaaps"
4229.89867,20,"Plumbumpy est","Nixon est"
4298.903596,21,"Plumbumpy est","Blue Cloud Gazebo"
4307.733004,22,"Plumbumpy est","Blue Cloud Middle Shed"
4322.122415,23,"Plumbumpy est","Blue Cloud main"
4322.250592,24,"Plumbumpy est","Blue Cloud wash room"
4327.151894,25,"Plumbumpy est","Blue Cloud pony shed"
4803.781124,26,"Plumbumpy est","Starlight est"
5249.655973,27,"Plumbumpy est","Make Believe"
5278.998976,28,"Plumbumpy est","Make Believe Shed"
5684.344971,29,"Plumbumpy est","McCauley est"
6252.384807,30,"Plumbumpy est","Grizz est"
6429.690483,31,"Plumbumpy est","Jims Green Barn est"
7352.541132,32,"Plumbumpy est","Mayas est"
7907.5806,33,"Plumbumpy est","Karens est"
8226.205846,34,"Plumbumpy est","CHR"
9177.255137,35,"Plumbumpy est","Ericas"
10196.20196,36,"Plumbumpy est","James Ditch est"
11843.51027,37,"Plumbumpy est","Cargill est"
12201.81193,38,"Plumbumpy est","Cooks"
12272.40375,39,"Plumbumpy est","Hepp awning"
12476.1503,40,"Plumbumpy est","Reinarz Garage est"
12508.16325,41,"Plumbumpy est","Reinarz shed est"
12599.41288,42,"Plumbumpy est","Alishas est"
13105.97898,43,"Plumbumpy est","Sol y Sombra est"
918.9994827,1,"Speedwell est","Red Wagon porch est"
1013.604361,2,"Speedwell est","Struthers round"
1052.137445,3,"Speedwell est","Struthers main"
1084.868369,4,"Speedwell est","Struthers back shed"
1372.272488,5,"Speedwell est","Green Mill est"
1507.159313,6,"Speedwell est","Jays est"
2103.892922,7,"Speedwell est","Boyer"
2112.75944,8,"Speedwell est","Nixon est"
2225.353422,9,"Speedwell est","Plumbumpy est"
2281.62597,10,"Speedwell est","Blue Cloud wash room"
2290.354762,11,"Speedwell est","Blue Cloud Middle Shed"
2292.39805,12,"Speedwell est","Blue Cloud Gazebo"
2312.29072,13,"Speedwell est","Blue Cloud pony shed"
2324.039286,14,"Speedwell est","Blue Cloud main"
2538.549595,15,"Speedwell est","Martes est"
2560.057398,16,"Speedwell est","Mary Anns est"
2613.652419,17,"Speedwell est","Cathys est"
2618.16454,18,"Speedwell est","Cathys trailer est"
3012.732809,19,"Speedwell est","Quick est"
3048.770223,20,"Speedwell est","Starlight est"
3067.485267,21,"Speedwell est","Dome House est"
3172.886591,22,"Speedwell est","Urban Farm Girlz Sheep Shed"
3210.005678,23,"Speedwell est","Urban Farm Girlz Red Barn"
3254.597171,24,"Speedwell est","Urban Farm Girls Chicken coop"
3455.712605,25,"Speedwell est","Make Believe"
3491.628871,26,"Speedwell est","Make Believe Shed"
3681.811911,27,"Speedwell est","McCauley est"
3873.11753,28,"Speedwell est","Brown Barn est"
4249.399403,29,"Speedwell est","Jims Green Barn est"
5163.692786,30,"Speedwell est","Mayas est"
5484.753839,31,"Speedwell est","Schaaps"
5716.249019,32,"Speedwell est","Karens est"
6015.097136,33,"Speedwell est","CHR"
6358.273376,34,"Speedwell est","Grizz est"
7022.996154,35,"Speedwell est","Ericas"
7966.221331,36,"Speedwell est","James Ditch est"
9727.873731,37,"Speedwell est","Cargill est"
9974.089273,38,"Speedwell est","Cooks"
10053.07104,39,"Speedwell est","Hepp awning"
10249.6337,40,"Speedwell est","Reinarz Garage est"
10281.86837,41,"Speedwell est","Reinarz shed est"
10377.88887,42,"Speedwell est","Alishas est"
10876.12541,43,"Speedwell est","Sol y Sombra est"
376.7434962,1,"Jays est","Green Mill est"
480.3136516,2,"Jays est","Struthers back shed"
499.3814932,3,"Jays est","Struthers main"
557.3733658,4,"Jays est","Struthers round"
652.377305,5,"Jays est","Nixon est"
914.42837,6,"Jays est","Blue Cloud wash room"
959.5430682,7,"Jays est","Blue Cloud Middle Shed"
977.958485,8,"Jays est","Blue Cloud Gazebo"
981.275939,9,"Jays est","Blue Cloud pony shed"
1016.758014,10,"Jays est","Blue Cloud main"
1507.159313,11,"Jays est","Speedwell est"
1931.655531,12,"Jays est","Starlight est"
2254.426129,13,"Jays est","McCauley est"
2418.784012,14,"Jays est","Red Wagon porch est"
2738.313069,15,"Jays est","Jims Green Barn est"
3104.670145,16,"Jays est","Make Believe"
3143.86546,17,"Jays est","Make Believe Shed"
3559.266481,18,"Jays est","Boyer"
3638.049199,19,"Jays est","Mary Anns est"
3656.333834,20,"Jays est","Mayas est"
3693.10852,21,"Jays est","Plumbumpy est"
3752.774519,22,"Jays est","Cathys est"
3764.138137,23,"Jays est","Cathys trailer est"
4035.492836,24,"Jays est","Martes est"
4210.393452,25,"Jays est","Karens est"
4432.380564,26,"Jays est","Quick est"
4485.817029,27,"Jays est","Brown Barn est"
4525.471845,28,"Jays est","CHR"
4577.827249,29,"Jays est","Dome House est"
4680.237414,30,"Jays est","Urban Farm Girlz Sheep Shed"
4717.748442,31,"Jays est","Urban Farm Girlz Red Barn"
4761.456868,32,"Jays est","Urban Farm Girls Chicken coop"
5509.537768,33,"Jays est","Ericas"
6345.601529,34,"Jays est","Schaaps"
6396.907184,35,"Jays est","Grizz est"
6532.860455,36,"Jays est","James Ditch est"
8216.261825,37,"Jays est","Cargill est"
8518.517871,38,"Jays est","Cooks"
8574.417996,39,"Jays est","Hepp awning"
8855.531142,40,"Jays est","Reinarz Garage est"
8888.90186,41,"Jays est","Reinarz shed est"
9006.032342,42,"Jays est","Alishas est"
9453.738509,43,"Jays est","Sol y Sombra est"
285.6095759,1,"Green Mill est","Struthers back shed"
319.575851,2,"Green Mill est","Struthers main"
356.2478644,3,"Green Mill est","Struthers round"
376.7434962,4,"Green Mill est","Jays est"
750.4600389,5,"Green Mill est","Nixon est"
899.1529676,6,"Green Mill est","Blue Cloud wash room"
912.2562113,7,"Green Mill est","Blue Cloud Middle Shed"
917.4242491,8,"Green Mill est","Blue Cloud Gazebo"
934.5151659,9,"Green Mill est","Blue Cloud pony shed"
951.230431,10,"Green Mill est","Blue Cloud main"
1372.272488,11,"Green Mill est","Speedwell est"
1775.499849,12,"Green Mill est","Starlight est"
2238.276421,13,"Green Mill est","Red Wagon porch est"
2298.840161,14,"Green Mill est","McCauley est"
2956.06427,15,"Green Mill est","Jims Green Barn est"
3456.574291,16,"Green Mill est","Make Believe"
3467.682599,17,"Green Mill est","Plumbumpy est"
3477.104084,18,"Green Mill est","Boyer"
3495.789748,19,"Green Mill est","Make Believe Shed"
3713.970485,20,"Green Mill est","Mary Anns est"
3810.865348,21,"Green Mill est","Cathys est"
3820.116967,22,"Green Mill est","Cathys trailer est"
3881.441823,23,"Green Mill est","Mayas est"
3912.050933,24,"Green Mill est","Martes est"
4101.644147,25,"Green Mill est","Brown Barn est"
4376.193432,26,"Green Mill est","Quick est"
4405.245315,27,"Green Mill est","Dome House est"
4436.810386,28,"Green Mill est","Karens est"
4494.093688,29,"Green Mill est","Urban Farm Girlz Sheep Shed"
4532.830932,30,"Green Mill est","Urban Farm Girlz Red Barn"
4573.061333,31,"Green Mill est","Urban Farm Girls Chicken coop"
4777.40736,32,"Green Mill est","CHR"
5697.405075,33,"Green Mill est","Ericas"
5969.940824,34,"Green Mill est","Schaaps"
6031.930317,35,"Green Mill est","Grizz est"
6824.990735,36,"Green Mill est","James Ditch est"
8377.740934,37,"Green Mill est","Cargill est"
8793.220725,38,"Green Mill est","Cooks"
8829.932085,39,"Green Mill est","Hepp awning"
9163.555455,40,"Green Mill est","Reinarz Garage est"
9197.376396,41,"Green Mill est","Reinarz shed est"
9322.879116,42,"Green Mill est","Alishas est"
9747.610983,43,"Green Mill est","Sol y Sombra est"
925.0130217,1,"Starlight est","Blue Cloud main"
970.8696427,2,"Starlight est","Blue Cloud Gazebo"
971.5671863,3,"Starlight est","Blue Cloud pony shed"
996.6728216,4,"Starlight est","Blue Cloud Middle Shed"
1040.971462,5,"Starlight est","Blue Cloud wash room"
1136.706631,6,"Starlight est","McCauley est"
1382.268199,7,"Starlight est","Nixon est"
1775.499849,8,"Starlight est","Green Mill est"
1931.655531,9,"Starlight est","Jays est"
2058.423622,10,"Starlight est","Struthers back shed"
2093.826763,11,"Starlight est","Struthers main"
2114.250417,12,"Starlight est","Struthers round"
2448.532105,13,"Starlight est","Jims Green Barn est"
3048.770223,14,"Starlight est","Speedwell est"
3249.370723,15,"Starlight est","Mayas est"
3749.211359,16,"Starlight est","Karens est"
3773.594023,17,"Starlight est","Red Wagon porch est"
4131.498019,18,"Starlight est","Brown Barn est"
4201.340222,19,"Starlight est","CHR"
4725.933757,20,"Starlight est","Ericas"
4803.781124,21,"Starlight est","Plumbumpy est"
4840.754384,22,"Starlight est","Make Believe"
4880.581633,23,"Starlight est","Make Believe Shed"
5119.532201,24,"Starlight est","Grizz est"
5132.809823,25,"Starlight est","Boyer"
5489.159886,26,"Starlight est","Martes est"
5499.704838,27,"Starlight est","Mary Anns est"
5591.154366,28,"Starlight est","Cathys est"
5599.583094,29,"Starlight est","Cathys trailer est"
5861.018122,30,"Starlight est","Dome House est"
5910.808594,31,"Starlight est","Urban Farm Girlz Sheep Shed"
5951.875455,32,"Starlight est","Urban Farm Girlz Red Barn"
5980.676768,33,"Starlight est","Urban Farm Girls Chicken coop"
6054.153996,34,"Starlight est","Quick est"
6115.771802,35,"Starlight est","Schaaps"
6379.834033,36,"Starlight est","James Ditch est"
7203.921675,37,"Starlight est","Cargill est"
8099.818982,38,"Starlight est","Hepp awning"
8176.916513,39,"Starlight est","Cooks"
8760.51884,40,"Starlight est","Reinarz Garage est"
8796.87773,41,"Starlight est","Reinarz shed est"
8982.063967,42,"Starlight est","Alishas est"
9234.280888,43,"Starlight est","Sol y Sombra est"
12.45093083,1,"Cathys est","Cathys trailer est"
185.3781345,2,"Cathys est","Mary Anns est"
1321.64081,3,"Cathys est","Boyer"
1329.5795,4,"Cathys est","Quick est"
1805.528327,5,"Cathys est","Martes est"
2334.117655,6,"Cathys est","Red Wagon porch est"
2538.343822,7,"Cathys est","Dome House est"
2613.652419,8,"Cathys est","Speedwell est"
2733.095014,9,"Cathys est","Urban Farm Girlz Sheep Shed"
2738.939865,10,"Cathys est","Urban Farm Girlz Red Barn"
2745.38158,11,"Cathys est","Plumbumpy est"
2803.055639,12,"Cathys est","Urban Farm Girls Chicken coop"
3337.471654,13,"Cathys est","Make Believe"
3351.501,14,"Cathys est","Make Believe Shed"
3472.461076,15,"Cathys est","Struthers round"
3488.116073,16,"Cathys est","Struthers main"
3519.36266,17,"Cathys est","Struthers back shed"
3752.774519,18,"Cathys est","Jays est"
3810.865348,19,"Cathys est","Green Mill est"
4415.49507,20,"Cathys est","Nixon est"
4671.073588,21,"Cathys est","Blue Cloud wash room"
4705.235243,22,"Cathys est","Blue Cloud Middle Shed"
4717.884404,23,"Cathys est","Blue Cloud Gazebo"
4727.655764,24,"Cathys est","Blue Cloud pony shed"
4754.681144,25,"Cathys est","Blue Cloud main"
5591.154366,26,"Cathys est","Starlight est"
5829.700522,27,"Cathys est","Brown Barn est"
6007.252054,28,"Cathys est","McCauley est"
6168.015566,29,"Cathys est","Jims Green Barn est"
6915.132474,30,"Cathys est","Schaaps"
6984.468797,31,"Cathys est","Mayas est"
7495.612267,32,"Cathys est","Karens est"
7669.293552,33,"Cathys est","CHR"
8653.598166,34,"Cathys est","Grizz est"
8892.265055,35,"Cathys est","Ericas"
9274.6531,36,"Cathys est","James Ditch est"
11307.353,37,"Cathys est","Cooks"
11326.12457,38,"Cathys est","Reinarz Garage est"
11353.27955,39,"Cathys est","Reinarz shed est"
11373.09327,40,"Cathys est","Alishas est"
11501.69892,41,"Cathys est","Hepp awning"
11639.39045,42,"Cathys est","Cargill est"
12041.43977,43,"Cathys est","Sol y Sombra est"
185.3781345,1,"Mary Anns est","Cathys est"
213.978866,2,"Mary Anns est","Cathys trailer est"
1447.564134,3,"Mary Anns est","Boyer"
1526.871795,4,"Mary Anns est","Quick est"
1963.432945,5,"Mary Anns est","Martes est"
2353.635546,6,"Mary Anns est","Red Wagon porch est"
2560.057398,7,"Mary Anns est","Speedwell est"
2706.870892,8,"Mary Anns est","Dome House est"
2855.369504,9,"Mary Anns est","Plumbumpy est"
2900.906662,10,"Mary Anns est","Urban Farm Girlz Sheep Shed"
2908.435718,11,"Mary Anns est","Urban Farm Girlz Red Barn"
2972.721323,12,"Mary Anns est","Urban Farm Girls Chicken coop"
3139.663173,13,"Mary Anns est","Make Believe"
3153.762085,14,"Mary Anns est","Make Believe Shed"
3382.233613,15,"Mary Anns est","Struthers round"
3395.167737,16,"Mary Anns est","Struthers main"
3425.791319,17,"Mary Anns est","Struthers back shed"
3638.049199,18,"Mary Anns est","Jays est"
3713.970485,19,"Mary Anns est","Green Mill est"
4298.424879,20,"Mary Anns est","Nixon est"
4561.010246,21,"Mary Anns est","Blue Cloud wash room"
4597.928418,22,"Mary Anns est","Blue Cloud Middle Shed"
4611.799012,23,"Mary Anns est","Blue Cloud Gazebo"
4620.263101,24,"Mary Anns est","Blue Cloud pony shed"
4649.013242,25,"Mary Anns est","Blue Cloud main"
5499.704838,26,"Mary Anns est","Starlight est"
5883.260673,27,"Mary Anns est","McCauley est"
5885.082415,28,"Mary Anns est","Brown Barn est"
6010.964925,29,"Mary Anns est","Jims Green Barn est"
6818.882867,30,"Mary Anns est","Mayas est"
7017.188766,31,"Mary Anns est","Schaaps"
7326.512234,32,"Mary Anns est","Karens est"
7493.669043,33,"Mary Anns est","CHR"
8680.242731,34,"Mary Anns est","Grizz est"
