"Year","Band","Site","Sex","Type","FamilyID","Tissue","Seq.ID","Nest","Brood","clutch_id","New2023","Notes"
2021,"2811-83046","Schaaps","","kid","Schaaps-80","blood","CO-83046",80,"2","Schaaps_80_2","No",""
2021,"2850-57538","Schaaps","M","dad","Schaaps-80","blood","CO-57538",NA,NA,NA,"No",""
2021,"2850-57556","Schaaps","F","mom","Schaaps-80","blood","CO-57556",NA,NA,NA,"No",""
2021,"E38","Schaaps","","egg","Schaaps-80","egg","CO-E38",80,"collected","Schaaps-80_collected","No",""
2021,"E39","Schaaps","","egg","Schaaps-80","egg","CO-E39",80,"collected","Schaaps-80_collected","No",""
2021,"E40","Schaaps","","egg","Schaaps-80","egg","CO-E40",80,"collected","Schaaps-80_collected","No",""
2021,"E41","Schaaps","","egg","Schaaps-80","egg","CO-E41",80,"collected","Schaaps-80_collected","No",""
2021,"E42","Schaaps","","egg","Schaaps-80","egg","CO-E42",80,"collected","Schaaps-80_collected","No",""
2021,"2811-83026","Schaaps","","kid","Schaaps-98","blood","CO-83026",36,"1","Schaaps_36_1","Yes",""
2021,"2811-83027","Schaaps","","kid","Schaaps-98","blood","CO-83027",36,"1","Schaaps_36_1","Yes",""
2021,"2811-83028","Schaaps","","kid","Schaaps-98","blood","CO-83028",36,"1","Schaaps_36_1","Yes",""
2021,"2811-39029","Schaaps","","kid","Schaaps-98","blood","CO-39029",98,"2","Schaaps_98_2","Yes",""
2021,"2811-39030","Schaaps","","kid","Schaaps-98","blood","CO-39030",98,"2","Schaaps_98_2","Yes",""
2021,"2850-57546","Schaaps","","dad","Schaaps-98","blood","CO-57546",NA,"","","Yes",""
2021,"2850-57559","Schaaps","","mom","Schaaps-98","blood","CO-57559",NA,"","","Yes",""
2021,"2811-83037","Struthers","","kid","Struthers-20","blood","CO-83037",10,"2","Struthers_10_2","No",""
2021,"2811-83038","Struthers","","kid","Struthers-20","blood","CO-83038",10,"2","Struthers_10_2","No",""
2021,"2811-83039","Struthers","","kid","Struthers-20","blood","CO-83039",10,"2","Struthers_10_2","No",""
2021,"2811-83040","Struthers","","kid","Struthers-20","blood","CO-83040",10,"2","Struthers_10_2","No",""
2021,"2811-83210","Struthers","","kid","Struthers-20","blood","CO-83210",20,"1","Struthers_20_1","No",""
2021,"2811-83211","Struthers","","kid","Struthers-20","blood","CO-83211",20,"1","Struthers_20_1","No",""
2021,"2811-83212","Struthers","","kid","Struthers-20","blood","CO-83212",20,"1","Struthers_20_1","No",""
2021,"2811-83213","Struthers","","kid","Struthers-20","blood","CO-83213",20,"1","Struthers_20_1","No",""
2021,"2850-57551","Struthers","F","mom","Struthers-20","blood","CO-57551",NA,NA,NA,"No",""
2021,"2850-57552","Struthers","M","dad","Struthers-20","blood","CO-57552",NA,NA,NA,"No",""
2021,"E43","Struthers","","egg","Struthers-20","egg","CO-E43",20,"collected","Struthers-20_collected","No",""
2021,"E44","Struthers","","egg","Struthers-20","egg","CO-E44",20,"collected","Struthers-20_collected","No",""
2021,"E45","Struthers","","egg","Struthers-20","egg","CO-E45",20,"collected","Struthers-20_collected","No",""
2021,"E46","Struthers","","egg","Struthers-20","egg","CO-E46",20,"collected","Struthers-20_collected","No",""
2021,"E47","Struthers","","egg","Struthers-20","egg","CO-E47",20,"collected","Struthers-20_collected","No",""
2021,"2811-83013","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-83013",2.2,"2","Urban Farm Girlz_2.2_2","Yes",""
2021,"2811-83014","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-83014",2.2,"2","Urban Farm Girlz_2.2_2","Yes",""
2021,"2811-83015","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-83015",2.2,"2","Urban Farm Girlz_2.2_2","Yes",""
2021,"2811-83016","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-83016",2.2,"2","Urban Farm Girlz_2.2_2","Yes",""
2021,"2811-83017","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-83017",2.2,"2","Urban Farm Girlz_2.2_2","Yes",""
2021,"2811-39042","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-39042",5,"1","Urban Farm Girlz_5_1","Yes",""
2021,"2811-39043","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-39043",5,"1","Urban Farm Girlz_5_1","Yes",""
2021,"2811-39044","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-39044",5,"1","Urban Farm Girlz_5_1","Yes",""
2021,"2811-39050","Urban Farm Girlz","","kid","UrbanFarm-02","blood","CO-39050",5,"1","Urban Farm Girlz_5_1","Yes",""
2021,"2850-57608","Urban Farm Girlz","F","mom","UrbanFarm-02","blood","CO-57608",NA,NA,NA,"No",""
2021,"2850-57615","Urban Farm Girlz","M","dad","UrbanFarm-02","blood","CO-57615",NA,NA,NA,"No",""
2021,"E01","Urban Farm Girlz","","egg","UrbanFarm-02","egg","CO-E01",2,"collected","UrbanFarm-02_collected","No",""
2021,"E02","Urban Farm Girlz","","egg","UrbanFarm-02","egg","CO-E02",2,"collected","UrbanFarm-02_collected","No",""
2021,"E03","Urban Farm Girlz","","egg","UrbanFarm-02","egg","CO-E03",2,"collected","UrbanFarm-02_collected","No",""
2021,"E04","Urban Farm Girlz","","egg","UrbanFarm-02","egg","CO-E04",2,"collected","UrbanFarm-02_collected","No",""
2021,"2811-39184","Urban Farm Girlz","","kid","UrbanFarm-04","blood","CO-39184",4,"1","Urban Farm Girlz_4_1","Yes",""
2021,"2811-39185","Urban Farm Girlz","","kid","UrbanFarm-04","blood","CO-39185",4,"1","Urban Farm Girlz_4_1","Yes",""
2021,"2811-39186","Urban Farm Girlz","","kid","UrbanFarm-04","blood","CO-39186",4,"1","Urban Farm Girlz_4_1","Yes",""
2021,"2850-57624","Urban Farm Girlz","M","dad","UrbanFarm-04","blood","CO-57624",NA,NA,NA,"No",""
2021,"2850-57617","Urban Farm Girlz","","mom","UrbanFarm-04","blood","CO-57617",NA,"","","Yes",""
