"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert","fem_mass_1","fem_throat_avg_bright","fem_throat_chroma","fem_throat_hue","fem_throat_total_bright","fem_breast_avg_bright","fem_breast_chroma","fem_breast_hue","fem_breast_total_bright","fem_belly_avg_bright","fem_belly_chroma","fem_belly_hue","fem_belly_total_bright","fem_vent_avg_bright","fem_vent_chroma","fem_vent_hue","fem_vent_total_bright","fem_mean_rwl","fem_mean_rts","fem_mean_lts","fem_TS","fem_TS_scaled","fem_throat_avg_bright_scaled","fem_breast_avg_bright_scaled","fem_belly_avg_bright_scaled","fem_vent_avg_bright_scaled","male_mass_1","male_throat_avg_bright","male_throat_chroma","male_throat_hue","male_throat_total_bright","male_breast_avg_bright","male_breast_chroma","male_breast_hue","male_breast_total_bright","male_belly_avg_bright","male_belly_chroma","male_belly_hue","male_belly_total_bright","male_vent_avg_bright","male_vent_chroma","male_vent_hue","male_vent_total_bright","male_mean_rwl","male_mean_rts","male_mean_lts","male_TS","male_TS_scaled","male_throat_avg_bright_scaled","male_breast_avg_bright_scaled","male_belly_avg_bright_scaled","male_vent_avg_bright_scaled"
"2850-57571","2850-57581","2850-57571_2850-57581",1,"CHR",58,"CHR-58",0,10,7.022679488,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.857475046428205,-0.308807586528723,-0.780541178943333,1.31036584447863,-0.29122786414068
"2850-57571","2850-57582","2850-57571_2850-57582",1,"CHR",58,"CHR-58",0,4,8.185514377,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.140630885646655,NA,1.17303054549732,0.72646096261262,-2.023526421517
"2850-57571","2850-57589","2850-57571_2850-57589",1,"CHR",58,"CHR-58",0,6,2.235708931,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,0.874898342127209,-0.270540180912031,-1.19263004642303,-0.710171408908421,-0.311527628735547
"2850-57571","2850-57620","2850-57571_2850-57620",1,"CHR",58,"CHR-58",0,3,10.33583306,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.319841925842042,-1.2331033167923,-0.235554933708899,0.186674306283134,0.146164302245678
"2850-57571","2850-57647","2850-57571_2850-57647",1,"CHR",58,"CHR-58",0,0,5.907321837,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.459228290836701,-0.207070274097309,1.10864751842364,0.898053425961696,-0.107198005089152
"2850-57571","2850-57653","2850-57571_2850-57653",1,"CHR",58,"CHR-58",0,3,18.44634242,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.39510816701437,-1.34521287106915,0.897405470214174,-0.0394008743863891,-1.12559173571107
"2850-57571","2850-57669","2850-57571_2850-57669",1,"CHR",58,"CHR-58",0,3,7.644889909,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,-0.0012445206519955,0.0965768275416075,1.01528917653778,-1.2400968035806,-0.499683547348238
"2850-57571","2850-57671","2850-57571_2850-57671",1,"CHR",58,"CHR-58",0,0,10.8143011,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.65396855880595,0.662696246718346,1.24314585953504,0.436281084199448,0.918839350030176
"2850-57571","2850-57731","2850-57571_2850-57731",1,"CHR",58,"CHR-58",0,10,4.854405069,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.9,10.9634214,0.500436597,689.138,21992.62333,23.24545364,0.49159359,611.004,46630.38,18.5751562,0.456752009,611.004,37261.76333,24.60593387,0.474122334,611.004,49359.50333,119,91,92.33333333,91,0.158054181345658,-0.704016229851986,0.0991047285683272,-0.893398775791166,0.692970633282199
"2850-57571","2850-57733","2850-57571_2850-57733",1,"CHR",58,"CHR-58",0,0,3.355260563,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.66,14.84394317,0.488091858,680.0823333,29776.95,20.45213858,0.480742509,611.004,41026.99,22.3788767,0.481773003,627.3723333,44892.02667,18.61630941,0.474711747,611.004,37344.31667,121.6666667,NA,102,102,1.47226847611183,0.292877508261001,-0.471921901664779,0.0970886933996008,-0.491343045995102
"2850-57571","2850-57742","2850-57571_2850-57742",1,"CHR",58,"CHR-58",0,10,6.315668815,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,16.98,13.00562645,0.511030769,671.763,26089.28667,26.1463443,0.49002744,625.0783333,52449.56667,26.30566135,0.456120566,609.081,52769.15667,22.8044882,0.51172569,659.167,45745.80333,118,93,92,93,0.397002234939508,-0.179380228057897,0.692122624034258,1.11962202360503,0.336775221749527
"2850-57571","2850-57744","2850-57571_2850-57744",1,"CHR",58,"CHR-58",0,0,8.327252868,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,14.77,24.63866733,0.441897015,611.004,49425.16667,20.45419575,0.491736389,610.6836667,41031.11667,20.25567464,0.470934773,627.6863333,40632.88333,16.45550847,0.489979153,643.7406667,33009.75,116,84.5,NA,84.5,-0.618526992834355,2.80911108724386,-0.47150136233152,-0.45579237001976,-0.918592889207685
"2850-57571","2850-57745","2850-57571_2850-57745",1,"CHR",58,"CHR-58",0,8,17.71650288,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,16.33,11.89491525,0.520998035,667.1156667,23861.2,19.28173812,0.496153459,634.065,38679.16667,21.88407444,0.484884869,657.7393333,43899.45333,26.3850565,0.474305256,645.4026667,52928.42333,118,85,86,85,-0.558789979435893,-0.464718413425676,-0.711182356121742,-0.0317576396202076,1.04475216514485
"2850-57571","2850-57806","2850-57571_2850-57806",1,"CHR",58,"CHR-58",0,10,12.2884515,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,15.88,11.25502825,0.516086951,669.4676667,22577.58667,14.26422898,0.518970434,659.167,28614.04333,18.0460319,0.470292612,659.167,36200.34,17.57589232,0.493413321,659.167,35257.24,120.1666667,83.83333333,86,83.83333333,-0.698176344430552,-0.62910335473214,-1.73689240845576,-1.03118255585448,-0.697062152438193
"2850-57571","2850-57808","2850-57571_2850-57808",1,"CHR",58,"CHR-58",0,10,5.951304253,"CHR_58_1",1,"ep_same",3,4,"yes",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,17.44,11.46748421,0.514088925,678.7753333,23003.77333,15.37756564,0.515459018,659.167,30847.39667,20.6164008,0.49573159,641.3963333,41356.5,18.7548222,0.472216787,642.151,37622.17333,120.5,NA,100,100,1.23332042251798,-0.574524092276724,-1.50929728666711,-0.361859405889166,-0.463955253480334
"2850-57571","2850-57881","2850-57571_2850-57881",1,"CHR",58,"CHR-58",0,10,7.88623328,"CHR_58_1",1,NA,0,4,"no",20.23,16.76718677,0.503477031,659.167,33634.97667,24.15598039,0.482387459,642.4716667,48456.89667,22.57087571,0.47703029,625.7763333,45277.17667,14.77255068,0.53662753,666.1736667,29633.73667,119.1666667,79.16666667,85.83333333,79.16666667,0.394355006283394,0.252942547897877,-0.257226498974273,-0.553331759336352,-1.75666449396914,16.55,11.73463277,0.535560863,644.7453333,23539.67333,21.93833167,0.494146676,611.004,44008.29333,26.56095214,0.438684751,643.7343333,53281.27,31.59365071,0.464706779,610.6836667,63376.86333,119.6666667,84.83333333,85.83333333,84.83333333,-0.578702317633627,-0.50589447430401,-0.16810517715307,1.18609965478082,2.07463465843017
"2850-57583","2640-97588","2850-57583_2640-97588",1,"CHR",97,"CHR-97",0,11,17.19439348,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,18.7,11.85018943,0.544837496,653.7273333,23771.48,14.45612662,0.507893605,610.6836667,28998.99,21.21705716,0.471668493,610.6836667,42561.41667,27.50362745,0.462396686,637.0386667,55172.27667,119,87,85,87,-0.319841925842042,-0.476208334764261,-1.69766351362466,-0.205448702771064,1.26592444166638
"2850-57583","2640-97588","2850-57583_2640-97588",2,"CHR",19,"CHR-19",0,10,19.15528529,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,18.7,11.85018943,0.544837496,653.7273333,23771.48,14.45612662,0.507893605,610.6836667,28998.99,21.21705716,0.471668493,610.6836667,42561.41667,27.50362745,0.462396686,637.0386667,55172.27667,119,87,85,87,-0.319841925842042,-0.476208334764261,-1.69766351362466,-0.205448702771064,1.26592444166638
"2850-57583","2640-97589","2850-57583_2640-97589",1,"CHR",97,"CHR-97",0,11,5.705506599,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.1,11.8153556,0.523609389,681.183,23701.60333,16.91354271,0.528785659,657.7393333,33928.56667,18.6526321,0.480672665,627.3723333,37417.18,20.65218677,0.48363622,650.113,41428.28667,119,99.66666667,98,99.66666667,1.19349574731726,-0.485157035237985,-1.19530341502793,-0.873224078908396,-0.0887940343031473
"2850-57583","2640-97589","2850-57583_2640-97589",2,"CHR",19,"CHR-19",0,10,7.512870616,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.1,11.8153556,0.523609389,681.183,23701.60333,16.91354271,0.528785659,657.7393333,33928.56667,18.6526321,0.480672665,627.3723333,37417.18,20.65218677,0.48363622,650.113,41428.28667,119,99.66666667,98,99.66666667,1.19349574731726,-0.485157035237985,-1.19530341502793,-0.873224078908396,-0.0887940343031473
"2850-57583","2811-83208","2850-57583_2811-83208",1,"CHR",97,"CHR-97",0,8,10.9861078,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.9,18.73416916,0.484585352,611.004,37580.74333,21.00459455,0.486882121,610.6836667,42135.21667,26.39878531,0.450512144,610.6836667,52955.96333,23.23742606,0.475660646,611.004,46614.27667,118,87,89.5,87,-0.319841925842042,1.29226422972124,-0.358985457287731,1.14387146976213,0.422378957559541
"2850-57583","2811-83208","2850-57583_2811-83208",2,"CHR",19,"CHR-19",0,10,9.219050593,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.9,18.73416916,0.484585352,611.004,37580.74333,21.00459455,0.486882121,610.6836667,42135.21667,26.39878531,0.450512144,610.6836667,52955.96333,23.23742606,0.475660646,611.004,46614.27667,118,87,89.5,87,-0.319841925842042,1.29226422972124,-0.358985457287731,1.14387146976213,0.422378957559541
"2850-57583","2850-57567","2850-57583_2850-57567",1,"CHR",97,"CHR-97",0,10,13.7343222,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.6,10.56012296,0.52180729,667.1156667,21183.60667,26.35612994,0.49271154,611.3883333,52870.39667,22.28285809,0.48721335,606.0566667,44699.41333,16.73888169,0.511359264,628.0706667,33578.19667,121.5,102.1666667,102.5,102.1666667,1.49218081789379,-0.807622320284185,0.735008293751907,0.0720854814091001,-0.862562200968701
"2850-57583","2850-57567","2850-57583_2850-57567",2,"CHR",19,"CHR-19",0,0,15.79405727,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.6,10.56012296,0.52180729,667.1156667,21183.60667,26.35612994,0.49271154,611.3883333,52870.39667,22.28285809,0.48721335,606.0566667,44699.41333,16.73888169,0.511359264,628.0706667,33578.19667,121.5,102.1666667,102.5,102.1666667,1.49218081789379,-0.807622320284185,0.735008293751907,0.0720854814091001,-0.862562200968701
"2850-57583","2850-57570","2850-57583_2850-57570",2,"CHR",19,"CHR-19",0,10,15.8991203,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.51,16.84077767,0.501161039,611.004,33782.6,23.06811898,0.49586693,611.004,46274.64667,25.67366733,0.443766873,611.004,51501.37667,19.07592556,0.494641169,627.6863333,38266.30667,121.5,90,NA,90,0.038580154548733,0.805857959623855,0.0628528876022267,0.95505100493699,-0.400464277668821
"2850-57583","2850-57570","2850-57583_2850-57570",1,"CHR",97,"CHR-97",0,0,11.17374737,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.51,16.84077767,0.501161039,611.004,33782.6,23.06811898,0.49586693,611.004,46274.64667,25.67366733,0.443766873,611.004,51501.37667,19.07592556,0.494641169,627.6863333,38266.30667,121.5,90,NA,90,0.038580154548733,0.805857959623855,0.0628528876022267,0.95505100493699,-0.400464277668821
"2850-57583","2850-57577","2850-57583_2850-57577",2,"CHR",19,"CHR-19",0,10,20.279100925,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.138141843147924,1.85501086327307,1.24200585669334,1.77130653487355,1.66962834429855
"2850-57583","2850-57577","2850-57583_2850-57577",1,"CHR",97,"CHR-97",0,0,18.96419155,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.138141843147924,1.85501086327307,1.24200585669334,1.77130653487355,1.66962834429855
"2850-57583","2850-57578","2850-57583_2850-57578",1,"CHR",97,"CHR-97",0,2,8.114828014,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-0.334414460276221,-1.86456570501985
"2850-57583","2850-57578","2850-57583_2850-57578",2,"CHR",19,"CHR-19",0,10,9.577634021,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-0.334414460276221,-1.86456570501985
"2850-57583","2850-57579","2850-57583_2850-57579",1,"CHR",97,"CHR-97",0,11,2.235708931,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-1.02273189730399,0.653104121587014
"2850-57583","2850-57579","2850-57583_2850-57579",2,"CHR",19,"CHR-19",0,10,1.812072325,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-1.02273189730399,0.653104121587014
"2850-57583","2850-57580","2850-57583_2850-57580",1,"CHR",97,"CHR-97",0,7,6.034415307,"CHR_97_1",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,0.243832851299199,1.90707256677948
"2850-57583","2850-57580","2850-57583_2850-57580",2,"CHR",19,"CHR-19",0,0,4.050279453,"CHR_19_2",1,NA,0,4,"no",17.7,15.31283815,0.525054732,667.7976667,30717.55333,21.03828348,0.492798435,600.0436667,42202.79667,20.55429379,0.481698876,611.004,41231.91333,27.90630608,0.467220258,622.747,55980.05,114.3333333,79.16666667,79,79.16666667,0.394355006283394,-0.220209818057244,-0.7238327207249,-0.980549838843887,0.156524415169783,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,0.243832851299199,1.90707256677948
