"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","band_ind1","site_ind1","nest_ind1","type_ind1","FamilyID_ind1","brood_ind1","clutchID_ind1","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2","mom.assign3","dad.assign3"
"CO_57947","CO_83194",0.179,0.742,0.079,0.45,61858,"2850-57947","Blue Cloud",28,"dad","Nixon-01",NA,"Blue Cloud_28_","2811-83194","Blue Cloud",1,"kid","Nixon-01","1","Blue Cloud_1_1",1,1
"CO_57947","CO_83196",0.182,0.719,0.099,0.458,63800,"2850-57947","Blue Cloud",28,"dad","Nixon-01",NA,"Blue Cloud_28_","2811-83196","Blue Cloud",1,"kid","Nixon-01","1","Blue Cloud_1_1",1,1
"CO_57949","CO_83192",0.167,0.779,0.054,0.444,67665,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2811-83192","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57949","CO_83190",0.158,0.774,0.068,0.455,63151,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2811-83190","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57949","CO_83191",0.191,0.717,0.091,0.45,65286,"2850-57949","Speedwell",1,"dad","Speedwell-01",NA,"Speedwell_1_","2811-83191","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57950","CO_83192",0.182,0.751,0.067,0.443,65644,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2811-83192","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57950","CO_83190",0.196,0.732,0.071,0.438,61274,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2811-83190","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57950","CO_83191",0.163,0.781,0.056,0.447,63298,"2850-57950","Speedwell",1,"mom","Speedwell-01",NA,"Speedwell_1_","2811-83191","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2",1,1
"CO_57954","CO_83163",0.22,0.687,0.093,0.437,55970,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83163","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57954","CO_83165",0.17,0.743,0.087,0.458,69149,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83165","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57954","CO_83162",0.188,0.711,0.101,0.457,63227,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83162","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57954","CO_83188",0.18,0.749,0.071,0.445,67052,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83188","Cathys",2,"kid","Cathys-01","2","Cathys_2_2",1,1
"CO_57954","CO_83164",0.165,0.793,0.042,0.439,66131,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83164","Cathys",1,"kid","Cathys-01","1","Cathys_1_1",1,1
"CO_57954","CO_83189",0.208,0.707,0.085,0.439,62643,"2850-57954","Cathys",1,"mom","Cathys-01",NA,"Cathys_1_","2811-83189","Cathys",2,"kid","Cathys-01","2","Cathys_2_2",1,1
"CO_65014","CO_E149",0.14,0.817,0.043,0.451,75379,"2870-65014","Boyer",2,"dad","Boyer-02",NA,"Boyer_2_","E149","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
"CO_65014","CO_E151",0.159,0.771,0.069,0.455,59488,"2870-65014","Boyer",2,"dad","Boyer-02",NA,"Boyer_2_","E151","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected",1,1
"CO_65015","CO_83477",0.115,0.823,0.062,0.473,71691,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","2811-83477","Boyer",14.2,"kid","Boyer-14","1","Boyer_14.2_1",1,1
"CO_65015","CO_83478",0.134,0.816,0.049,0.458,65453,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","2811-83478","Boyer",14.2,"kid","Boyer-14","1","Boyer_14.2_1",1,1
"CO_65015","CO_E140",0.098,0.871,0.03,0.466,82551,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","E140","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected",1,1
"CO_65015","CO_E141",0.145,0.81,0.044,0.45,69404,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","E141","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected",1,1
"CO_65015","CO_E143",0.16,0.779,0.061,0.451,67903,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","E143","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected",1,1
"CO_65015","CO_E142",0.188,0.735,0.077,0.445,60570,"2870-65015","Boyer",14,"mom","Boyer-14",NA,"Boyer_14_","E142","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected",1,1
"CO_65016","CO_E144",0.145,0.824,0.032,0.444,79620,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","E144","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected",1,1
"CO_65016","CO_E146",0.147,0.817,0.036,0.444,78504,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","E146","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected",1,1
"CO_65016","CO_E147",0.155,0.804,0.041,0.443,78552,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","E147","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected",1,1
"CO_65016","CO_E145",0.201,0.73,0.069,0.434,59710,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","E145","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected",1,1
"CO_65019","CO_E132",0.105,0.868,0.028,0.462,74656,"2870-65019","Make Believe",17,"mom","MakeBelieve-17",NA,"Make Believe_17_","E132","Make Believe",17,"egg","MakeBelieve-17","collected","Make Believe_17_collected",1,1
"CO_57687","CO_33719",0.215,0.717,0.068,0.426,74098,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","2881-33719","Boyer",2.3,"kid","Boyer-02","2","Boyer_2.3_2",1,0
"CO_57687","CO_33720",0.197,0.748,0.054,0.429,72312,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","2881-33720","Boyer",2.3,"kid","Boyer-02","2","Boyer_2.3_2",1,0
"CO_57687","CO_33721",0.183,0.771,0.047,0.432,77464,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","2881-33721","Boyer",2.3,"kid","Boyer-02","2","Boyer_2.3_2",1,0
"CO_57771","CO_33723",0.181,0.756,0.063,0.441,66355,"2850-57771","Cooks",4.2,"mom","Cooks-04.2",NA,"Cooks_4.2_","2881-33723","Cooks",4.2,"kid","Cooks-04.2","1","Cooks_4.2_1",1,0
"CO_57772","CO_33724",0.169,0.746,0.085,0.458,64802,"2850-57772","Cooks",2.2,"dad","Cooks-02.2",NA,"Cooks_2.2_","2881-33724","Cooks",4.2,"kid","Cooks-04.2","1","Cooks_4.2_1",1,1
"CO_57771","CO_33724",0.205,0.71,0.085,0.44,64428,"2850-57771","Cooks",4.2,"mom","Cooks-04.2",NA,"Cooks_4.2_","2881-33724","Cooks",4.2,"kid","Cooks-04.2","1","Cooks_4.2_1",1,1
"CO_57575","CO_33725",0.211,0.705,0.083,0.436,62368,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33725","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,1
"CO_57642","CO_33725",0.199,0.726,0.075,0.438,63472,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33725","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,1
"CO_57575","CO_33726",0.169,0.76,0.071,0.451,64903,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33726","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,0
"CO_57575","CO_33727",0.193,0.729,0.078,0.442,63991,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33727","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,0
"CO_57575","CO_33728",0.176,0.781,0.043,0.433,66071,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33728","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,1
"CO_57642","CO_33728",0.195,0.744,0.061,0.433,67294,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33728","Cooks",36.2,"kid","Cooks-04","2","Cooks_36.2_2",1,1
"CO_57948","CO_33802",0.18,0.748,0.072,0.446,64358,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33802","Cooks",17.2,"kid","Cooks-15","2","Cooks_17.2_2",1,0
"CO_57948","CO_33803",0.157,0.787,0.057,0.45,62007,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33803","Cooks",17.2,"kid","Cooks-15","2","Cooks_17.2_2",1,0
"CO_57948","CO_33804",0.164,0.762,0.074,0.455,71335,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33804","Cooks",17.2,"kid","Cooks-15","2","Cooks_17.2_2",1,0
"CO_57765","CO_33805",0.204,0.719,0.077,0.437,62722,"2850-57765","Urban Farm Girlz",8,"dad","UrbanFarm-05",NA,"Urban Farm Girlz_8_","2881-33805","Urban Farm Girlz",5,"kid","UrbanFarm-05","2","Urban Farm Girlz_5_1",1,1
"CO_57934","CO_33806",0.167,0.755,0.077,0.455,55283,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33806","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57953","CO_33806",0.196,0.728,0.075,0.44,65052,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2881-33806","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57934","CO_33807",0.187,0.746,0.067,0.44,64175,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33807","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57953","CO_33807",0.173,0.78,0.046,0.437,75557,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2881-33807","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57934","CO_33808",0.198,0.715,0.087,0.444,60817,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33808","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57953","CO_33808",0.196,0.734,0.07,0.437,71625,"2850-57953","Cathys",1,"dad","Cathys-01",NA,"Cathys_1_","2881-33808","Boyer",4,"kid","Boyer-03","2","Boyer_4_2",1,1
"CO_57952","CO_33809",0.21,0.737,0.054,0.422,65446,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2881-33809","Jays",1.2,"kid","Jays-01","2","Jays_1.2_2",1,1
"CO_57952","CO_33810",0.212,0.713,0.075,0.432,70501,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2881-33810","Jays",1.2,"kid","Jays-01","2","Jays_1.2_2",1,1
"CO_57952","CO_33811",0.204,0.734,0.062,0.429,66491,"2850-57952","Jays",1,"mom","Jays-01",NA,"Jays_1_","2881-33811","Jays",1.2,"kid","Jays-01","2","Jays_1.2_2",1,1
"CO_57937","CO_33812",0.152,0.813,0.036,0.442,71897,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33812","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57939","CO_33812",0.139,0.831,0.03,0.445,72752,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33812","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57939","CO_33814",0.199,0.72,0.081,0.441,63190,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33814","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57937","CO_33814",0.196,0.745,0.059,0.432,62340,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33814","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57937","CO_33815",0.21,0.718,0.072,0.431,63957,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33815","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57939","CO_33815",0.2,0.747,0.053,0.427,64639,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33815","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57939","CO_33816",0.215,0.706,0.079,0.432,60474,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33816","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57937","CO_33816",0.215,0.686,0.099,0.442,59808,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33816","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1
"CO_57685","CO_33817",0.178,0.752,0.07,0.446,64476,"2850-57685","Boyer",13,"mom","Boyer-05",NA,"Boyer_13_","2881-33817","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,1
"CO_65016","CO_33817",0.196,0.745,0.059,0.431,65263,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","2881-33817","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,1
"CO_57685","CO_33818",0.19,0.728,0.081,0.445,63186,"2850-57685","Boyer",13,"mom","Boyer-05",NA,"Boyer_13_","2881-33818","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,0
"CO_57685","CO_33819",0.198,0.743,0.058,0.43,72591,"2850-57685","Boyer",13,"mom","Boyer-05",NA,"Boyer_13_","2881-33819","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,1
"CO_57685","CO_33820",0.177,0.771,0.052,0.437,72264,"2850-57685","Boyer",13,"mom","Boyer-05",NA,"Boyer_13_","2881-33820","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,1
"CO_57614","CO_33901",0.232,0.665,0.103,0.436,61299,"2850-57614","Blue Cloud",22,"dad","BlueCloud-22",NA,"Blue Cloud_22_","2881-33901","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1
"CO_57871","CO_33901",0.194,0.729,0.076,0.441,61267,"2850-57871","Blue Cloud",22,"mom","BlueCloud-22",NA,"Blue Cloud_22_","2881-33901","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1
"CO_57614","CO_33902",0.195,0.726,0.079,0.442,59669,"2850-57614","Blue Cloud",22,"dad","BlueCloud-22",NA,"Blue Cloud_22_","2881-33902","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1
"CO_57871","CO_33902",0.168,0.766,0.066,0.449,59624,"2850-57871","Blue Cloud",22,"mom","BlueCloud-22",NA,"Blue Cloud_22_","2881-33902","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1
"CO_57934","CO_33903",0.182,0.763,0.056,0.437,62680,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33903","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,1
"CO_65016","CO_33903",0.17,0.777,0.053,0.442,70542,"2870-65016","Boyer",3,"dad","Boyer-03",NA,"Boyer_3_","2881-33903","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,1
"CO_57934","CO_33904",0.156,0.787,0.057,0.45,65515,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33904","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,0
"CO_57934","CO_33905",0.202,0.72,0.078,0.438,50788,"2850-57934","Boyer",3,"mom","Boyer-03",NA,"Boyer_3_","2881-33905","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,0
"CO_57948","CO_33906",0.187,0.743,0.07,0.441,63364,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33906","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_83118","CO_33906",0.163,0.759,0.078,0.457,64647,"2811-83118","Cooks",15,"dad","Cooks-15",NA,"Cooks_15_","2881-33906","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_57948","CO_33907",0.2,0.722,0.078,0.439,59162,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33907","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_83118","CO_33907",0.17,0.755,0.075,0.452,60438,"2811-83118","Cooks",15,"dad","Cooks-15",NA,"Cooks_15_","2881-33907","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_57948","CO_33908",0.189,0.721,0.09,0.45,62915,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33908","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_83118","CO_33908",0.148,0.783,0.07,0.461,64230,"2811-83118","Cooks",15,"dad","Cooks-15",NA,"Cooks_15_","2881-33908","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_57948","CO_33909",0.184,0.747,0.069,0.443,65665,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33909","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,0
"CO_83118","CO_33910",0.098,0.891,0.011,0.456,69563,"2811-83118","Cooks",15,"dad","Cooks-15",NA,"Cooks_15_","2881-33910","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_57948","CO_33910",0.165,0.764,0.071,0.453,68020,"2850-57948","Cooks",15,"mom","Cooks-15",NA,"Cooks_15_","2881-33910","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1
"CO_57575","CO_33911",0.193,0.741,0.066,0.436,65056,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33911","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57642","CO_33911",0.156,0.818,0.026,0.435,66152,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33911","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57575","CO_33912",0.188,0.743,0.069,0.44,66296,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33912","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57642","CO_33912",0.186,0.766,0.048,0.431,67511,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33912","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57575","CO_33913",0.169,0.79,0.04,0.435,64643,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33913","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57642","CO_33913",0.173,0.774,0.053,0.44,65777,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33913","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57642","CO_33914",0.204,0.718,0.077,0.437,59682,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33914","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57575","CO_33914",0.201,0.729,0.07,0.434,58632,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33914","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57575","CO_33915",0.207,0.73,0.062,0.428,67581,"2850-57575","Cooks",4,"mom","Cooks-04",NA,"Cooks_4_","2881-33915","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57642","CO_33915",0.176,0.769,0.056,0.44,68796,"2850-57642","Cooks",4,"dad","Cooks-04",NA,"Cooks_4_","2881-33915","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1
"CO_57869","CO_33916",0.147,0.801,0.052,0.452,64765,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18",NA,"Blue Cloud_18_","2881-33916","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0
"CO_57869","CO_33917",0.15,0.781,0.069,0.46,66848,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18",NA,"Blue Cloud_18_","2881-33917","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0
"CO_57869","CO_33918",0.134,0.808,0.058,0.462,71425,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18",NA,"Blue Cloud_18_","2881-33918","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0
"CO_57869","CO_33919",0.16,0.767,0.073,0.457,62046,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18",NA,"Blue Cloud_18_","2881-33919","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0
"CO_57978","CO_33920",0.213,0.686,0.101,0.444,58075,"2850-57978","Red Wagon",1,"mom","RedWagon-01",NA,"Red Wagon_1_","2881-33920","Red Wagon",1,"kid","RedWagon-01","1","Red Wagon_1_1",1,1
"CO_57977","CO_33920",0.171,0.744,0.085,0.457,62965,"2850-57977","Red Wagon",1,"dad","RedWagon-01",NA,"Red Wagon_1_","2881-33920","Red Wagon",1,"kid","RedWagon-01","1","Red Wagon_1_1",1,1
"CO_57939","CO_33921",0.188,0.745,0.067,0.439,63159,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33921","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,0
"CO_57939","CO_33922",0.175,0.774,0.051,0.438,67923,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33922","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1
"CO_57937","CO_33922",0.165,0.793,0.042,0.438,67137,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33922","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1
"CO_57939","CO_33923",0.221,0.706,0.073,0.426,60770,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33923","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1
"CO_57937","CO_33923",0.227,0.69,0.082,0.427,59937,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",NA,"Make Believe_74_","2881-33923","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1
"CO_57939","CO_33924",0.193,0.752,0.055,0.431,69225,"2850-57939","Make Believe",74,"mom","MakeBelieve-74",NA,"Make Believe_74_","2881-33924","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,0
"CO_65014","CO_33925",0.134,0.831,0.036,0.451,73612,"2870-65014","Boyer",2,"dad","Boyer-02",NA,"Boyer_2_","2881-33925","Boyer",2.2,"kid","Boyer-02","1","Boyer_2.2_1",1,1
"CO_57687","CO_33925",0.18,0.767,0.053,0.436,80435,"2850-57687","Boyer",2,"mom","Boyer-02",NA,"Boyer_2_","2881-33925","Boyer",2.2,"kid","Boyer-02","1","Boyer_2.2_1",1,1
"CO_57956","CO_33932",0.173,0.764,0.063,0.445,60932,"2850-57956","Karens",1,"mom","Karens-01",NA,"Karens_1_","2881-33932","Karens",1,"kid","Karens-01","1","Karens_1_1",1,1
"CO_57956","CO_33933",0.206,0.704,0.09,0.442,61042,"2850-57956","Karens",1,"mom","Karens-01",NA,"Karens_1_","2881-33933","Karens",1,"kid","Karens-01","1","Karens_1_1",1,1
"CO_57956","CO_33934",0.188,0.729,0.083,0.448,63024,"2850-57956","Karens",1,"mom","Karens-01",NA,"Karens_1_","2881-33934","Karens",1,"kid","Karens-01","1","Karens_1_1",1,1
"CO_57956","CO_33935",0.178,0.743,0.079,0.451,56186,"2850-57956","Karens",1,"mom","Karens-01",NA,"Karens_1_","2881-33935","Karens",1,"kid","Karens-01","1","Karens_1_1",1,1
"CO_57956","CO_33936",0.214,0.696,0.091,0.438,58294,"2850-57956","Karens",1,"mom","Karens-01",NA,"Karens_1_","2881-33936","Karens",1,"kid","Karens-01","1","Karens_1_1",1,1
"CO_57518","CO_33937",0.116,0.837,0.047,0.465,74555,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",NA,"Make Believe_69_","2881-33937","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57941","CO_33937",0.221,0.705,0.074,0.427,61636,"2850-57941","Make Believe",69,"mom","MakeBelieve-69",NA,"Make Believe_69_","2881-33937","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57518","CO_33938",0.102,0.871,0.027,0.462,77134,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",NA,"Make Believe_69_","2881-33938","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57941","CO_33938",0.222,0.694,0.085,0.431,63826,"2850-57941","Make Believe",69,"mom","MakeBelieve-69",NA,"Make Believe_69_","2881-33938","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57518","CO_33939",0.097,0.877,0.026,0.465,76168,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",NA,"Make Believe_69_","2881-33939","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57941","CO_33939",0.202,0.729,0.069,0.433,62934,"2850-57941","Make Believe",69,"mom","MakeBelieve-69",NA,"Make Believe_69_","2881-33939","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1
"CO_57659","CO_33940",0.213,0.71,0.078,0.433,61452,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",NA,"Blue Cloud_4_","2881-33940","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57928","CO_33940",0.209,0.707,0.084,0.437,65791,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04",NA,"Blue Cloud_4_","2881-33940","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57659","CO_33941",0.178,0.739,0.083,0.452,60274,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",NA,"Blue Cloud_4_","2881-33941","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
"CO_57928","CO_33941",0.218,0.684,0.097,0.439,64675,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04",NA,"Blue Cloud_4_","2881-33941","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1
