"Ind2","genetic_fam","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2","mom.assign3","dad.assign3","k0_hat_dad","k1_hat_dad","k2_hat_dad","pi_HAT_dad","nbSNP_dad","band_dad","site_dad","nest_dad","type_dad","FamilyID_dad","k0_hat_mom","k1_hat_mom","k2_hat_mom","pi_HAT_mom","nbSNP_mom","band_mom","site_mom","nest_mom","type_mom","FamilyID_mom","site_type"
"CO_33816","2850-57937_2850-57939","2881-33816","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2",1,1,0.215,0.686,0.099,0.442,59808,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",0.215,0.706,0.079,0.432,60474,"2850-57939","Make Believe",74,"mom","MakeBelieve-74","medium"
"CO_33817","2870-65016_2850-57685","2881-33817","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,1,0.196,0.745,0.059,0.431,65263,"2870-65016","Boyer",3,"dad","Boyer-03",0.178,0.752,0.07,0.446,64476,"2850-57685","Boyer",13,"mom","Boyer-05","medium"
"CO_33818","NA_2850-57685","2881-33818","Boyer",16,"kid","Boyer-05","2","Boyer_16_2",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.728,0.081,0.445,63186,"2850-57685","Boyer",13,"mom","Boyer-05","medium"
"CO_33901","2850-57614_2850-57871","2881-33901","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1,0.232,0.665,0.103,0.436,61299,"2850-57614","Blue Cloud",22,"dad","BlueCloud-22",0.194,0.729,0.076,0.441,61267,"2850-57871","Blue Cloud",22,"mom","BlueCloud-22","medium"
"CO_33902","2850-57614_2850-57871","2881-33902","Blue Cloud",14,"kid","BlueCloud-22","1","Blue Cloud_14_1",1,1,0.195,0.726,0.079,0.442,59669,"2850-57614","Blue Cloud",22,"dad","BlueCloud-22",0.168,0.766,0.066,0.449,59624,"2850-57871","Blue Cloud",22,"mom","BlueCloud-22","medium"
"CO_33903","2870-65016_2850-57934","2881-33903","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,1,0.17,0.777,0.053,0.442,70542,"2870-65016","Boyer",3,"dad","Boyer-03",0.182,0.763,0.056,0.437,62680,"2850-57934","Boyer",3,"mom","Boyer-03","medium"
"CO_33904","NA_2850-57934","2881-33904","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,0.787,0.057,0.45,65515,"2850-57934","Boyer",3,"mom","Boyer-03","medium"
"CO_33905","NA_2850-57934","2881-33905","Boyer",3.2,"kid","Boyer-03","1","Boyer_3.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,0.72,0.078,0.438,50788,"2850-57934","Boyer",3,"mom","Boyer-03","medium"
"CO_33906","2811-83118_2850-57948","2881-33906","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1,0.163,0.759,0.078,0.457,64647,"2811-83118","Cooks",15,"dad","Cooks-15",0.187,0.743,0.07,0.441,63364,"2850-57948","Cooks",15,"mom","Cooks-15","medium"
"CO_33907","2811-83118_2850-57948","2881-33907","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1,0.17,0.755,0.075,0.452,60438,"2811-83118","Cooks",15,"dad","Cooks-15",0.2,0.722,0.078,0.439,59162,"2850-57948","Cooks",15,"mom","Cooks-15","medium"
"CO_33908","2811-83118_2850-57948","2881-33908","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1,0.148,0.783,0.07,0.461,64230,"2811-83118","Cooks",15,"dad","Cooks-15",0.189,0.721,0.09,0.45,62915,"2850-57948","Cooks",15,"mom","Cooks-15","medium"
"CO_33909","NA_2850-57948","2881-33909","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184,0.747,0.069,0.443,65665,"2850-57948","Cooks",15,"mom","Cooks-15","medium"
"CO_33910","2811-83118_2850-57948","2881-33910","Cooks",17,"kid","Cooks-15","1","Cooks_17_1",1,1,0.098,0.891,0.011,0.456,69563,"2811-83118","Cooks",15,"dad","Cooks-15",0.165,0.764,0.071,0.453,68020,"2850-57948","Cooks",15,"mom","Cooks-15","medium"
"CO_33911","2850-57642_2850-57575","2881-33911","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1,0.156,0.818,0.026,0.435,66152,"2850-57642","Cooks",4,"dad","Cooks-04",0.193,0.741,0.066,0.436,65056,"2850-57575","Cooks",4,"mom","Cooks-04","medium"
"CO_33912","2850-57642_2850-57575","2881-33912","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1,0.186,0.766,0.048,0.431,67511,"2850-57642","Cooks",4,"dad","Cooks-04",0.188,0.743,0.069,0.44,66296,"2850-57575","Cooks",4,"mom","Cooks-04","medium"
"CO_33913","2850-57642_2850-57575","2881-33913","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1,0.173,0.774,0.053,0.44,65777,"2850-57642","Cooks",4,"dad","Cooks-04",0.169,0.79,0.04,0.435,64643,"2850-57575","Cooks",4,"mom","Cooks-04","medium"
"CO_33914","2850-57642_2850-57575","2881-33914","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1,0.204,0.718,0.077,0.437,59682,"2850-57642","Cooks",4,"dad","Cooks-04",0.201,0.729,0.07,0.434,58632,"2850-57575","Cooks",4,"mom","Cooks-04","medium"
"CO_33915","2850-57642_2850-57575","2881-33915","Cooks",36,"kid","Cooks-04","1","Cooks_36_1",1,1,0.176,0.769,0.056,0.44,68796,"2850-57642","Cooks",4,"dad","Cooks-04",0.207,0.73,0.062,0.428,67581,"2850-57575","Cooks",4,"mom","Cooks-04","medium"
"CO_33916","NA_2850-57869","2881-33916","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,0.801,0.052,0.452,64765,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18","medium"
"CO_33917","NA_2850-57869","2881-33917","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.781,0.069,0.46,66848,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18","medium"
"CO_33918","NA_2850-57869","2881-33918","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,0.808,0.058,0.462,71425,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18","medium"
"CO_33919","NA_2850-57869","2881-33919","Blue Cloud",18.2,"kid","BlueCloud-18","1","Blue Cloud_18.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.767,0.073,0.457,62046,"2850-57869","Blue Cloud",18,"mom","BlueCloud-18","medium"
"CO_33920","2850-57977_2850-57978","2881-33920","Red Wagon",1,"kid","RedWagon-01","1","Red Wagon_1_1",1,1,0.171,0.744,0.085,0.457,62965,"2850-57977","Red Wagon",1,"dad","RedWagon-01",0.213,0.686,0.101,0.444,58075,"2850-57978","Red Wagon",1,"mom","RedWagon-01","solitary"
"CO_33921","NA_2850-57939","2881-33921","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188,0.745,0.067,0.439,63159,"2850-57939","Make Believe",74,"mom","MakeBelieve-74","medium"
"CO_33922","2850-57937_2850-57939","2881-33922","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1,0.165,0.793,0.042,0.438,67137,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",0.175,0.774,0.051,0.438,67923,"2850-57939","Make Believe",74,"mom","MakeBelieve-74","medium"
"CO_33923","2850-57937_2850-57939","2881-33923","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,1,0.227,0.69,0.082,0.427,59937,"2850-57937","Make Believe",74,"dad","MakeBelieve-74",0.221,0.706,0.073,0.426,60770,"2850-57939","Make Believe",74,"mom","MakeBelieve-74","medium"
"CO_33924","NA_2850-57939","2881-33924","Make Believe",74.2,"kid","MakeBelieve-74","1","Make Believe_74.2_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193,0.752,0.055,0.431,69225,"2850-57939","Make Believe",74,"mom","MakeBelieve-74","medium"
"CO_33925","2870-65014_2850-57687","2881-33925","Boyer",2.2,"kid","Boyer-02","1","Boyer_2.2_1",1,1,0.134,0.831,0.036,0.451,73612,"2870-65014","Boyer",2,"dad","Boyer-02",0.18,0.767,0.053,0.436,80435,"2850-57687","Boyer",2,"mom","Boyer-02","medium"
"CO_33937","2850-57518_2850-57941","2881-33937","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1,0.116,0.837,0.047,0.465,74555,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",0.221,0.705,0.074,0.427,61636,"2850-57941","Make Believe",69,"mom","MakeBelieve-69","medium"
"CO_33938","2850-57518_2850-57941","2881-33938","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1,0.102,0.871,0.027,0.462,77134,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",0.222,0.694,0.085,0.431,63826,"2850-57941","Make Believe",69,"mom","MakeBelieve-69","medium"
"CO_33939","2850-57518_2850-57941","2881-33939","Make Believe",72,"kid","MakeBelieve-69","1","Make Believe_72_1",1,1,0.097,0.877,0.026,0.465,76168,"2850-57518","Make Believe",69,"dad","MakeBelieve-69",0.202,0.729,0.069,0.433,62934,"2850-57941","Make Believe",69,"mom","MakeBelieve-69","medium"
"CO_33940","2850-57659_2850-57928","2881-33940","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1,0.213,0.71,0.078,0.433,61452,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",0.209,0.707,0.084,0.437,65791,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04","medium"
"CO_33941","2850-57659_2850-57928","2881-33941","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1,0.178,0.739,0.083,0.452,60274,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",0.218,0.684,0.097,0.439,64675,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04","medium"
"CO_33942","2850-57659_2850-57928","2881-33942","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1,0.219,0.67,0.111,0.446,59596,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",0.193,0.726,0.081,0.444,63778,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04","medium"
"CO_33943","2850-57659_2850-57928","2881-33943","Blue Cloud",4.2,"kid","BlueCloud-04","1","Blue Cloud_4.2_1",1,1,0.189,0.738,0.073,0.442,60317,"2850-57659","Blue Cloud",4,"dad","BlueCloud-04",0.186,0.736,0.078,0.446,64415,"2850-57928","Blue Cloud",4,"mom","BlueCloud-04","medium"
"CO_33944","2850-57674_2850-57683","2881-33944","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1,0.157,0.803,0.041,0.442,65103,"2850-57674","Struthers",3,"dad","Struthers-03",0.17,0.777,0.052,0.441,62376,"2850-57683","Struthers",3,"mom","Struthers-03","small"
"CO_33945","2850-57674_2850-57683","2881-33945","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1,0.173,0.772,0.055,0.441,69415,"2850-57674","Struthers",3,"dad","Struthers-03",0.186,0.737,0.077,0.446,66474,"2850-57683","Struthers",3,"mom","Struthers-03","small"
"CO_33946","2850-57674_2850-57683","2881-33946","Struthers",5,"kid","Struthers-03","2","Struthers_5_2",1,1,0.188,0.729,0.083,0.447,68937,"2850-57674","Struthers",3,"dad","Struthers-03",0.18,0.759,0.061,0.441,66026,"2850-57683","Struthers",3,"mom","Struthers-03","small"
"CO_34132","2850-57949_2850-57950","2881-34132","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1,0.179,0.747,0.074,0.448,63717,"2850-57949","Speedwell",1,"dad","Speedwell-01",0.179,0.745,0.076,0.449,61807,"2850-57950","Speedwell",1,"mom","Speedwell-01","solitary"
"CO_34133","2850-57949_2850-57950","2881-34133","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1,0.124,0.831,0.045,0.461,76930,"2850-57949","Speedwell",1,"dad","Speedwell-01",0.121,0.838,0.041,0.46,74746,"2850-57950","Speedwell",1,"mom","Speedwell-01","solitary"
"CO_34134","NA_2850-57950","2881-34134","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,0.75,0.076,0.451,62717,"2850-57950","Speedwell",1,"mom","Speedwell-01","solitary"
"CO_34135","2850-57949_2850-57950","2881-34135","Speedwell",1,"kid","Speedwell-01","1","Speedwell_1_1",1,1,0.186,0.745,0.068,0.441,61769,"2850-57949","Speedwell",1,"dad","Speedwell-01",0.174,0.765,0.061,0.443,60058,"2850-57950","Speedwell",1,"mom","Speedwell-01","solitary"
"CO_83167","2850-57967_2850-57952","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1,0.172,0.776,0.052,0.44,76318,"2850-57967","Green Mill",2,"dad","none",0.197,0.742,0.061,0.432,74011,"2850-57952","Jays",1,"mom","Jays-01","solitary"
"CO_83168","2850-57967_2850-57952","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1,0.169,0.775,0.055,0.443,77250,"2850-57967","Green Mill",2,"dad","none",0.17,0.78,0.05,0.44,74982,"2850-57952","Jays",1,"mom","Jays-01","solitary"
"CO_83170","2850-57967_2850-57952","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1",1,1,0.179,0.766,0.054,0.437,72058,"2850-57967","Green Mill",2,"dad","none",0.174,0.766,0.06,0.443,70014,"2850-57952","Jays",1,"mom","Jays-01","solitary"
"CO_E110","NA_2850-57931","E110","Cooks",2,"egg","Cooks-02","collected","Cooks_2_collected",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,0.714,0.075,0.432,63745,"2850-57931","Cooks",2,"mom","Cooks-02","medium"
