"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2850-57602","2850-57555","Cooks","Reinarz shed est",1200.685865,5,0,0,2021
"2850-57599","2850-57555","Cathys est","Reinarz shed est",11353.27955,5,0,0,2021
"2850-57630","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57631","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57624","2850-57555","Urban Farm Girlz Red Barn","Reinarz shed est",13385.41544,5,0,0,2021
"2850-57615","2850-57555","Urban Farm Girlz Sheep Shed","Reinarz shed est",13354.17847,5,0,0,2021
"2850-57628","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57836","2850-57555","Make Believe","Reinarz shed est",8068.720913,5,0,0,2021
"2850-57625","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57901","2850-57555","Blue Cloud main","Reinarz shed est",8635.838791,5,0,0,2021
"2850-57916","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57915","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2850-57912","2850-57555","Cooks","Reinarz shed est",1200.685865,5,0,0,2021
"2510-63488","2850-57555","Make Believe","Reinarz shed est",8068.720913,5,0,0,2021
"2850-57917","2850-57555","Alishas est","Reinarz shed est",326.9553962,5,0,0,2021
"2811-82916","2850-57555","Make Believe Shed","Reinarz shed est",8077.228061,5,0,0,2021
"2850-57557","2850-57555","Cooks","Reinarz shed est",1200.685865,5,0,0,2021
"2850-57614","2850-57555","Blue Cloud main","Reinarz shed est",8635.838791,5,0,0,2021
"2350-21085","2850-57555","Make Believe","Reinarz shed est",8068.720913,5,0,0,2021
"2850-57518","2850-57555","Make Believe","Reinarz shed est",8068.720913,5,0,0,2021
"2640-97548","2850-57555","Blue Cloud main","Reinarz shed est",8635.838791,5,0,0,2021
"2850-57552","2850-57555","Struthers main","Reinarz shed est",9398.404037,5,0,0,2021
"2850-57607","2850-57555","Schaaps","Reinarz shed est",14915.48545,5,0,0,2021
"2850-57633","2850-57555","Cooks","Reinarz shed est",1200.685865,5,0,0,2021
"2850-57620","2850-57555","Jims Green Barn est","Reinarz shed est",6384.987891,5,0,0,2021
"2850-57701","2850-57555","Schaaps","Reinarz shed est",14915.48545,5,0,0,2021
"2850-57599","2850-57556","Cathys est","Schaaps",6915.132474,12,0,0,2021
"2850-57565","2850-57556","Blue Cloud Middle Shed","Schaaps",6335.802989,12,0,0,2021
"2850-57619","2850-57556","Reinarz shed est","Schaaps",14915.48545,12,0,0,2021
"2850-57636","2850-57555","Blue Cloud main","Reinarz shed est",8635.838791,5,0,0,2021
"2850-57602","2850-57556","Cooks","Schaaps",14316.31219,12,0,0,2021
"2850-57615","2850-57556","Urban Farm Girlz Sheep Shed","Schaaps",4582.444628,12,0,0,2021
"2850-57625","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2850-57624","2850-57556","Urban Farm Girlz Red Barn","Schaaps",4602.822467,12,0,0,2021
"2850-57630","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2850-57628","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2850-57912","2850-57556","Cooks","Schaaps",14316.31219,12,0,0,2021
"2850-57631","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2850-57836","2850-57556","Make Believe","Schaaps",8944.936855,12,0,0,2021
"2850-57916","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2510-63488","2850-57556","Make Believe","Schaaps",8944.936855,12,0,0,2021
"2850-57917","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2850-57901","2850-57556","Blue Cloud main","Schaaps",6302.735018,12,0,0,2021
"2850-57915","2850-57556","Alishas est","Schaaps",15085.54575,12,0,0,2021
"2811-82916","2850-57556","Make Believe Shed","Schaaps",8980.360381,12,0,0,2021
"2850-57614","2850-57556","Blue Cloud main","Schaaps",6302.735018,12,0,0,2021
"2640-97548","2850-57556","Blue Cloud main","Schaaps",6302.735018,12,0,0,2021
"2850-57518","2850-57556","Make Believe","Schaaps",8944.936855,12,0,0,2021
"2850-57633","2850-57556","Cooks","Schaaps",14316.31219,12,0,0,2021
"2850-57620","2850-57556","Jims Green Barn est","Schaaps",8515.620903,12,0,0,2021
"2850-57552","2850-57556","Struthers main","Schaaps",5896.626973,12,0,0,2021
"2850-57565","2850-57558","Blue Cloud Middle Shed","Cooks",8131.940467,4,0,0,2021
"2850-57557","2850-57556","Cooks","Schaaps",14316.31219,12,0,0,2021
"2850-57615","2850-57558","Urban Farm Girlz Sheep Shed","Cooks",13112.56561,4,0,0,2021
"2850-57636","2850-57556","Blue Cloud main","Schaaps",6302.735018,12,0,0,2021
"2350-21085","2850-57556","Make Believe","Schaaps",8944.936855,12,0,0,2021
"2850-57599","2850-57558","Cathys est","Cooks",11307.353,4,0,0,2021
"2850-57624","2850-57558","Urban Farm Girlz Red Barn","Cooks",13146.32277,4,0,0,2021
"2850-57836","2850-57558","Make Believe","Cooks",8134.783478,4,0,0,2021
"2850-57628","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57619","2850-57558","Reinarz shed est","Cooks",1200.685865,4,0,0,2021
"2850-57625","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57630","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57901","2850-57558","Blue Cloud main","Cooks",8135.083191,4,0,0,2021
"2850-57631","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2811-82916","2850-57558","Make Believe Shed","Cooks",8148.946634,4,0,0,2021
"2510-63488","2850-57558","Make Believe","Cooks",8134.783478,4,0,0,2021
"2850-57916","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57917","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57915","2850-57558","Alishas est","Cooks",1546.300542,4,0,0,2021
"2850-57614","2850-57558","Blue Cloud main","Cooks",8135.083191,4,0,0,2021
"2850-57620","2850-57558","Jims Green Barn est","Cooks",5868.726624,4,0,0,2021
"2350-21085","2850-57558","Make Believe","Cooks",8134.783478,4,0,0,2021
"2850-57518","2850-57558","Make Believe","Cooks",8134.783478,4,0,0,2021
"2640-97548","2850-57558","Blue Cloud main","Cooks",8135.083191,4,0,0,2021
"2850-57552","2850-57558","Struthers main","Cooks",9026.103113,4,0,0,2021
"2850-57636","2850-57558","Blue Cloud main","Cooks",8135.083191,4,0,0,2021
"2850-57607","2850-57558","Schaaps","Cooks",14316.31219,4,0,0,2021
"2850-57701","2850-57558","Schaaps","Cooks",14316.31219,4,0,0,2021
"2850-57619","2850-57603","Reinarz shed est","Schaaps",14915.48545,7,0,0,2021
"2850-57624","2850-57603","Urban Farm Girlz Red Barn","Schaaps",4602.822467,7,0,0,2021
"2850-57615","2850-57603","Urban Farm Girlz Sheep Shed","Schaaps",4582.444628,7,0,0,2021
"2850-57630","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2850-57625","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2850-57631","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2850-57836","2850-57603","Make Believe","Schaaps",8944.936855,7,0,0,2021
"2850-57628","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2850-57916","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2811-82916","2850-57603","Make Believe Shed","Schaaps",8980.360381,7,0,0,2021
"2850-57901","2850-57603","Blue Cloud main","Schaaps",6302.735018,7,0,0,2021
"2850-57912","2850-57603","Cooks","Schaaps",14316.31219,7,0,0,2021
"2850-57917","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2510-63488","2850-57603","Make Believe","Schaaps",8944.936855,7,0,0,2021
"2850-57915","2850-57603","Alishas est","Schaaps",15085.54575,7,0,0,2021
"2850-57614","2850-57603","Blue Cloud main","Schaaps",6302.735018,7,0,0,2021
"2350-21085","2850-57603","Make Believe","Schaaps",8944.936855,7,0,0,2021
"2850-57518","2850-57603","Make Believe","Schaaps",8944.936855,7,0,0,2021
"2640-97548","2850-57603","Blue Cloud main","Schaaps",6302.735018,7,0,0,2021
"2850-57633","2850-57603","Cooks","Schaaps",14316.31219,7,0,0,2021
"2850-57557","2850-57603","Cooks","Schaaps",14316.31219,7,0,0,2021
"2850-57620","2850-57603","Jims Green Barn est","Schaaps",8515.620903,7,0,0,2021
"2850-57552","2850-57603","Struthers main","Schaaps",5896.626973,7,0,0,2021
"2850-57619","2850-57608","Reinarz shed est","Urban Farm Girlz Sheep Shed",13354.17847,13,0,0,2021
"2850-57624","2850-57608","Urban Farm Girlz Red Barn","Urban Farm Girlz Sheep Shed",31.72741803,13,0,0,2021
"2850-57636","2850-57603","Blue Cloud main","Schaaps",6302.735018,7,0,0,2021
"2850-57631","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57628","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57625","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57836","2850-57608","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,13,0,0,2021
"2850-57630","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57901","2850-57608","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,13,0,0,2021
"2850-57915","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57916","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2510-63488","2850-57608","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,13,0,0,2021
"2850-57912","2850-57608","Cooks","Urban Farm Girlz Sheep Shed",13112.56561,13,0,0,2021
"2811-82916","2850-57608","Make Believe Shed","Urban Farm Girlz Sheep Shed",5785.609859,13,0,0,2021
"2850-57917","2850-57608","Alishas est","Urban Farm Girlz Sheep Shed",13425.92039,13,0,0,2021
"2850-57614","2850-57608","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,13,0,0,2021
"2850-57557","2850-57608","Cooks","Urban Farm Girlz Sheep Shed",13112.56561,13,0,0,2021
"2350-21085","2850-57608","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,13,0,0,2021
"2850-57620","2850-57608","Jims Green Barn est","Urban Farm Girlz Sheep Shed",7424.919949,13,0,0,2021
"2640-97548","2850-57608","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,13,0,0,2021
"2850-57518","2850-57608","Make Believe","Urban Farm Girlz Sheep Shed",5761.465774,13,0,0,2021
"2850-57552","2850-57608","Struthers main","Urban Farm Girlz Sheep Shed",4200.884412,13,0,0,2021
"2850-57607","2850-57608","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,13,0,0,2021
"2850-57633","2850-57608","Cooks","Urban Farm Girlz Sheep Shed",13112.56561,13,0,0,2021
"2850-57624","2850-57610","Urban Farm Girlz Red Barn","Blue Cloud main",5425.344701,9,0,0,2021
"2850-57636","2850-57608","Blue Cloud main","Urban Farm Girlz Sheep Shed",5385.601613,13,0,0,2021
"2850-57701","2850-57608","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,13,0,0,2021
"2850-57615","2850-57610","Urban Farm Girlz Sheep Shed","Blue Cloud main",5385.601613,9,0,0,2021
"2850-57836","2850-57610","Make Believe","Blue Cloud main",3928.765414,9,0,0,2021
"2850-57625","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2850-57619","2850-57610","Reinarz shed est","Blue Cloud main",8635.838791,9,0,0,2021
"2850-57630","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2850-57631","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2510-63488","2850-57610","Make Believe","Blue Cloud main",3928.765414,9,0,0,2021
"2850-57628","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2850-57917","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2850-57912","2850-57610","Cooks","Blue Cloud main",8135.083191,9,0,0,2021
"2850-57915","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2850-57916","2850-57610","Alishas est","Blue Cloud main",8789.331402,9,0,0,2021
"2811-82916","2850-57610","Make Believe Shed","Blue Cloud main",3968.405502,9,0,0,2021
"2850-57633","2850-57610","Cooks","Blue Cloud main",8135.083191,9,0,0,2021
"2850-57620","2850-57610","Jims Green Barn est","Blue Cloud main",2250.304983,9,0,0,2021
"2850-57557","2850-57610","Cooks","Blue Cloud main",8135.083191,9,0,0,2021
"2850-57518","2850-57610","Make Believe","Blue Cloud main",3928.765414,9,0,0,2021
"2850-57625","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2850-57624","2850-57612","Urban Farm Girlz Red Barn","Blue Cloud main",5425.344701,10,0,0,2021
"2850-57615","2850-57612","Urban Farm Girlz Sheep Shed","Blue Cloud main",5385.601613,10,0,0,2021
"2350-21085","2850-57610","Make Believe","Blue Cloud main",3928.765414,9,0,0,2021
"2850-57701","2850-57610","Schaaps","Blue Cloud main",6302.735018,9,0,0,2021
"2850-57631","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2850-57836","2850-57612","Make Believe","Blue Cloud main",3928.765414,10,0,0,2021
"2850-57552","2850-57610","Struthers main","Blue Cloud main",1282.306886,9,0,0,2021
"2850-57619","2850-57612","Reinarz shed est","Blue Cloud main",8635.838791,10,0,0,2021
"2850-57630","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2850-57607","2850-57610","Schaaps","Blue Cloud main",6302.735018,9,0,0,2021
"2850-57912","2850-57612","Cooks","Blue Cloud main",8135.083191,10,0,0,2021
"2850-57916","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2510-63488","2850-57612","Make Believe","Blue Cloud main",3928.765414,10,0,0,2021
"2850-57628","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2850-57917","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2850-57915","2850-57612","Alishas est","Blue Cloud main",8789.331402,10,0,0,2021
"2811-82916","2850-57612","Make Believe Shed","Blue Cloud main",3968.405502,10,0,0,2021
"2850-57557","2850-57612","Cooks","Blue Cloud main",8135.083191,10,0,0,2021
"2850-57607","2850-57612","Schaaps","Blue Cloud main",6302.735018,10,0,0,2021
"2350-21085","2850-57612","Make Believe","Blue Cloud main",3928.765414,10,0,0,2021
"2850-57620","2850-57612","Jims Green Barn est","Blue Cloud main",2250.304983,10,0,0,2021
"2850-57633","2850-57612","Cooks","Blue Cloud main",8135.083191,10,0,0,2021
"2850-57701","2850-57612","Schaaps","Blue Cloud main",6302.735018,10,0,0,2021
"2850-57552","2850-57612","Struthers main","Blue Cloud main",1282.306886,10,0,0,2021
"2850-57518","2850-57612","Make Believe","Blue Cloud main",3928.765414,10,0,0,2021
"2510-63488","2850-57853","Make Believe","Cooks",8134.783478,8,0,0,2021
"2850-57915","2850-57853","Alishas est","Cooks",1546.300542,8,0,0,2021
"2850-57916","2850-57853","Alishas est","Cooks",1546.300542,8,0,0,2021
"2850-57917","2850-57853","Alishas est","Cooks",1546.300542,8,0,0,2021
"2811-82916","2850-57853","Make Believe Shed","Cooks",8148.946634,8,0,0,2021
"2850-57901","2850-57853","Blue Cloud main","Cooks",8135.083191,8,0,0,2021
"2640-97548","2850-57853","Blue Cloud main","Cooks",8135.083191,8,0,0,2021
"2850-57620","2850-57853","Jims Green Barn est","Cooks",5868.726624,8,0,0,2021
"2850-57518","2850-57853","Make Believe","Cooks",8134.783478,8,0,0,2021
"2850-57552","2850-57853","Struthers main","Cooks",9026.103113,8,0,0,2021
"2850-57607","2850-57853","Schaaps","Cooks",14316.31219,8,0,0,2021
"2850-57614","2850-57853","Blue Cloud main","Cooks",8135.083191,8,0,0,2021
"2350-21085","2850-57853","Make Believe","Cooks",8134.783478,8,0,0,2021
"2850-57701","2850-57853","Schaaps","Cooks",14316.31219,8,0,0,2021
"2850-57636","2850-57853","Blue Cloud main","Cooks",8135.083191,8,0,0,2021
"2850-57614","2640-97347","Blue Cloud main","Make Believe",3928.765414,13,0,0,2021
"2640-97548","2640-97347","Blue Cloud main","Make Believe",3928.765414,13,0,0,2021
"2850-57607","2640-97347","Schaaps","Make Believe",8944.936855,13,0,0,2021
"2850-57557","2640-97347","Cooks","Make Believe",8134.783478,13,0,0,2021
"2850-57552","2640-97347","Struthers main","Make Believe",3336.249381,13,0,0,2021
"2850-57633","2640-97347","Cooks","Make Believe",8134.783478,13,0,0,2021
"2850-57636","2640-97347","Blue Cloud main","Make Believe",3928.765414,13,0,0,2021
"2850-57620","2640-97347","Jims Green Barn est","Make Believe",3967.210281,13,0,0,2021
"2850-57701","2640-97347","Schaaps","Make Believe",8944.936855,13,0,0,2021
"2850-57614","2640-97370","Blue Cloud main","Cooks",8135.083191,14,0,0,2021
"2640-97548","2640-97370","Blue Cloud main","Cooks",8135.083191,14,0,0,2021
"2350-21085","2640-97370","Make Believe","Cooks",8134.783478,14,0,0,2021
"2850-57636","2640-97370","Blue Cloud main","Cooks",8135.083191,14,0,0,2021
"2850-57701","2640-97370","Schaaps","Cooks",14316.31219,14,0,0,2021
"2850-57620","2640-97370","Jims Green Barn est","Cooks",5868.726624,14,0,0,2021
"2850-57518","2640-97370","Make Believe","Cooks",8134.783478,14,0,0,2021
"2850-57607","2640-97370","Schaaps","Cooks",14316.31219,14,0,0,2021
"2850-57552","2640-97370","Struthers main","Cooks",9026.103113,14,0,0,2021
"2850-57614","2640-97385","Blue Cloud main","Make Believe",3928.765414,8,0,0,2021
"2850-57633","2640-97385","Cooks","Make Believe",8134.783478,8,0,0,2021
"2640-97548","2640-97385","Blue Cloud main","Make Believe",3928.765414,8,3,0.375,2021
"2850-57557","2640-97385","Cooks","Make Believe",8134.783478,8,0,0,2021
"2850-57607","2640-97385","Schaaps","Make Believe",8944.936855,8,0,0,2021
"2850-57701","2640-97385","Schaaps","Make Believe",8944.936855,8,0,0,2021
"2850-57620","2640-97385","Jims Green Barn est","Make Believe",3967.210281,8,0,0,2021
"2850-57636","2640-97385","Blue Cloud main","Make Believe",3928.765414,8,0,0,2021
"2850-57552","2640-97385","Struthers main","Make Believe",3336.249381,8,0,0,2021
"2850-57614","2640-97596","Blue Cloud main","Make Believe",3928.765414,8,0,0,2021
"2850-57557","2640-97596","Cooks","Make Believe",8134.783478,8,0,0,2021
"2850-57552","2640-97596","Struthers main","Make Believe",3336.249381,8,0,0,2021
"2850-57701","2640-97596","Schaaps","Make Believe",8944.936855,8,0,0,2021
"2640-97548","2640-97596","Blue Cloud main","Make Believe",3928.765414,8,0,0,2021
"2850-57633","2640-97596","Cooks","Make Believe",8134.783478,8,0,0,2021
"2850-57620","2640-97596","Jims Green Barn est","Make Believe",3967.210281,8,0,0,2021
"2850-57607","2640-97596","Schaaps","Make Believe",8944.936855,8,0,0,2021
"2850-57636","2640-97596","Blue Cloud main","Make Believe",3928.765414,8,0,0,2021
"2640-97548","2850-57550","Blue Cloud main","Mary Anns est",4649.013242,4,0,0,2021
"2850-57614","2850-57550","Blue Cloud main","Mary Anns est",4649.013242,4,0,0,2021
"2850-57518","2850-57550","Make Believe","Mary Anns est",3139.663173,4,0,0,2021
"2850-57620","2850-57550","Jims Green Barn est","Mary Anns est",6010.964925,4,0,0,2021
"2850-57633","2850-57550","Cooks","Mary Anns est",11115.95446,4,0,0,2021
"2850-57636","2850-57550","Blue Cloud main","Mary Anns est",4649.013242,4,0,0,2021
"2850-57557","2850-57550","Cooks","Mary Anns est",11115.95446,4,0,0,2021
"2850-57607","2850-57550","Schaaps","Mary Anns est",7017.188766,4,0,0,2021
"2850-57614","2850-57609","Blue Cloud main","Cooks",8135.083191,13,0,0,2021
"2640-97548","2850-57609","Blue Cloud main","Cooks",8135.083191,13,0,0,2021
"2350-21085","2850-57550","Make Believe","Mary Anns est",3139.663173,4,0,0,2021
"2850-57552","2850-57550","Struthers main","Mary Anns est",3395.167737,4,0,0,2021
"2350-21085","2850-57609","Make Believe","Cooks",8134.783478,13,0,0,2021
"2850-57701","2850-57609","Schaaps","Cooks",14316.31219,13,0,0,2021
"2850-57701","2850-57550","Schaaps","Mary Anns est",7017.188766,4,0,0,2021
"2850-57614","2850-57551","Blue Cloud main","Struthers main",1282.306886,13,0,0,2021
