"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2850-57890","2850-57874","Mayas est","Make Believe",4502.170914,2,0,0,2022
"2850-57890","2850-57872","Mayas est","Make Believe",4502.170914,8,0,0,2022
"2850-57890","2850-57878","Mayas est","Make Believe",4502.170914,3,0,0,2022
"2850-57890","2640-97596","Mayas est","Make Believe",4502.170914,10,0,0,2022
"2850-57890","2850-57698","Mayas est","Speedwell est",5163.692786,4,0,0,2022
"2850-57890","2850-57576","Mayas est","Make Believe",4502.170914,6,0,0,2022
"2850-57890","2850-57753","Mayas est","McCauley est",2098.640348,4,0,0,2022
"2850-57890","2850-57692","Mayas est","Martes est",7652.947606,6,0,0,2022
"2850-57890","2850-57635","Mayas est","Make Believe",4502.170914,8,0,0,2022
"2850-57890","2850-57550","Mayas est","Mary Anns est",6818.882867,3,0,0,2022
"2850-57890","2850-57640","Mayas est","McCauley est",2098.640348,6,0,0,2022
"2850-57890","2850-57551","Mayas est","Struthers main",4147.600318,10,0,0,2022
"2850-57890","2850-57645","Mayas est","Struthers main",4147.600318,4,0,0,2022
"2850-57890","2850-57629","Mayas est","Urban Farm Girlz Sheep Shed",8340.106515,7,0,0,2022
"2850-57890","2850-57608","Mayas est","Urban Farm Girlz Sheep Shed",8340.106515,3,0,0,2022
"2850-57895","2850-57572","Schaaps","Blue Cloud main",6302.735018,5,0,0,2022
"2850-57895","2850-57688","Schaaps","Boyer",5585.679033,5,0,0,2022
"2850-57895","2850-57869","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2850-57895","2850-57871","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2850-57895","2850-57870","Schaaps","Blue Cloud Middle Shed",6335.802989,1,0,0,2022
"2850-57895","2850-57685","Schaaps","Boyer",5585.679033,2,0,0,2022
"2850-57895","2850-57667","Schaaps","Cathys est",6915.132474,1,0,0,2022
"2850-57895","2850-57612","Schaaps","Blue Cloud main",6302.735018,10,0,0,2022
"2850-57895","2850-57585","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2640-97358","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57895","2850-57735","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2850-57650","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57895","2850-57649","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57895","2850-57652","Schaaps","CHR",10327.46931,6,0,0,2022
"2850-57895","2850-57571","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57895","2640-97331","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57895","2850-57736","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2850-57588","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57895","2850-57670","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2850-57656","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2850-57746","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57895","2850-57654","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57895","2850-57730","Schaaps","CHR",10327.46931,9,0,0,2022
"2850-57895","2850-57568","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57895","2850-57883","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57895","2850-57846","Schaaps","CHR",10327.46931,6,0,0,2022
"2850-57895","2850-57583","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57895","2811-38984","Schaaps","CHR",10327.46931,7,0,0,2022
"2850-57895","2850-57648","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57895","2850-57879","Schaaps","CHR",10327.46931,8,0,0,2022
"2850-57895","2870-65003","Schaaps","CHR",10327.46931,5,0,0,2022
"2850-57895","2870-64909","Schaaps","CHR",10327.46931,4,0,0,2022
"2850-57895","2850-57637","Schaaps","Cooks",14316.31219,1,0,0,2022
"2850-57895","2850-57609","Schaaps","Cooks",14316.31219,5,0,0,2022
"2850-57895","2850-57661","Schaaps","Karens est",9885.553335,3,0,0,2022
"2850-57895","2850-57700","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57895","Cooks-13_UNS","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57895","2850-57575","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57895","2850-57664","Schaaps","Cooks",14316.31219,3,0,0,2022
"2850-57895","2850-57663","Schaaps","Cooks",14316.31219,7,0,0,2022
"2850-57895","2850-57672","Schaaps","Cooks",14316.31219,4,0,0,2022
"2850-57895","2850-57874","Schaaps","Make Believe",8944.936855,2,0,0,2022
"2850-57895","2811-83207","Schaaps","Dome House est",4748.689964,4,0,0,2022
"2850-57895","2850-57635","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2850-57895","2850-57853","Schaaps","Cooks",14316.31219,10,0,0,2022
"2850-57895","2850-57878","Schaaps","Make Believe",8944.936855,3,0,0,2022
"2850-57895","2850-57576","Schaaps","Make Believe",8944.936855,6,0,0,2022
"2850-57895","2850-57753","Schaaps","McCauley est",7275.84501,4,0,0,2022
"2850-57895","2850-57872","Schaaps","Make Believe",8944.936855,8,0,0,2022
"2850-57895","2640-97596","Schaaps","Make Believe",8944.936855,10,0,0,2022
"2850-57895","2850-57550","Schaaps","Mary Anns est",7017.188766,3,0,0,2022
"2850-57895","2850-57640","Schaaps","McCauley est",7275.84501,6,0,0,2022
"2850-57895","2850-57692","Schaaps","Martes est",5245.804396,6,0,0,2022
"2850-57895","2850-57698","Schaaps","Speedwell est",5484.753839,4,0,0,2022
"2850-57895","2850-57629","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,7,0,0,2022
"2850-57895","2850-57608","Schaaps","Urban Farm Girlz Sheep Shed",4582.444628,3,0,0,2022
"2850-57895","2850-57645","Schaaps","Struthers main",5896.626973,4,0,0,2022
"2850-57895","2850-57551","Schaaps","Struthers main",5896.626973,10,0,0,2022
"2850-57897","2850-57870","Cargill est","Blue Cloud Middle Shed",7534.498162,1,0,0,2022
"2850-57897","2850-57869","Cargill est","Blue Cloud main",7511.536869,6,0,0,2022
"2850-57897","2850-57572","Cargill est","Blue Cloud main",7511.536869,5,0,0,2022
"2850-57897","2850-57688","Cargill est","Boyer",11754.28006,5,0,0,2022
"2850-57897","2850-57612","Cargill est","Blue Cloud main",7511.536869,10,0,0,2022
"2850-57897","2850-57871","Cargill est","Blue Cloud main",7511.536869,6,0,0,2022
"2850-57897","2850-57685","Cargill est","Boyer",11754.28006,2,0,0,2022
"2850-57897","2850-57650","Cargill est","CHR",3994.085499,7,0,0,2022
"2850-57897","2850-57585","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2640-97331","Cargill est","CHR",3994.085499,8,0,0,2022
"2850-57897","2850-57649","Cargill est","CHR",3994.085499,8,0,0,2022
"2850-57897","2640-97358","Cargill est","CHR",3994.085499,7,0,0,2022
"2850-57897","2850-57736","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2850-57735","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2850-57571","Cargill est","CHR",3994.085499,4,0,0,2022
"2850-57897","2850-57667","Cargill est","Cathys est",11639.39045,1,0,0,2022
"2850-57897","2850-57588","Cargill est","CHR",3994.085499,4,0,0,2022
"2850-57897","2850-57652","Cargill est","CHR",3994.085499,6,0,0,2022
"2850-57897","2850-57746","Cargill est","CHR",3994.085499,7,0,0,2022
"2850-57897","2850-57656","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2850-57568","Cargill est","CHR",3994.085499,7,0,0,2022
"2850-57897","2850-57670","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2850-57730","Cargill est","CHR",3994.085499,9,0,0,2022
"2850-57897","2850-57583","Cargill est","CHR",3994.085499,8,0,0,2022
"2850-57897","2850-57883","Cargill est","CHR",3994.085499,8,0,0,2022
"2850-57897","2850-57846","Cargill est","CHR",3994.085499,6,0,0,2022
"2850-57897","2850-57879","Cargill est","CHR",3994.085499,8,0,0,2022
"2850-57897","2850-57654","Cargill est","CHR",3994.085499,4,0,0,2022
"2850-57897","2811-38984","Cargill est","CHR",3994.085499,7,0,0,2022
"2850-57897","2870-65003","Cargill est","CHR",3994.085499,5,0,0,2022
"2850-57897","2870-64909","Cargill est","CHR",3994.085499,4,0,0,2022
"2850-57897","2850-57648","Cargill est","CHR",3994.085499,4,0,0,2022
"2850-57897","2850-57853","Cargill est","Cooks",3008.036321,10,0,0,2022
"2850-57897","Cooks-13_UNS","Cargill est","Cooks",3008.036321,4,0,0,2022
"2850-57897","2850-57575","Cargill est","Cooks",3008.036321,4,0,0,2022
"2850-57897","2850-57672","Cargill est","Cooks",3008.036321,4,0,0,2022
"2850-57897","2850-57637","Cargill est","Cooks",3008.036321,1,0,0,2022
"2850-57897","2850-57609","Cargill est","Cooks",3008.036321,5,0,0,2022
"2850-57897","2850-57663","Cargill est","Cooks",3008.036321,7,0,0,2022
"2850-57897","2850-57700","Cargill est","Cooks",3008.036321,4,0,0,2022
"2850-57897","2850-57664","Cargill est","Cooks",3008.036321,3,0,0,2022
"2850-57897","2850-57661","Cargill est","Karens est",4131.537425,3,0,0,2022
"2850-57897","2811-83207","Cargill est","Dome House est",12792.2481,4,0,0,2022
"2850-57897","2850-57874","Cargill est","Make Believe",8934.417156,2,0,0,2022
"2850-57897","2850-57878","Cargill est","Make Believe",8934.417156,3,0,0,2022
"2850-57897","2850-57872","Cargill est","Make Believe",8934.417156,8,0,0,2022
"2850-57897","2640-97596","Cargill est","Make Believe",8934.417156,10,0,0,2022
"2850-57897","2850-57550","Cargill est","Mary Anns est",11471.65385,3,0,0,2022
"2850-57897","2850-57576","Cargill est","Make Believe",8934.417156,6,0,0,2022
"2850-57897","2850-57635","Cargill est","Make Believe",8934.417156,8,0,0,2022
"2850-57897","2850-57692","Cargill est","Martes est",12255.53493,6,0,0,2022
"2850-57897","2850-57640","Cargill est","McCauley est",6173.497873,6,0,0,2022
"2850-57897","2850-57753","Cargill est","McCauley est",6173.497873,4,0,0,2022
"2850-57897","2850-57698","Cargill est","Speedwell est",9727.873731,4,0,0,2022
"2850-57897","2850-57608","Cargill est","Urban Farm Girlz Sheep Shed",12884.12248,3,0,0,2022
"2850-57897","2850-57645","Cargill est","Struthers main",8676.920696,4,0,0,2022
"2850-57897","2850-57551","Cargill est","Struthers main",8676.920696,10,0,0,2022
"2850-57897","2850-57629","Cargill est","Urban Farm Girlz Sheep Shed",12884.12248,7,0,0,2022
"2850-57898","2850-57612","Grizz est","Blue Cloud main",5800.507097,10,0,0,2022
"2850-57898","2850-57572","Grizz est","Blue Cloud main",5800.507097,5,0,0,2022
"2850-57898","2850-57870","Grizz est","Blue Cloud Middle Shed",5861.833044,1,0,0,2022
"2850-57898","2850-57869","Grizz est","Blue Cloud main",5800.507097,6,0,0,2022
"2850-57898","2850-57650","Grizz est","CHR",9043.332152,7,0,0,2022
"2850-57898","2850-57871","Grizz est","Blue Cloud main",5800.507097,6,0,0,2022
"2850-57898","2850-57685","Grizz est","Boyer",7507.429375,2,0,0,2022
"2850-57898","2850-57585","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57688","Grizz est","Boyer",7507.429375,5,0,0,2022
"2850-57898","2850-57667","Grizz est","Cathys est",8653.598166,1,0,0,2022
"2850-57898","2850-57588","Grizz est","CHR",9043.332152,4,0,0,2022
"2850-57898","2640-97358","Grizz est","CHR",9043.332152,7,0,0,2022
"2850-57898","2640-97331","Grizz est","CHR",9043.332152,8,0,0,2022
"2850-57898","2850-57649","Grizz est","CHR",9043.332152,8,0,0,2022
"2850-57898","2850-57736","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57571","Grizz est","CHR",9043.332152,4,0,0,2022
"2850-57898","2850-57735","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57652","Grizz est","CHR",9043.332152,6,0,0,2022
"2850-57898","2850-57670","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57656","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57746","Grizz est","CHR",9043.332152,7,0,0,2022
"2850-57898","2850-57583","Grizz est","CHR",9043.332152,8,0,0,2022
"2850-57898","2811-38984","Grizz est","CHR",9043.332152,7,0,0,2022
"2850-57898","2850-57568","Grizz est","CHR",9043.332152,7,0,0,2022
"2850-57898","2850-57654","Grizz est","CHR",9043.332152,4,0,0,2022
"2850-57898","2850-57883","Grizz est","CHR",9043.332152,8,0,0,2022
"2850-57898","2850-57730","Grizz est","CHR",9043.332152,9,0,0,2022
"2850-57898","2850-57575","Grizz est","Cooks",12698.415,4,0,0,2022
"2850-57898","2850-57846","Grizz est","CHR",9043.332152,6,0,0,2022
"2850-57898","2850-57879","Grizz est","CHR",9043.332152,8,0,0,2022
"2850-57898","2870-64909","Grizz est","CHR",9043.332152,4,0,0,2022
"2850-57898","2850-57648","Grizz est","CHR",9043.332152,4,0,0,2022
"2850-57898","2870-65003","Grizz est","CHR",9043.332152,5,0,0,2022
"2850-57898","2850-57637","Grizz est","Cooks",12698.415,1,0,0,2022
"2850-57898","Cooks-13_UNS","Grizz est","Cooks",12698.415,4,0,0,2022
"2850-57898","2850-57609","Grizz est","Cooks",12698.415,5,0,0,2022
"2850-57898","2850-57672","Grizz est","Cooks",12698.415,4,0,0,2022
"2850-57898","2850-57664","Grizz est","Cooks",12698.415,3,0,0,2022
"2850-57898","2811-83207","Grizz est","Dome House est",7223.958438,4,0,0,2022
"2850-57898","2850-57663","Grizz est","Cooks",12698.415,7,0,0,2022
"2850-57898","2850-57700","Grizz est","Cooks",12698.415,4,0,0,2022
"2850-57898","2850-57576","Grizz est","Make Believe",9492.861087,6,0,0,2022
"2850-57898","2850-57853","Grizz est","Cooks",12698.415,10,0,0,2022
"2850-57898","2850-57661","Grizz est","Karens est",8552.232388,3,0,0,2022
"2850-57898","2850-57878","Grizz est","Make Believe",9492.861087,3,0,0,2022
"2850-57898","2850-57872","Grizz est","Make Believe",9492.861087,8,0,0,2022
"2850-57898","2850-57874","Grizz est","Make Believe",9492.861087,2,0,0,2022
"2850-57898","2850-57635","Grizz est","Make Believe",9492.861087,8,0,0,2022
"2850-57898","2640-97596","Grizz est","Make Believe",9492.861087,10,0,0,2022
"2850-57898","2850-57692","Grizz est","Martes est",7425.779049,6,0,0,2022
"2850-57898","2850-57698","Grizz est","Speedwell est",6358.273376,4,0,0,2022
"2850-57898","2850-57550","Grizz est","Mary Anns est",8680.242731,3,0,0,2022
"2850-57898","2850-57753","Grizz est","McCauley est",6124.898915,4,0,0,2022
"2850-57898","2850-57645","Grizz est","Struthers main",6153.837017,4,0,0,2022
"2850-57898","2850-57640","Grizz est","McCauley est",6124.898915,6,0,0,2022
"2850-57898","2850-57608","Grizz est","Urban Farm Girlz Sheep Shed",7121.089275,3,0,0,2022
"2850-57898","2850-57551","Grizz est","Struthers main",6153.837017,10,0,0,2022
"2850-57898","2850-57629","Grizz est","Urban Farm Girlz Sheep Shed",7121.089275,7,0,0,2022
"2870-64907","2850-57869","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2870-64907","2850-57612","CHR","Blue Cloud main",4098.901931,10,0,0,2022
"2870-64907","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2870-64907","2850-57572","CHR","Blue Cloud main",4098.901931,5,0,0,2022
"2870-64907","2850-57667","CHR","Cathys est",7669.293552,1,0,0,2022
"2870-64907","2850-57685","CHR","Boyer",7918.345849,2,0,0,2022
"2870-64907","2850-57870","CHR","Blue Cloud Middle Shed",4095.447993,1,0,0,2022
"2870-64907","2850-57871","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2870-64907","Cooks-13_UNS","CHR","Cooks",3998.148258,4,0,0,2022
"2870-64907","2850-57637","CHR","Cooks",3998.148258,1,0,0,2022
"2870-64907","2850-57609","CHR","Cooks",3998.148258,5,0,0,2022
"2870-64907","2850-57575","CHR","Cooks",3998.148258,4,0,0,2022
"2870-64907","2850-57672","CHR","Cooks",3998.148258,4,0,0,2022
"2870-64907","2850-57664","CHR","Cooks",3998.148258,3,0,0,2022
"2870-64907","2850-57663","CHR","Cooks",3998.148258,7,0,0,2022
"2870-64907","2850-57700","CHR","Cooks",3998.148258,4,0,0,2022
"2870-64907","2850-57853","CHR","Cooks",3998.148258,10,0,0,2022
"2870-64907","2850-57576","CHR","Make Believe",4912.593342,6,0,0,2022
"2870-64907","2850-57661","CHR","Karens est",472.2447997,3,0,0,2022
"2870-64907","2850-57874","CHR","Make Believe",4912.593342,2,0,0,2022
"2870-64907","2811-83207","CHR","Dome House est",9069.221045,4,0,0,2022
"2870-64907","2850-57878","CHR","Make Believe",4912.593342,3,0,0,2022
"2870-64907","2850-57872","CHR","Make Believe",4912.593342,8,0,0,2022
"2870-64907","2850-57635","CHR","Make Believe",4912.593342,8,0,0,2022
"2870-64907","2850-57550","CHR","Mary Anns est",7493.669043,3,0,0,2022
"2870-64907","2640-97596","CHR","Make Believe",4912.593342,10,0,0,2022
"2870-64907","2850-57698","CHR","Speedwell est",6015.097136,4,0,0,2022
"2870-64907","2850-57645","CHR","Struthers main",5026.901367,4,0,0,2022
"2870-64907","2850-57640","CHR","McCauley est",3047.854589,6,0,0,2022
"2870-64907","2850-57692","CHR","Martes est",8462.904111,6,0,0,2022
"2870-64907","2850-57753","CHR","McCauley est",3047.854589,4,0,0,2022
"2870-64907","2850-57551","CHR","Struthers main",5026.901367,10,0,0,2022
"2870-64907","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,7,0,0,2022
"2870-64907","2850-57608","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2022
"2870-64913","2850-57612","James Ditch est","Blue Cloud main",6228.244095,10,0,0,2022
"2870-64913","2850-57572","James Ditch est","Blue Cloud main",6228.244095,5,0,0,2022
"2870-64913","2850-57870","James Ditch est","Blue Cloud Middle Shed",6218.216346,1,0,0,2022
"2870-64913","2850-57585","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2850-57869","James Ditch est","Blue Cloud main",6228.244095,6,0,0,2022
"2870-64913","2850-57685","James Ditch est","Boyer",9722.906493,2,0,0,2022
"2870-64913","2850-57871","James Ditch est","Blue Cloud main",6228.244095,6,0,0,2022
"2870-64913","2850-57667","James Ditch est","Cathys est",9274.6531,1,0,0,2022
"2870-64913","2850-57688","James Ditch est","Boyer",9722.906493,5,0,0,2022
"2870-64913","2850-57736","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2640-97358","James Ditch est","CHR",2143.236081,7,0,0,2022
"2870-64913","2640-97331","James Ditch est","CHR",2143.236081,8,0,0,2022
"2870-64913","2850-57650","James Ditch est","CHR",2143.236081,7,0,0,2022
"2870-64913","2850-57652","James Ditch est","CHR",2143.236081,6,0,0,2022
"2870-64913","2850-57649","James Ditch est","CHR",2143.236081,8,0,0,2022
"2870-64913","2850-57588","James Ditch est","CHR",2143.236081,4,0,0,2022
"2870-64913","2850-57735","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2850-57670","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2850-57571","James Ditch est","CHR",2143.236081,4,0,0,2022
"2870-64913","2850-57730","James Ditch est","CHR",2143.236081,9,0,0,2022
"2870-64913","2850-57654","James Ditch est","CHR",2143.236081,4,0,0,2022
"2870-64913","2850-57746","James Ditch est","CHR",2143.236081,7,0,0,2022
"2870-64913","2850-57656","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2850-57883","James Ditch est","CHR",2143.236081,8,0,0,2022
"2870-64913","2811-38984","James Ditch est","CHR",2143.236081,7,0,0,2022
"2870-64913","2850-57583","James Ditch est","CHR",2143.236081,8,0,0,2022
"2870-64913","2850-57568","James Ditch est","CHR",2143.236081,7,0,0,2022
"2870-64913","2850-57879","James Ditch est","CHR",2143.236081,8,0,0,2022
"2870-64913","2850-57846","James Ditch est","CHR",2143.236081,6,0,0,2022
"2870-64913","2850-57648","James Ditch est","CHR",2143.236081,4,0,0,2022
"2870-64913","2870-65003","James Ditch est","CHR",2143.236081,5,0,0,2022
"2870-64913","2850-57575","James Ditch est","Cooks",2017.501613,4,0,0,2022
"2870-64913","2870-64909","James Ditch est","CHR",2143.236081,4,0,0,2022
"2870-64913","2850-57609","James Ditch est","Cooks",2017.501613,5,0,0,2022
"2870-64913","2850-57637","James Ditch est","Cooks",2017.501613,1,0,0,2022
"2870-64913","Cooks-13_UNS","James Ditch est","Cooks",2017.501613,4,0,0,2022
"2870-64913","2850-57664","James Ditch est","Cooks",2017.501613,3,0,0,2022
"2870-64913","2850-57700","James Ditch est","Cooks",2017.501613,4,0,0,2022
"2870-64913","2850-57853","James Ditch est","Cooks",2017.501613,10,0,0,2022
"2870-64913","2850-57672","James Ditch est","Cooks",2017.501613,4,0,0,2022
"2870-64913","2850-57874","James Ditch est","Make Believe",6138.261922,2,0,0,2022
"2870-64913","2850-57663","James Ditch est","Cooks",2017.501613,7,0,0,2022
"2870-64913","2850-57661","James Ditch est","Karens est",2629.104175,3,0,0,2022
"2870-64913","2850-57878","James Ditch est","Make Believe",6138.261922,3,0,0,2022
"2870-64913","2850-57692","James Ditch est","Martes est",10300.5454,6,0,0,2022
"2870-64913","2811-83207","James Ditch est","Dome House est",10957.13915,4,0,0,2022
"2870-64913","2850-57872","James Ditch est","Make Believe",6138.261922,8,0,0,2022
"2870-64913","2850-57576","James Ditch est","Make Believe",6138.261922,6,0,0,2022
"2870-64913","2640-97596","James Ditch est","Make Believe",6138.261922,10,0,0,2022
"2870-64913","2850-57635","James Ditch est","Make Believe",6138.261922,8,0,0,2022
"2870-64913","2850-57550","James Ditch est","Mary Anns est",9083.968334,3,0,0,2022
"2870-64913","2850-57640","James Ditch est","McCauley est",5227.320889,6,0,0,2022
"2870-64913","2850-57698","James Ditch est","Speedwell est",7966.221331,4,0,0,2022
"2870-64913","2850-57753","James Ditch est","McCauley est",5227.320889,4,0,0,2022
"2870-64913","2850-57608","James Ditch est","Urban Farm Girlz Sheep Shed",11089.55595,3,0,0,2022
"2870-64913","2850-57551","James Ditch est","Struthers main",7042.386822,10,0,0,2022
"2870-64913","2850-57645","James Ditch est","Struthers main",7042.386822,4,0,0,2022
"2870-64913","2850-57629","James Ditch est","Urban Farm Girlz Sheep Shed",11089.55595,7,0,0,2022
"2870-64918","2850-57572","Boyer","Blue Cloud main",4432.865572,5,0,0,2022
"2870-64918","2850-57612","Boyer","Blue Cloud main",4432.865572,10,0,0,2022
"2870-64918","2850-57869","Boyer","Blue Cloud main",4432.865572,6,0,0,2022
"2870-64918","2850-57870","Boyer","Blue Cloud Middle Shed",4398.19486,1,0,0,2022
"2870-64918","2850-57585","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57871","Boyer","Blue Cloud main",4432.865572,6,0,0,2022
"2870-64918","2850-57667","Boyer","Cathys est",1321.64081,1,0,0,2022
"2870-64918","2850-57650","Boyer","CHR",7918.345849,7,0,0,2022
"2870-64918","2640-97358","Boyer","CHR",7918.345849,7,0,0,2022
"2870-64918","2640-97331","Boyer","CHR",7918.345849,8,0,0,2022
"2870-64918","2850-57735","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57649","Boyer","CHR",7918.345849,8,0,0,2022
"2870-64918","2850-57746","Boyer","CHR",7918.345849,7,0,0,2022
"2870-64918","2850-57588","Boyer","CHR",7918.345849,4,0,0,2022
"2870-64918","2850-57736","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57571","Boyer","CHR",7918.345849,4,0,0,2022
"2870-64918","2850-57652","Boyer","CHR",7918.345849,6,0,0,2022
"2870-64918","2850-57568","Boyer","CHR",7918.345849,7,0,0,2022
"2870-64918","2850-57670","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57654","Boyer","CHR",7918.345849,4,0,0,2022
"2870-64918","2850-57656","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57730","Boyer","CHR",7918.345849,9,0,0,2022
"2870-64918","2850-57883","Boyer","CHR",7918.345849,8,0,0,2022
"2870-64918","2850-57583","Boyer","CHR",7918.345849,8,0,0,2022
"2870-64918","2811-38984","Boyer","CHR",7918.345849,7,0,0,2022
"2870-64918","2850-57846","Boyer","CHR",7918.345849,6,0,0,2022
"2870-64918","2850-57879","Boyer","CHR",7918.345849,8,0,0,2022
"2870-64918","2870-65003","Boyer","CHR",7918.345849,5,0,0,2022
"2870-64918","2850-57648","Boyer","CHR",7918.345849,4,0,0,2022
"2870-64918","2870-64909","Boyer","CHR",7918.345849,4,0,0,2022
"2870-64918","2850-57637","Boyer","Cooks",11757.49343,1,0,0,2022
"2870-64918","Cooks-13_UNS","Boyer","Cooks",11757.49343,4,0,0,2022
"2870-64918","2850-57575","Boyer","Cooks",11757.49343,4,0,0,2022
"2870-64918","2850-57609","Boyer","Cooks",11757.49343,5,0,0,2022
"2870-64918","2850-57672","Boyer","Cooks",11757.49343,4,0,0,2022
"2870-64918","2850-57663","Boyer","Cooks",11757.49343,7,0,0,2022
"2870-64918","2811-83207","Boyer","Dome House est",1354.445201,4,0,0,2022
"2870-64918","2850-57661","Boyer","Karens est",7670.061205,3,0,0,2022
"2870-64918","2850-57664","Boyer","Cooks",11757.49343,3,0,0,2022
"2870-64918","2850-57853","Boyer","Cooks",11757.49343,10,0,0,2022
"2870-64918","2850-57700","Boyer","Cooks",11757.49343,4,0,0,2022
"2870-64918","2850-57874","Boyer","Make Believe",4212.841149,2,0,0,2022
"2870-64918","2850-57635","Boyer","Make Believe",4212.841149,8,0,0,2022
"2870-64918","2850-57878","Boyer","Make Believe",4212.841149,3,0,0,2022
"2870-64918","2640-97596","Boyer","Make Believe",4212.841149,10,0,0,2022
"2870-64918","2850-57576","Boyer","Make Believe",4212.841149,6,0,0,2022
"2870-64918","2850-57872","Boyer","Make Believe",4212.841149,8,0,0,2022
"2870-64918","2850-57753","Boyer","McCauley est",5785.507539,4,0,0,2022
"2870-64918","2850-57640","Boyer","McCauley est",5785.507539,6,0,0,2022
"2870-64918","2850-57692","Boyer","Martes est",598.0563279,6,0,0,2022
"2870-64918","2850-57550","Boyer","Mary Anns est",1447.564134,3,0,0,2022
"2870-64918","2850-57645","Boyer","Struthers main",3150.777513,4,0,0,2022
"2870-64918","2850-57698","Boyer","Speedwell est",2103.892922,4,0,0,2022
"2870-64918","2850-57629","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,7,0,0,2022
"2870-64918","2850-57551","Boyer","Struthers main",3150.777513,10,0,0,2022
"2870-64918","2850-57608","Boyer","Urban Farm Girlz Sheep Shed",1535.559226,3,0,0,2022
"2870-65001","2850-57572","Schaaps","Blue Cloud main",6302.735018,5,0,0,2022
"2870-65001","2850-57869","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2870-65001","2850-57612","Schaaps","Blue Cloud main",6302.735018,10,0,0,2022
"2870-65001","2850-57870","Schaaps","Blue Cloud Middle Shed",6335.802989,1,0,0,2022
"2870-65001","2850-57871","Schaaps","Blue Cloud main",6302.735018,6,0,0,2022
"2870-65001","2850-57688","Schaaps","Boyer",5585.679033,5,0,0,2022
"2870-65001","2640-97331","Schaaps","CHR",10327.46931,8,0,0,2022
"2870-65001","2850-57585","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2850-57685","Schaaps","Boyer",5585.679033,2,0,0,2022
"2870-65001","2850-57736","Schaaps","CHR",10327.46931,5,0,0,2022
"2870-65001","2850-57667","Schaaps","Cathys est",6915.132474,1,0,0,2022
"2870-65001","2640-97358","Schaaps","CHR",10327.46931,7,0,0,2022
