"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","rest.SI.chr","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert"
"2850-57846","2850-57579","2850-57846_2850-57579","1","CHR","110","CHR-110",0,7,6.315668815,7,3,0.243727598566308,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57579","2850-57846_2850-57579","2","CHR","52","CHR-52",0,11,5.659255577,0,-18,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57580","2850-57846_2850-57580","2","CHR","52","CHR-52",0,7,8.14863654,0,-35,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57580","2850-57846_2850-57580","1","CHR","110","CHR-110",0,0,10.99316016,0,11,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57581","2850-57846_2850-57581","1","CHR","110","CHR-110",0,9,8.754085291,9,1,0.236559139784946,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57581","2850-57846_2850-57581","2","CHR","52","CHR-52",0,11,7.627019634,7,4,0.258064516129032,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57582","2850-57846_2850-57582","1","CHR","110","CHR-110",0,1,14.26919975,1,9,0.265232974910394,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57582","2850-57846_2850-57582","2","CHR","52","CHR-52",0,11,11.5167408,0,15,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57589","2850-57846_2850-57589","1","CHR","110","CHR-110",0,3,5.014249266,3,7,0.258064516129032,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57589","2850-57846_2850-57589","2","CHR","52","CHR-52",0,11,2.207924918,0,14,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57620","2850-57846_2850-57620","2","CHR","52","CHR-52",0,11,8.883945424,0,13,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57620","2850-57846_2850-57620","1","CHR","110","CHR-110",0,0,6.83427215,0,10,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57647","2850-57846_2850-57647","2","CHR","52","CHR-52",0,11,4.311943687,0,23,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57647","2850-57846_2850-57647","1","CHR","110","CHR-110",0,0,3.099674315,0,15,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57653","2850-57846_2850-57653","2","CHR","52","CHR-52",0,11,18.60651776,8,-3,0.254838709677419,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57653","2850-57846_2850-57653","1","CHR","110","CHR-110",0,0,14.19959013,0,10,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57669","2850-57846_2850-57669","2","CHR","52","CHR-52",0,11,6.082528644,11,0,0.258064516129032,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57669","2850-57846_2850-57669","1","CHR","110","CHR-110",0,0,4.31717865,0,10,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57671","2850-57846_2850-57671","2","CHR","52","CHR-52",0,11,13.80890721,0,-32,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57671","2850-57846_2850-57671","1","CHR","110","CHR-110",0,0,16.6309399,0,14,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57731","2850-57846_2850-57731","1","CHR","110","CHR-110",0,10,4.44740581,3,-8,0.258064516129032,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57731","2850-57846_2850-57731","2","CHR","52","CHR-52",0,11,7.941040523,5,-5,0.264516129032258,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57733","2850-57846_2850-57733","2","CHR","52","CHR-52",0,11,5.887045096,0,-11,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57733","2850-57846_2850-57733","1","CHR","110","CHR-110",0,0,8.704376326,0,35,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57742","2850-57846_2850-57742","1","CHR","110","CHR-110",1,10,0.08,10,0,0.268817204301075,"CHR_110_1",1,"wp",4,4,"yes"
"2850-57846","2850-57742","2850-57846_2850-57742","2","CHR","52","CHR-52",1,11,0.08,11,0,0.280645161290323,"CHR_52_2",1,"wp",1,2,"yes"
"2850-57846","2850-57744","2850-57846_2850-57744","2","CHR","52","CHR-52",0,11,9.59242211,0,24,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57744","2850-57846_2850-57744","1","CHR","110","CHR-110",0,0,12.33962681,0,18,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57745","2850-57846_2850-57745","1","CHR","110","CHR-110",0,5,14.58411522,5,5,0.25089605734767,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57745","2850-57846_2850-57745","2","CHR","52","CHR-52",0,11,16.07581658,3,-6,0.270967741935484,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57806","2850-57846_2850-57806","1","CHR","110","CHR-110",0,10,9.718855261,8,-3,0.240143369175627,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57806","2850-57846_2850-57806","2","CHR","52","CHR-52",0,12,12.48433777,8,3,0.254838709677419,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57808","2850-57846_2850-57808","1","CHR","110","CHR-110",0,10,6.502144006,8,-3,0.240143369175627,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57808","2850-57846_2850-57808","2","CHR","52","CHR-52",0,11,6.130364882,9,-1,0.251612903225806,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","2850-57881","2850-57846_2850-57881","1","CHR","110","CHR-110",0,8,9.52343924,8,2,0.240143369175627,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","2850-57881","2850-57846_2850-57881","2","CHR","52","CHR-52",0,11,9.461416016,0,13,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","unb-CHR-145","2850-57846_unb-CHR-145","2","CHR","52","CHR-52",0,11,20.29611092,0,-9,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","unb-CHR-145","2850-57846_unb-CHR-145","1","CHR","110","CHR-110",0,0,18.59541516,0,37,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","unb-CHR-76and12","2850-57846_unb-CHR-76and12","2","CHR","52","CHR-52",0,11,6.841886742,7,-3,0.258064516129032,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","unb-CHR-76and12","2850-57846_unb-CHR-76and12","1","CHR","110","CHR-110",0,0,7.822920552,0,17,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","unb-CHR-77","2850-57846_unb-CHR-77","1","CHR","110","CHR-110",0,10,10.03215791,3,-8,0.258064516129032,"CHR_110_1",1,NA,0,4,"no"
"2850-57846","unb-CHR-77","2850-57846_unb-CHR-77","2","CHR","52","CHR-52",0,11,12.63707064,7,-3,0.258064516129032,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","unb-CHR-7and9","2850-57846_unb-CHR-7and9","2","CHR","52","CHR-52",0,11,6.89421084,0,-13,0.280645161290323,"CHR_52_2",1,NA,0,2,"no"
"2850-57846","unb-CHR-7and9","2850-57846_unb-CHR-7and9","1","CHR","110","CHR-110",0,0,10.85899021,0,14,0.268817204301075,"CHR_110_1",1,NA,0,4,"no"
"2850-57853","2850-57557","2850-57853_2850-57557","1","Cooks","29","Cooks-29",0,9,8.358902715,9,2,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57557","2850-57853_2850-57557","2","Cooks","8","Cooks-8",0,0,6.253483515,0,-48,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57573","2850-57853_2850-57573","2","Cooks","8","Cooks-8",0,11,4.543875186,0,17,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57573","2850-57853_2850-57573","1","Cooks","29","Cooks-29",0,0,3.850689154,0,16,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57574","2850-57853_2850-57574","2","Cooks","8","Cooks-8",0,11,0.522365696,0,-30,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57574","2850-57853_2850-57574","1","Cooks","29","Cooks-29",0,0,2.651336676,0,20,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57633","2850-57853_2850-57633","1","Cooks","29","Cooks-29",0,1,7.269682798,1,10,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57633","2850-57853_2850-57633","2","Cooks","8","Cooks-8",0,11,4.29026688763636,7,4,NA,"Cooks_8_2",1,"ep_same",2,5,"yes"
"2850-57853","2850-57638","2850-57853_2850-57638","1","Cooks","29","Cooks-29",1,11,0.08,11,0,NA,"Cooks_29_1",1,"wp",2,5,"yes"
"2850-57853","2850-57638","2850-57853_2850-57638","2","Cooks","8","Cooks-8",1,11,0.08,11,0,NA,"Cooks_8_2",1,"wp",3,5,"yes"
"2850-57853","2850-57673","2850-57853_2850-57673","2","Cooks","8","Cooks-8",0,11,4.201284978,0,27,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57673","2850-57853_2850-57673","1","Cooks","29","Cooks-29",0,0,5.864879132,0,19,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57675","2850-57853_2850-57675","2","Cooks","8","Cooks-8",0,9,4.018942747,9,2,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57675","2850-57853_2850-57675","1","Cooks","29","Cooks-29",0,0,6.074091059,0,52,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2850-57676","2850-57853_2850-57676","2","Cooks","8","Cooks-8",0,11,1.716958193,0,-14,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2850-57676","2850-57853_2850-57676","1","Cooks","29","Cooks-29",0,0,3.888416622,0,36,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57853","2870-64915","2850-57853_2870-64915","2","Cooks","8","Cooks-8",0,7,5.760475577,7,4,NA,"Cooks_8_2",1,NA,0,5,"no"
"2850-57853","2870-64915","2850-57853_2870-64915","1","Cooks","29","Cooks-29",0,0,7.352727515,0,54,NA,"Cooks_29_1",1,NA,0,5,"no"
"2850-57869","2640-97548","2850-57869_2640-97548","1","Blue Cloud","4","Blue Cloud-4",0,8,5.758099624,0,-11,NA,"Blue Cloud_4_1",1,NA,0,2,"no"
"2850-57869","2640-97548","2850-57869_2640-97548","2","Blue Cloud","17","Blue Cloud-17",0,10,7.497781978,2,-9,NA,"Blue Cloud_17_2",1,NA,0,4,"no"
"2850-57869","2850-57614","2850-57869_2850-57614","1","Blue Cloud","4","Blue Cloud-4",0,8,4.72821041,2,-7,NA,"Blue Cloud_4_1",1,NA,0,2,"no"
"2850-57869","2850-57614","2850-57869_2850-57614","2","Blue Cloud","17","Blue Cloud-17",0,10,2.348651211,1,-9,NA,"Blue Cloud_17_2",1,NA,0,4,"no"
"2850-57869","2850-57659","2850-57869_2850-57659","1","Blue Cloud","4","Blue Cloud-4",1,8,0.08,8,0,NA,"Blue Cloud_4_1",1,NA,0,2,"no"
"2850-57869","2850-57659","2850-57869_2850-57659","2","Blue Cloud","17","Blue Cloud-17",1,10,0.08,10,0,NA,"Blue Cloud_17_2",1,"wp",2,4,"yes"
"2850-57871","2640-97548","2850-57871_2640-97548","1","Blue Cloud","22","Blue Cloud-22",0,9,5.485719357,7,-4,NA,"Blue Cloud_22_1",1,NA,0,2,"no"
"2850-57871","2640-97548","2850-57871_2640-97548","2","Blue Cloud","14","Blue Cloud-14",0,10,6.062382204,10,0,NA,"Blue Cloud_14_2",1,NA,0,4,"no"
"2850-57871","2850-57614","2850-57871_2850-57614","1","Blue Cloud","22","Blue Cloud-22",1,9,0.08,9,0,NA,"Blue Cloud_22_1",1,"wp",2,2,"yes"
"2850-57871","2850-57614","2850-57871_2850-57614","2","Blue Cloud","14","Blue Cloud-14",1,10,0.08,10,0,NA,"Blue Cloud_14_2",1,"wp",3,4,"yes"
"2850-57871","2850-57659","2850-57871_2850-57659","1","Blue Cloud","22","Blue Cloud-22",0,2,4.72821041,2,7,NA,"Blue Cloud_22_1",1,NA,0,2,"no"
"2850-57871","2850-57659","2850-57871_2850-57659","2","Blue Cloud","14","Blue Cloud-14",0,10,2.9836112883,1,9,NA,"Blue Cloud_14_2",1,NA,0,4,"no"
"2850-57872","2350-21085","2850-57872_2350-21085","1","Make Believe","26","Make Believe-26",0,10,4.235389899,0,-14,NA,"Make Believe_26_1",1,"ep_same",3,4,"yes"
"2850-57872","2350-21085","2850-57872_2350-21085","2","Make Believe","48","Make Believe-48",0,10,4.147107379,0,-14,NA,"Make Believe_48_2",1,NA,0,4,"no"
"2850-57872","2850-57518","2850-57872_2850-57518","1","Make Believe","26","Make Believe-26",0,10,8.124297081,9,-2,NA,"Make Believe_26_1",1,"ep_same",1,4,"yes"
"2850-57872","2850-57518","2850-57872_2850-57518","2","Make Believe","48","Make Believe-48",0,10,5.126020807,5,-5,NA,"Make Believe_48_2",1,NA,0,4,"no"
"2850-57872","2850-57668","2850-57872_2850-57668","1","Make Believe","26","Make Believe-26",0,9,5.088129173,9,1,NA,"Make Believe_26_1",1,NA,0,4,"no"
"2850-57872","2850-57668","2850-57872_2850-57668","2","Make Believe","48","Make Believe-48",0,10,9.283051844,10,-1,NA,"Make Believe_48_2",1,NA,0,4,"no"
"2850-57872","2850-57873","2850-57872_2850-57873","1","Make Believe","26","Make Believe-26",1,10,0.08,10,0,NA,"Make Believe_26_1",1,NA,0,4,"no"
"2850-57872","2850-57873","2850-57872_2850-57873","2","Make Believe","48","Make Believe-48",1,10,0.08,10,0,NA,"Make Believe_48_2",1,"wp",4,4,"yes"
"2850-57872","2850-57875","2850-57872_2850-57875","1","Make Believe","26","Make Believe-26",0,9,13.06797009,9,1,NA,"Make Believe_26_1",1,NA,0,4,"no"
"2850-57872","2850-57875","2850-57872_2850-57875","2","Make Believe","48","Make Believe-48",0,10,13.18317929,8,-3,NA,"Make Believe_48_2",1,NA,0,4,"no"
"2850-57872","2850-57877","2850-57872_2850-57877","2","Make Believe","48","Make Believe-48",0,8,10.7909041,0,-35,NA,"Make Believe_48_2",1,NA,0,4,"no"
"2850-57872","2850-57877","2850-57872_2850-57877","1","Make Believe","26","Make Believe-26",0,0,10.735051,0,15,NA,"Make Believe_26_1",1,NA,0,4,"no"
"2850-57874","2350-21085","2850-57874_2350-21085","1","Make Believe","8","Make Believe-8",0,10,17.2762774,0,-15,NA,"Make Believe_8_1",1,"ep_same",1,2,"yes"
"2850-57874","2850-57518","2850-57874_2850-57518","1","Make Believe","8","Make Believe-8",0,10,15.20151143,8,-3,NA,"Make Believe_8_1",1,NA,0,2,"no"
"2850-57874","2850-57668","2850-57874_2850-57668","1","Make Believe","8","Make Believe-8",0,10,8.086602378,10,0,NA,"Make Believe_8_1",1,NA,0,2,"no"
"2850-57874","2850-57873","2850-57874_2850-57873","1","Make Believe","8","Make Believe-8",0,10,13.06797009,9,-1,NA,"Make Believe_8_1",1,NA,0,2,"no"
"2850-57874","2850-57875","2850-57874_2850-57875","1","Make Believe","8","Make Believe-8",1,10,0.08,10,0,NA,"Make Believe_8_1",1,"wp",1,2,"yes"
"2850-57874","2850-57877","2850-57874_2850-57877","1","Make Believe","8","Make Believe-8",0,0,4.588970963,0,14,NA,"Make Believe_8_1",1,NA,0,2,"no"
"2850-57878","2350-21085","2850-57878_2350-21085","1","Make Believe","13","Make Believe-13",0,11,14.90668647,0,21,NA,"Make Believe_13_1",1,NA,0,3,"no"
"2850-57878","2850-57518","2850-57878_2850-57518","1","Make Believe","13","Make Believe-13",0,11,15.3033427,0,-17,NA,"Make Believe_13_1",1,NA,0,3,"no"
"2850-57878","2850-57668","2850-57878_2850-57668","1","Make Believe","13","Make Believe-13",0,11,5.791827141,0,-14,NA,"Make Believe_13_1",1,NA,0,3,"no"
"2850-57878","2850-57873","2850-57878_2850-57873","1","Make Believe","13","Make Believe-13",0,11,10.735051,0,-15,NA,"Make Believe_13_1",1,NA,0,3,"no"
"2850-57878","2850-57875","2850-57878_2850-57875","1","Make Believe","13","Make Believe-13",0,11,4.588970963,0,-14,NA,"Make Believe_13_1",1,NA,0,3,"no"
"2850-57878","2850-57877","2850-57878_2850-57877","1","Make Believe","13","Make Believe-13",1,11,0.08,11,0,NA,"Make Believe_13_1",1,"wp",3,3,"yes"
"2850-57879","2640-97588","2850-57879_2640-97588","1","CHR","112","CHR-112",0,11,11.55530626,0,-22,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2640-97588","2850-57879_2640-97588","2","CHR","112","CHR-112",0,11,11.55530626,0,-28,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2640-97589","2850-57879_2640-97589","1","CHR","112","CHR-112",0,11,0.210376542,0,-20,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2640-97589","2850-57879_2640-97589","2","CHR","112","CHR-112",0,11,0.210376542,0,-25,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2811-83208","2850-57879_2811-83208","1","CHR","112","CHR-112",0,11,16.66361176,5,-5,0.3,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2811-83208","2850-57879_2811-83208","2","CHR","112","CHR-112",0,11,16.66361176,0,-10,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57567","2850-57879_2850-57567","1","CHR","112","CHR-112",0,11,8.20278258,4,-7,0.303225806451613,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57567","2850-57879_2850-57567","2","CHR","112","CHR-112",0,0,8.20278258,0,-61,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57570","2850-57879_2850-57570","1","CHR","112","CHR-112",0,6,5.501847625,6,5,0.296774193548387,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57570","2850-57879_2850-57570","2","CHR","112","CHR-112",0,11,8.326762193,0,-29,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57577","2850-57879_2850-57577","1","CHR","112","CHR-112",0,6,13.3869908,6,5,0.296774193548387,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57577","2850-57879_2850-57577","2","CHR","112","CHR-112",0,11,14.0212532,11,0,0.119354838709677,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57578","2850-57879_2850-57578","1","CHR","112","CHR-112",0,10,2.683141701,10,1,0.283870967741935,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57578","2850-57879_2850-57578","2","CHR","112","CHR-112",0,11,2.683141701,7,-3,0.132258064516129,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57579","2850-57879_2850-57579","1","CHR","112","CHR-112",0,11,5.907321837,0,-12,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57579","2850-57879_2850-57579","2","CHR","112","CHR-112",0,1,7.47180793,0,-41,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57580","2850-57879_2850-57580","1","CHR","112","CHR-112",0,11,11.57698308,6,-4,0.296774193548387,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57580","2850-57879_2850-57580","2","CHR","112","CHR-112",0,0,11.57698308,0,-58,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57581","2850-57879_2850-57581","1","CHR","112","CHR-112",0,11,10.67389294,0,-14,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57581","2850-57879_2850-57581","2","CHR","112","CHR-112",0,11,12.61615031,0,-19,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57582","2850-57879_2850-57582","1","CHR","112","CHR-112",0,11,14.05566239,4,-6,0.303225806451613,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57582","2850-57879_2850-57582","2","CHR","112","CHR-112",0,11,13.65952644,3,-8,0.145161290322581,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57589","2850-57879_2850-57589","1","CHR","112","CHR-112",0,11,5.741055304,3,-8,0.306451612903226,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57589","2850-57879_2850-57589","2","CHR","112","CHR-112",0,11,7.603974661,1,-9,0.151612903225806,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57620","2850-57879_2850-57620","1","CHR","112","CHR-112",0,11,4.669147474,5,-5,0.3,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57620","2850-57879_2850-57620","2","CHR","112","CHR-112",0,11,4.669147474,0,-10,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57647","2850-57879_2850-57647","1","CHR","112","CHR-112",1,11,0.08,11,0,0.316129032258064,"CHR_112_1",1,"wp",2,4,"yes"
"2850-57879","2850-57647","2850-57879_2850-57647","2","CHR","112","CHR-112",1,11,0.08,11,0,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57653","2850-57879_2850-57653","1","CHR","112","CHR-112",0,11,12.6934362,5,-5,0.3,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57653","2850-57879_2850-57653","2","CHR","112","CHR-112",0,11,14.75912949,0,-26,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57669","2850-57879_2850-57669","1","CHR","112","CHR-112",0,11,1.843261856,6,-5,0.296774193548387,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57669","2850-57879_2850-57669","2","CHR","112","CHR-112",0,11,1.249984969,6,-5,0.135483870967742,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57671","2850-57879_2850-57671","1","CHR","112","CHR-112",0,11,16.72153987,10,-1,0.283870967741935,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57671","2850-57879_2850-57671","2","CHR","112","CHR-112",0,0,16.72153987,0,-55,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57731","2850-57879_2850-57731","1","CHR","112","CHR-112",0,11,1.783308813,0,-23,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57731","2850-57879_2850-57731","2","CHR","112","CHR-112",0,11,3.694681618,0,13,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57733","2850-57879_2850-57733","2","CHR","112","CHR-112",0,11,9.054214797,0,12,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57733","2850-57879_2850-57733","1","CHR","112","CHR-112",0,0,9.054214797,0,20,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57742","2850-57879_2850-57742","1","CHR","112","CHR-112",0,11,3.099674315,0,-15,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57742","2850-57879_2850-57742","2","CHR","112","CHR-112",0,11,4.311943687,0,-23,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57744","2850-57879_2850-57744","1","CHR","112","CHR-112",0,8,13.53171341,8,3,0.290322580645161,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57744","2850-57879_2850-57744","2","CHR","112","CHR-112",0,11,13.53171341,10,1,0.12258064516129,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57745","2850-57879_2850-57745","1","CHR","112","CHR-112",0,11,12.42611995,1,-10,0.312903225806452,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57745","2850-57879_2850-57745","2","CHR","112","CHR-112",0,11,11.82419288,0,-29,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57806","2850-57879_2850-57806","1","CHR","112","CHR-112",0,11,7.192032508,0,-18,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57806","2850-57879_2850-57806","2","CHR","112","CHR-112",0,11,8.702820146,0,-20,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57808","2850-57879_2850-57808","1","CHR","112","CHR-112",0,11,3.546625264,0,-18,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57808","2850-57879_2850-57808","2","CHR","112","CHR-112",0,11,3.77388294,0,-24,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","2850-57881","2850-57879_2850-57881","1","CHR","112","CHR-112",0,11,6.536178806,0,-13,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","2850-57881","2850-57879_2850-57881","2","CHR","112","CHR-112",0,11,6.62356231,0,-10,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","unb-CHR-145","2850-57879_unb-CHR-145","2","CHR","112","CHR-112",0,9,15.99821899,0,-32,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","unb-CHR-145","2850-57879_unb-CHR-145","1","CHR","112","CHR-112",0,0,15.99821899,0,22,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","unb-CHR-76and12","2850-57879_unb-CHR-76and12","1","CHR","112","CHR-112",0,9,8.868541882,9,2,0.287096774193548,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","unb-CHR-76and12","2850-57879_unb-CHR-76and12","2","CHR","112","CHR-112",0,11,10.75943229,0,-26,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","unb-CHR-77","2850-57879_unb-CHR-77","1","CHR","112","CHR-112",0,11,8.914578166,0,-23,0.316129032258064,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","unb-CHR-77","2850-57879_unb-CHR-77","2","CHR","112","CHR-112",0,11,8.914578166,0,-26,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57879","unb-CHR-7and9","2850-57879_unb-CHR-7and9","1","CHR","112","CHR-112",0,11,10.95717904,10,-1,0.283870967741935,"CHR_112_1",1,NA,0,4,"no"
"2850-57879","unb-CHR-7and9","2850-57879_unb-CHR-7and9","2","CHR","112","CHR-112",0,6,9.548498998,0,-36,0.154838709677419,"CHR_112_2",1,NA,0,4,"no"
"2850-57883","2640-97588","2850-57883_2640-97588","1","CHR","99","CHR-99",0,11,9.910183806,0,-23,0.293548387096774,"CHR_99_1",1,NA,0,4,"no"
"2850-57883","2640-97588","2850-57883_2640-97588","2","CHR","99","CHR-99",0,10,9.910183806,0,-25,0.193548387096774,"CHR_99_2",1,NA,0,4,"no"
"2850-57883","2640-97589","2850-57883_2640-97589","1","CHR","99","CHR-99",0,11,2.609073064,0,-21,0.293548387096774,"CHR_99_1",1,NA,0,4,"no"
"2850-57883","2640-97589","2850-57883_2640-97589","2","CHR","99","CHR-99",0,10,2.609073064,0,-22,0.193548387096774,"CHR_99_2",1,"ep_same",2,4,"yes"
"2850-57883","2811-83208","2850-57883_2811-83208","1","CHR","99","CHR-99",0,11,18.78723311,4,-6,0.280645161290323,"CHR_99_1",1,NA,0,4,"no"
"2850-57883","2811-83208","2850-57883_2811-83208","2","CHR","99","CHR-99",0,10,18.78723311,3,-7,0.182795698924731,"CHR_99_2",1,NA,0,4,"no"
"2850-57883","2850-57567","2850-57883_2850-57567","1","CHR","99","CHR-99",0,11,6.959151179,3,-8,0.283870967741935,"CHR_99_1",1,NA,0,4,"no"
