"","Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"63466","CO_57635","CO_83292",0.319,0.542,0.139,0.41,55455,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2811-83292","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"63467","CO_57635","CO_33662",0.272,0.586,0.141,0.434,61416,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2881-33662","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"63471","CO_57635","CO_83293",0.245,0.644,0.111,0.433,57267,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2811-83293","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"63473","CO_57635","CO_33663",0.276,0.596,0.128,0.426,56774,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2881-33663","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"63487","CO_57635","CO_33664",0.267,0.626,0.107,0.42,60124,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2881-33664","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"63489","CO_57635","CO_33665",0.249,0.659,0.092,0.422,64019,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2881-33665","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"63801","CO_97596","CO_83085",0.312,0.562,0.126,0.407,52695,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2811-83085","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"63802","CO_97596","CO_33622",0.297,0.604,0.099,0.401,56105,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2881-33622","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"63806","CO_97596","CO_33623",0.304,0.573,0.124,0.41,56691,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2881-33623","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"63808","CO_97596","CO_33625",0.255,0.642,0.103,0.424,59267,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2881-33625","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"63809","CO_97596","CO_33624",0.296,0.565,0.138,0.421,59154,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2881-33624","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"63810","CO_97596","CO_83087",0.315,0.552,0.133,0.409,50815,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2811-83087","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"63813","CO_97596","CO_83086",0.329,0.532,0.14,0.405,52147,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2811-83086","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"63814","CO_97596","CO_83088",0.276,0.635,0.09,0.407,57673,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2811-83088","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"63826","CO_97596","CO_33626",0.311,0.552,0.137,0.413,54729,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2881-33626","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"63836","CO_97596","CO_83089",0.295,0.607,0.099,0.402,53293,"2640-97596","Make Believe","mom","MakeBelieve-73",NA,NA,NA,"2811-83089","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"64139","CO_57692","CO_83311",0.238,0.647,0.115,0.439,61292,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"2811-83311","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"64150","CO_57692","CO_83310",0.282,0.597,0.121,0.42,62688,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"2811-83310","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"64153","CO_57692","CO_33670",0.29,0.565,0.145,0.428,55354,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"2881-33670","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"64156","CO_57692","CO_33671",0.268,0.625,0.107,0.42,61025,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"2881-33671","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"64157","CO_57692","CO_33672",0.27,0.611,0.119,0.425,62688,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"2881-33672","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"64159","CO_57692","CO_T012",0.305,0.547,0.149,0.422,52132,"2850-57692","Marte's","mom","Marty-01",NA,NA,NA,"T012","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"64499","CO_57550","CO_33700",0.278,0.589,0.132,0.427,57251,"2850-57550","Mary Ann's","mom","MaryAnns-01",NA,NA,NA,"2881-33700","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"64506","CO_57550","CO_T005",0.251,0.646,0.104,0.426,56203,"2850-57550","Mary Ann's","mom","MaryAnns-01",NA,NA,NA,"T005","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"64508","CO_57550","CO_T004",0.289,0.612,0.1,0.405,59692,"2850-57550","Mary Ann's","mom","MaryAnns-01",NA,NA,NA,"T004","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"64819","CO_57640","CO_33635",0.273,0.635,0.092,0.41,61544,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-33635","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"64823","CO_57640","CO_34010",0.258,0.624,0.119,0.43,62601,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-34010","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"64826","CO_57640","CO_33633",0.275,0.61,0.115,0.42,61907,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-33633","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"64827","CO_57640","CO_33634",0.272,0.631,0.097,0.413,65648,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-33634","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"64831","CO_57640","CO_34011",0.247,0.642,0.111,0.432,58497,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-34011","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"64834","CO_57640","CO_33636",0.256,0.659,0.085,0.414,63451,"2850-57640","McCauley","mom","McCauley-01",NA,NA,NA,"2881-33636","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"65159","CO_57753","CO_33673",0.29,0.572,0.139,0.424,56697,"2850-57753","McCauley","mom","McCauley-04",NA,NA,NA,"2881-33673","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"65165","CO_57753","CO_33674",0.235,0.69,0.075,0.42,57709,"2850-57753","McCauley","mom","McCauley-04",NA,NA,NA,"2881-33674","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"65167","CO_57753","CO_33675",0.295,0.575,0.13,0.418,55024,"2850-57753","McCauley","mom","McCauley-04",NA,NA,NA,"2881-33675","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"65173","CO_57753","CO_33676",0.267,0.622,0.111,0.422,63880,"2850-57753","McCauley","mom","McCauley-04",NA,NA,NA,"2881-33676","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"65817","CO_57698","CO_34051",0.296,0.593,0.111,0.407,59643,"2850-57698","Speedwell","mom","Speedwell-01",NA,NA,NA,"2881-34051","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"65833","CO_57698","CO_34052",0.288,0.592,0.12,0.416,56845,"2850-57698","Speedwell","mom","Speedwell-01",NA,NA,NA,"2881-34052","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"65834","CO_57698","CO_34053",0.298,0.562,0.14,0.421,58926,"2850-57698","Speedwell","mom","Speedwell-01",NA,NA,NA,"2881-34053","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"65841","CO_57698","CO_34054",0.305,0.562,0.134,0.415,59443,"2850-57698","Speedwell","mom","Speedwell-01",NA,NA,NA,"2881-34054","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"66155","CO_57645","CO_33688",0.269,0.627,0.104,0.417,63538,"2850-57645","Struthers","mom","Struthers-03",NA,NA,NA,"2881-33688","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"66158","CO_57645","CO_33689",0.274,0.606,0.12,0.423,62185,"2850-57645","Struthers","mom","Struthers-03",NA,NA,NA,"2881-33689","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"66165","CO_57645","CO_33690",0.247,0.655,0.098,0.425,64159,"2850-57645","Struthers","mom","Struthers-03",NA,NA,NA,"2881-33690","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"66166","CO_57645","CO_33691",0.249,0.659,0.092,0.422,62123,"2850-57645","Struthers","mom","Struthers-03",NA,NA,NA,"2881-33691","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"66429","CO_57551","CO_83127",0.839,0.074,0.087,0.124,55682,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83127","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"66439","CO_57551","CO_83128",0.763,0.148,0.088,0.163,59625,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83128","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"66442","CO_57551","CO_83129",0.767,0.137,0.097,0.165,51633,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83129","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"66482","CO_57551","CO_34046",0.334,0.545,0.121,0.393,57254,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2881-34046","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"66483","CO_57551","CO_34047",0.34,0.538,0.122,0.391,61396,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2881-34047","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"66484","CO_57551","CO_83056",0.357,0.499,0.144,0.394,58998,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83056","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"66485","CO_57551","CO_83060",0.359,0.493,0.148,0.394,57107,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83060","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"66489","CO_57551","CO_34048",0.285,0.61,0.105,0.41,61354,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2881-34048","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"66490","CO_57551","CO_34050",0.337,0.536,0.127,0.395,55215,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2881-34050","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"66493","CO_57551","CO_83059",0.328,0.557,0.116,0.394,59069,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83059","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"66494","CO_57551","CO_83057",0.334,0.51,0.157,0.411,52839,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83057","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"66495","CO_57551","CO_83058",0.289,0.613,0.098,0.404,60020,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2811-83058","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"66503","CO_57551","CO_34049",0.397,0.43,0.173,0.388,50774,"2850-57551","Struthers","mom","Struthers-10",NA,NA,NA,"2881-34049","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"66823","CO_57608","CO_83098",0.272,0.617,0.111,0.419,64130,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83098","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"66825","CO_57608","CO_83100",0.263,0.607,0.13,0.434,60775,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83100","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"66830","CO_57608","CO_83099",0.308,0.547,0.145,0.418,57704,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83099","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"67150","CO_57629","CO_33601",0.258,0.651,0.091,0.417,62641,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33601","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"67151","CO_57629","CO_33602",0.252,0.652,0.096,0.422,66543,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33602","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"67152","CO_57629","CO_33686",0.238,0.668,0.095,0.429,62532,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33686","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"67153","CO_57629","CO_33603",0.219,0.706,0.075,0.428,66385,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33603","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"67156","CO_57629","CO_33684",0.246,0.659,0.095,0.424,61264,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33684","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"67157","CO_57629","CO_33687",0.262,0.619,0.119,0.429,62897,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33687","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"67158","CO_57629","CO_33685",0.284,0.598,0.118,0.417,63072,"2850-57629","Urban Farm Girlz","mom","UrbanFarm-08",NA,NA,NA,"2881-33685","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
