"","Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"25324","CO_57662","CO_34086",0.328,0.486,0.185,0.428,50268,"2850-57662","Karen's","dad","Karens-01",NA,NA,NA,"2881-34086","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"25333","CO_57662","CO_34087",0.314,0.531,0.154,0.42,58926,"2850-57662","Karen's","dad","Karens-01",NA,NA,NA,"2881-34087","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"25758","CO_57875","CO_83291",0.351,0.471,0.179,0.414,51135,"2850-57875","Make Believe","dad","MakeBelieve-08",NA,NA,NA,"2811-83291","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"26202","CO_57877","CO_83128",0.377,0.448,0.175,0.399,51834,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2811-83128","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"26206","CO_57877","CO_83129",0.33,0.49,0.18,0.425,45056,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2811-83129","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"26207","CO_57877","CO_83127",0.349,0.491,0.161,0.406,48368,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2811-83127","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"26254","CO_57877","CO_83060",0.765,0.171,0.064,0.15,49781,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2811-83060","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"26257","CO_57877","CO_34048",0.793,0.148,0.059,0.133,53374,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2881-34048","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"26262","CO_57877","CO_34047",0.751,0.191,0.057,0.153,53299,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2881-34047","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"26273","CO_57877","CO_34049",0.797,0.137,0.066,0.135,44215,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2881-34049","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"26280","CO_57877","CO_83057",0.814,0.124,0.062,0.124,45920,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA,"2811-83057","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"26417","CO_57518","CO_83438",0.627,0.265,0.108,0.24,56860,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83438","CHR","kid","CHR-004",4,2,"CHR_4_2"
"26611","CO_57518","CO_33648",0.598,0.301,0.101,0.251,58039,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2881-33648","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"26619","CO_57518","CO_33650",0.791,0.167,0.042,0.125,59401,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2881-33650","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"26634","CO_57518","CO_33646",0.284,0.607,0.109,0.412,61256,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2881-33646","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"26635","CO_57518","CO_83254",0.297,0.559,0.143,0.423,55146,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83254","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"26636","CO_57518","CO_83282",0.78,0.113,0.107,0.164,51341,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83282","Dome House","kid","DomeHouse-01",1,1,"Dome House_1_1"
"26639","CO_57518","CO_83257",0.314,0.548,0.139,0.412,56080,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83257","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"26641","CO_57518","CO_83285",0.242,0.698,0.06,0.409,62615,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83285","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"26642","CO_57518","CO_83292",0.303,0.556,0.141,0.419,55062,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83292","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"26645","CO_57518","CO_83256",0.302,0.557,0.141,0.419,56138,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2811-83256","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"26647","CO_57518","CO_33647",0.282,0.592,0.127,0.422,55934,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA,"2881-33647","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"27070","CO_57873","CO_33669",0.293,0.565,0.142,0.425,47209,"2850-57873","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-33669","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"27073","CO_57873","CO_33668",0.28,0.601,0.119,0.42,52733,"2850-57873","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-33668","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"27085","CO_57873","CO_33666",0.28,0.587,0.133,0.427,50664,"2850-57873","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-33666","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"27089","CO_57873","CO_33667",0.293,0.583,0.123,0.415,50556,"2850-57873","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-33667","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"27441","CO_57668","CO_34061",0.885,0.017,0.099,0.107,51122,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2881-34061","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"27462","CO_57668","CO_34062",0.766,0.178,0.056,0.145,48787,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2881-34062","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"27465","CO_57668","CO_34060",0.811,0.097,0.092,0.141,52609,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2881-34060","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"27473","CO_57668","CO_34063",0.85,0.081,0.068,0.109,53604,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2881-34063","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"27513","CO_57668","CO_83294",0.295,0.576,0.13,0.418,56905,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2811-83294","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"27514","CO_57668","CO_83293",0.298,0.562,0.14,0.421,54224,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2811-83293","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"27515","CO_57668","CO_33662",0.285,0.581,0.134,0.424,58232,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA,"2881-33662","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"28774","CO_21085","CO_83255",0.32,0.568,0.112,0.396,61563,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83255","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"28780","CO_21085","CO_83290",0.352,0.52,0.128,0.388,52816,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83290","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"28787","CO_21085","CO_83286",0.315,0.569,0.115,0.4,61032,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83286","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"28789","CO_21085","CO_83283",0.317,0.569,0.113,0.398,58684,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83283","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"28790","CO_21085","CO_83086",0.348,0.496,0.156,0.404,51374,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83086","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"28792","CO_21085","CO_83085",0.367,0.486,0.147,0.39,51861,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83085","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"28793","CO_21085","CO_33663",0.342,0.501,0.156,0.407,55766,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2881-33663","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"28794","CO_21085","CO_33665",0.295,0.604,0.101,0.403,62653,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2881-33665","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"28795","CO_21085","CO_83295",0.331,0.515,0.153,0.411,54481,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83295","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"28796","CO_21085","CO_83088",0.325,0.557,0.118,0.397,56648,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83088","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"28797","CO_21085","CO_83284",0.36,0.467,0.173,0.406,52586,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83284","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"28801","CO_21085","CO_33664",0.324,0.541,0.135,0.405,58801,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2881-33664","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"28806","CO_21085","CO_83089",0.347,0.492,0.161,0.407,52429,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83089","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"28807","CO_21085","CO_83087",0.384,0.45,0.166,0.391,50119,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2811-83087","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"28812","CO_21085","CO_33626",0.343,0.532,0.125,0.391,53776,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2881-33626","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"28814","CO_21085","CO_33622",0.345,0.529,0.127,0.391,55043,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA,"2881-33622","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"29231","CO_57691","CO_33672",0.308,0.543,0.149,0.421,54126,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"2881-33672","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"29232","CO_57691","CO_83310",0.32,0.534,0.147,0.414,54021,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"2811-83310","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"29238","CO_57691","CO_83311",0.326,0.518,0.156,0.415,52878,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"2811-83311","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"29244","CO_57691","CO_33671",0.292,0.583,0.125,0.417,52673,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"2881-33671","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"29254","CO_57691","CO_T012",0.318,0.518,0.165,0.423,44987,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"T012","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"29257","CO_57691","CO_33670",0.337,0.486,0.177,0.42,47786,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA,"2881-33670","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"29662","CO_64916","CO_33700",0.248,0.634,0.118,0.435,64824,"2870-64916","Mary Ann's","dad","MaryAnns-01",NA,NA,NA,"2881-33700","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"29668","CO_64916","CO_T004",0.271,0.628,0.101,0.415,67903,"2870-64916","Mary Ann's","dad","MaryAnns-01",NA,NA,NA,"T004","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"29675","CO_64916","CO_T005",0.267,0.638,0.095,0.414,63959,"2870-64916","Mary Ann's","dad","MaryAnns-01",NA,NA,NA,"T005","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"30106","CO_57639","CO_34011",0.205,0.714,0.081,0.438,60904,"2850-57639","McCauley","dad","McCauley-01",NA,NA,NA,"2881-34011","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"30107","CO_57639","CO_34010",0.24,0.663,0.096,0.428,65206,"2850-57639","McCauley","dad","McCauley-01",NA,NA,NA,"2881-34010","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"30506","CO_57752","CO_33636",0.24,0.664,0.096,0.428,59611,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33636","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"30515","CO_57752","CO_33633",0.281,0.612,0.107,0.413,58190,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33633","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"30518","CO_57752","CO_33634",0.268,0.624,0.107,0.42,61662,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33634","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"30524","CO_57752","CO_33676",0.234,0.693,0.073,0.42,61016,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33676","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"30525","CO_57752","CO_33674",0.291,0.578,0.131,0.42,54978,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33674","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"30526","CO_57752","CO_33673",0.302,0.562,0.136,0.417,54105,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33673","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"30531","CO_57752","CO_33635",0.269,0.629,0.102,0.416,57793,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33635","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"30533","CO_57752","CO_33675",0.298,0.575,0.127,0.414,52607,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA,"2881-33675","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"31563","CO_57587","CO_34097",0.303,0.567,0.129,0.413,58015,"2850-57587","CHR","dad","none",NA,NA,NA,"2881-34097","CHR","kid","CHR-029",27,2,"CHR_27_2"
"32137","CO_57593","CO_34061",0.837,0.108,0.055,0.109,52758,"2850-57593","Mayas","dad","none",NA,NA,NA,"2881-34061","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"34217","CO_57619","CO_83073",0.371,0.446,0.182,0.405,52762,"2850-57619","Reinarz","dad","none",NA,NA,NA,"2811-83073","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"34218","CO_57619","CO_83072",0.351,0.471,0.179,0.414,55407,"2850-57619","Reinarz","dad","none",NA,NA,NA,"2811-83072","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"34854","CO_57665","CO_83143",0.868,0.062,0.07,0.101,57706,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83143","CHR","kid","CHR-011",101,2,"CHR_101_2"
"34864","CO_57665","CO_83144",0.803,0.144,0.053,0.125,64502,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83144","CHR","kid","CHR-011",101,2,"CHR_101_2"
"34874","CO_57665","CO_83145",0.818,0.129,0.053,0.117,55956,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83145","CHR","kid","CHR-011",101,2,"CHR_101_2"
"34917","CO_57665","CO_34015",0.835,0.107,0.058,0.112,54316,"2850-57665","Cooks","dad","none",NA,NA,NA,"2881-34015","CHR","kid","CHR-066",66,1,"CHR_66_1"
"34933","CO_57665","CO_83078",0.7,0.202,0.098,0.199,54530,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83078","CHR","kid","CHR-093",93,1,"CHR_93_1"
"34939","CO_57665","CO_34073",0.678,0.267,0.054,0.188,57479,"2850-57665","Cooks","dad","none",NA,NA,NA,"2881-34073","CHR","kid","CHR-093",93,2,"CHR_93_2"
"34940","CO_57665","CO_83304",0.811,0.152,0.037,0.113,57234,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83304","CHR","kid","CHR-096",96,1,"CHR_96_1"
"34941","CO_57665","CO_34071",0.575,0.308,0.117,0.271,50227,"2850-57665","Cooks","dad","none",NA,NA,NA,"2881-34071","CHR","kid","CHR-093",93,2,"CHR_93_2"
"34942","CO_57665","CO_83320",0.875,0.047,0.077,0.101,54695,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83320","CHR","kid","CHR-096",96,2,"CHR_96_2"
"34943","CO_57665","CO_83077",0.669,0.197,0.134,0.233,52400,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83077","CHR","kid","CHR-093",93,1,"CHR_93_1"
"34944","CO_57665","CO_83076",0.666,0.232,0.102,0.218,60144,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83076","CHR","kid","CHR-093",93,1,"CHR_93_1"
"34947","CO_57665","CO_34074",0.69,0.215,0.095,0.202,51892,"2850-57665","Cooks","dad","none",NA,NA,NA,"2881-34074","CHR","kid","CHR-093",93,2,"CHR_93_2"
"34948","CO_57665","CO_34072",0.724,0.204,0.072,0.174,53280,"2850-57665","Cooks","dad","none",NA,NA,NA,"2881-34072","CHR","kid","CHR-093",93,2,"CHR_93_2"
"34955","CO_57665","CO_83322",0.796,0.151,0.053,0.128,60647,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83322","CHR","kid","CHR-096",96,2,"CHR_96_2"
"34960","CO_57665","CO_83074",0.71,0.201,0.089,0.189,48140,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83074","CHR","kid","CHR-093",93,1,"CHR_93_1"
"34962","CO_57665","CO_T001",0.831,0.099,0.07,0.119,54126,"2850-57665","Cooks","dad","none",NA,NA,NA,"T001","CHR","kid","CHR-096",96,1,"CHR_96_1"
"34968","CO_57665","CO_83075",0.742,0.196,0.062,0.16,53971,"2850-57665","Cooks","dad","none",NA,NA,NA,"2811-83075","CHR","kid","CHR-093",93,1,"CHR_93_1"
"35476","CO_57677","CO_83294",0.789,0.154,0.057,0.134,67513,"2850-57677","Mayas","dad","none",NA,NA,NA,"2811-83294","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"35485","CO_57677","CO_83293",0.839,0.097,0.064,0.113,64375,"2850-57677","Mayas","dad","none",NA,NA,NA,"2811-83293","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"35822","CO_57678","CO_34027",0.667,0.301,0.032,0.182,59695,"2850-57678","Mayas","dad","none",NA,NA,NA,"2881-34027","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"35837","CO_57678","CO_34026",0.711,0.2,0.089,0.189,55803,"2850-57678","Mayas","dad","none",NA,NA,NA,"2881-34026","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"35880","CO_57678","CO_34086",0.764,0.113,0.123,0.179,48249,"2850-57678","Mayas","dad","none",NA,NA,NA,"2881-34086","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"35885","CO_57678","CO_34085",0.565,0.328,0.107,0.271,57479,"2850-57678","Mayas","dad","none",NA,NA,NA,"2881-34085","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"35888","CO_57678","CO_34087",0.474,0.441,0.085,0.305,56471,"2850-57678","Mayas","dad","none",NA,NA,NA,"2881-34087","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"36053","CO_57679","CO_33627",0.294,0.576,0.13,0.418,62500,"2850-57679","Starlight","dad","none",NA,NA,NA,"2881-33627","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"37307","CO_57690","CO_83244",0.747,0.075,0.178,0.215,44956,"2850-57690","Plumbumpy","dad","none",NA,NA,NA,"2811-83244","CHR","kid","CHR-025",25,1,"CHR_25_1"
"37310","CO_57690","CO_83241",0.68,0.168,0.152,0.236,48911,"2850-57690","Plumbumpy","dad","none",NA,NA,NA,"2811-83241","CHR","kid","CHR-025",25,1,"CHR_25_1"
"37317","CO_57690","CO_33656",0.701,0.234,0.065,0.182,54705,"2850-57690","Plumbumpy","dad","none",NA,NA,NA,"2881-33656","CHR","kid","CHR-025",95,2,"CHR_95_2"
"37341","CO_57690","CO_33657",0.846,0.064,0.09,0.122,51951,"2850-57690","Plumbumpy","dad","none",NA,NA,NA,"2881-33657","CHR","kid","CHR-025",95,2,"CHR_95_2"
"38653","CO_57697","CO_83432",0.732,0.179,0.089,0.179,60449,"2850-57697","Grizz","dad","none",NA,NA,NA,"2811-83432","CHR","kid","CHR-133",133,1,"CHR_133_1"
"39780","CO_57889","CO_34084",0.254,0.62,0.127,0.436,61736,"2850-57889","Mayas","dad","none",NA,NA,NA,"2881-34084","CHR","kid","CHR-045",45,2,"CHR_45_2"
"39781","CO_57889","CO_34082",0.246,0.639,0.115,0.435,63299,"2850-57889","Mayas","dad","none",NA,NA,NA,"2881-34082","CHR","kid","CHR-045",45,2,"CHR_45_2"
"41857","CO_64907","CO_83432",0.324,0.521,0.155,0.415,53183,"2870-64907","CHR","dad","none",NA,NA,NA,"2811-83432","CHR","kid","CHR-133",133,1,"CHR_133_1"
"44062","CO_57699","CO_83141",0.695,0.238,0.067,0.186,56187,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2811-83141","Cathy's","kid","Cathys-02",2,2,"Cathy's_2_2"
"44322","CO_57699","CO_33601",0.627,0.281,0.091,0.232,58223,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-33601","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"44324","CO_57699","CO_33602",0.646,0.281,0.073,0.213,61831,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-33602","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"44327","CO_57699","CO_34051",0.3,0.553,0.147,0.423,56085,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-34051","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"44329","CO_57699","CO_34054",0.299,0.553,0.148,0.425,55906,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-34054","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"44343","CO_57699","CO_33686",0.685,0.232,0.083,0.199,58101,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-33686","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"44351","CO_57699","CO_33603",0.689,0.228,0.083,0.197,61663,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA,"2881-33603","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"45093","CO_57552","CO_34047",0.313,0.563,0.124,0.405,65543,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2881-34047","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"45095","CO_57552","CO_83058",0.288,0.606,0.106,0.409,64232,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2811-83058","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"45096","CO_57552","CO_83056",0.321,0.561,0.117,0.398,63173,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2811-83056","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"45097","CO_57552","CO_83059",0.315,0.562,0.123,0.404,63173,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2811-83059","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"45100","CO_57552","CO_83060",0.322,0.556,0.122,0.4,61033,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2811-83060","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"45103","CO_57552","CO_34048",0.31,0.571,0.12,0.405,65549,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2881-34048","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"45104","CO_57552","CO_34050",0.338,0.514,0.148,0.405,59050,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2881-34050","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"45114","CO_57552","CO_34046",0.331,0.542,0.127,0.398,61135,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA,"2881-34046","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"45502","CO_57899","CO_83100",0.31,0.549,0.14,0.415,56039,"2850-57899","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-83100","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"45509","CO_57899","CO_83099",0.334,0.485,0.181,0.423,53270,"2850-57899","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-83099","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"45593","CO_57868","CO_83141",0.644,0.288,0.069,0.212,59897,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2811-83141","Cathy's","kid","Cathys-02",2,2,"Cathy's_2_2"
"45864","CO_57868","CO_34051",0.638,0.278,0.085,0.223,59632,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-34051","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"45869","CO_57868","CO_34054",0.713,0.213,0.074,0.181,59531,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-34054","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"45882","CO_57868","CO_33602",0.251,0.662,0.087,0.418,65828,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-33602","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"45883","CO_57868","CO_33601",0.271,0.61,0.119,0.424,61996,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-33601","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"45887","CO_57868","CO_33686",0.27,0.628,0.102,0.416,61822,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-33686","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"45893","CO_57868","CO_33603",0.251,0.645,0.104,0.426,65590,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA,"2881-33603","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"45943","CO_57869","CO_33628",0.3,0.567,0.133,0.416,55323,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA,"2881-33628","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
